ID Raw,ID,Name Raw,Name,Description Raw,Description,Sort ID Raw,Sort ID,Type Raw,Type,Item Group Raw,Item Group,Text Type Raw,Text Type,Icon Type Raw,Icon Type,Icon,Equip Icon Raw,Equip Icon,Icon Colour Raw,Icon Colour,Add Icon Type Raw,Add Icon Type,Rarity Raw,Rarity,Max Count Raw,Max Count,Palico Max Raw,Palico Max,Enable On Raptor Raw,Enable On Raptor,Sell Price Raw,Sell Price,Buy Price Raw,Buy Price,Fix Raw,Fixed,Shikyu Raw,Shikyu,Eatable Raw,Eatable,Window Raw,Window,Infinit Raw,Infinite,Heal Raw,Heal,Battle Raw,Battle,Special Raw,Special,For money Raw,For Money,Out Box Raw,Out Box,Non Level Shell Raw,Non Level Shell,Column 30,Column 31,Get Rank 1 Raw,Get Rank 2 Raw,Get Rank 1,Get Rank 2,Column 34,Column 64
00000074,116,1517FCB7-7A43-4C6E-8FB3-740CBEC80E0C,Fire Herb,E3C5E102-C558-4C51-B954-976FE21EACC7,"A wondrous, flammable plant.
Useful for crafting explosives
and Flaming Ammo.",00000026,38,00000000,EXPENDABLE,00000000,INVALID,00000005,TYPE_04,00000009,ITEM_0008,,00000000,INVALID,00000005,I_RED,00000000,INVALID,00000011,2,0014,20,0014,20,00000000,FALSE,00000004,4z,0000002C,44z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,0000002B,43
00000075,117,601E3B1E-1925-4983-BA3D-E396B845AC68,Flowfern,A93AB89A-A053-4891-9A42-0E52730CD274,"This plant's leaves store a great
amount of water. A component
for making Water Ammo.",00000027,39,00000000,EXPENDABLE,00000000,INVALID,00000005,TYPE_04,00000009,ITEM_0008,,00000000,INVALID,00000012,I_ULTRAMARINE,00000000,INVALID,00000012,1,0014,20,0014,20,00000000,FALSE,00000004,4z,0000002C,44z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,0000002C,44
00000076,118,B2C5E0DC-FC32-463F-BC28-E865C1A3A0B9,Snow Herb,06D77522-C03D-4E7A-B79C-1C83C5508E84,"A plant that radiates ice-cold
air. Use in combinations to
create Freeze Ammo.",00000028,40,00000000,EXPENDABLE,00000000,INVALID,00000005,TYPE_04,00000009,ITEM_0008,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,00000011,2,0014,20,0014,20,00000000,FALSE,00000006,6z,00000040,64z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,00000030,48
00000077,119,D91DB0AD-EFB4-470F-82DF-44D9C777F574,Dragonfell Berry,165653E6-2070-4A1E-9F4C-44EB3D08402D,"A mysterious berry rumored for
eons to be loathed by dragons.
Required to craft Dragon Ammo.",0000002C,44,00000000,EXPENDABLE,00000000,INVALID,00000005,TYPE_04,00000025,ITEM_0036,,00000000,INVALID,00000003,I_ROSE,00000000,INVALID,0000000F,4,000A,10,000A,10,00000000,FALSE,0000004E,78z,0000030C,780z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,00000080,128
00000078,120,FA910E1B-727B-4690-9329-CA829DFB2082,First-aid Med,23483CD7-8B1C-4877-B601-0BBFDFBCC842,"Restores a small amount of health.
Returned after quest completion.",000001F5,501,00000000,EXPENDABLE,00000000,INVALID,00000003,TYPE_02,0000000A,ITEM_0009,,00000000,INVALID,0000000E,I_GREEN,00000000,INVALID,00000012,1,000A,10,000A,10,00000001,TRUE,00000000,0z,00000000,0z,00,FALSE,01,TRUE,01,TRUE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000082,130
00000079,121,A2B4B0C1-10FC-4A1E-BF6F-D9540FEE136F,EZ Ration,BFB9BF4E-80B1-4A4B-9163-418453A523BB,"Restores a small amount of stamina.
Not usable with Portable BBQ Grill.
Returned after quest completion.",000001F7,503,00000000,EXPENDABLE,00000000,INVALID,00000003,TYPE_02,0000000F,ITEM_0014,,00000000,INVALID,00000008,I_BROWN,00000000,INVALID,00000012,1,000A,10,000A,10,00000001,TRUE,00000000,0z,00000000,0z,00,FALSE,01,TRUE,01,TRUE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000008E,142
0000007A,122,E573CF17-6D97-4047-8229-F7162D610AAF,EZ Flash Bomb,B721E5CB-A3E5-451C-9D95-755C8C12B3E0,"Slinger ammo that explodes
with a bright flash after it's fired.
Returned after quest completion.",00000203,515,00000000,EXPENDABLE,00000000,INVALID,00000003,TYPE_02,0000003E,ITEM_0061,,00000000,INVALID,0000000A,I_YELLOW,00000000,INVALID,00000011,2,0003,3,0003,3,00000001,TRUE,00000000,0z,00000000,0z,00,FALSE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000085,133
0000007B,123,2539DB33-88E9-4272-B114-C5DE20786D4C,EZ Shock Trap,6993F5F0-B7EF-4A55-BAA4-C4D3BECAFED0,"A trap that immobilizes a target.
Use it to capture monsters.
Returned after quest completion.",000001FA,506,00000000,EXPENDABLE,00000000,INVALID,00000003,TYPE_02,00000013,ITEM_0018,,00000000,INVALID,0000000B,I_LEMON,00000000,INVALID,00000010,3,0001,1,0001,1,00000000,FALSE,00000000,0z,00000000,0z,00,FALSE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000086,134
0000007C,124,EB0A0A27-CB59-4A4B-92FB-E536E5799757,EZ Pitfall Trap,C182AC18-666C-42A6-977E-CD1538F9D207,"Activates a pitfall to catch
monsters with.
Returned after quest completion.",000001FB,507,00000000,EXPENDABLE,00000000,INVALID,00000003,TYPE_02,00000013,ITEM_0018,,00000000,INVALID,0000000D,I_MOS,00000000,INVALID,00000010,3,0001,1,0001,1,00000000,FALSE,00000000,0z,00000000,0z,00,FALSE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000032,50
0000007D,125,F649DDAB-6E4E-4B2B-80D8-7FE24888B365,Gloamgrass Bud,E59C9B95-E8CB-4921-A13C-0D6539A281A3,"A plant with healing properties.
Combine with Godbug essence
to unleash its true potential.",0000002E,46,00000000,EXPENDABLE,00000000,INVALID,00000005,TYPE_04,00000009,ITEM_0008,,00000000,INVALID,00000009,I_IVORY,00000000,INVALID,0000000F,4,000A,10,000A,10,00000000,FALSE,00000028,40z,00000190,400z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000017,23
0000007E,126,3CAD1745-6B75-458A-98D8-E8D94CAFD9E4,Might Seed,FDBE3E54-CEC4-4338-B3F6-BDF11D174E9D,"Temporarily strengthens your
attacks when ingested by
improving energy flow.",00000013,19,00000000,EXPENDABLE,00000000,INVALID,00000001,TYPE_00,00000025,ITEM_0036,,00000000,INVALID,00000005,I_RED,00000000,INVALID,00000011,2,000A,10,000A,10,00000001,TRUE,0000008C,140z,00000118,280z,00,FALSE,00,FALSE,01,TRUE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000001B,27
0000007F,127,E1293F97-30B6-4E80-BD5A-4C248016D796,Adamant Seed,BEC3381B-7BD4-4EA8-8DF2-61B8125F386B,"Temporarily raises your
defense when ingested by
hardening tissue.",00000017,23,00000000,EXPENDABLE,00000000,INVALID,00000001,TYPE_00,00000025,ITEM_0036,,00000000,INVALID,00000007,I_ORANGE,00000000,INVALID,00000011,2,000A,10,000A,10,00000001,TRUE,0000006E,110z,000000DC,220z,00,FALSE,00,FALSE,01,TRUE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000035,53
00000080,128,0DFCE1C1-1819-41F2-B3DB-9218C1E1EC21,Nitroshroom,873AA4E8-E0A7-46B8-AB07-92EF87A997E5,"A hard-to-find mushroom with the
power to generate blazing heat.
Required to craft gunpowder.",00000031,49,00000000,EXPENDABLE,00000000,INVALID,00000005,TYPE_04,00000006,ITEM_0005,,00000000,INVALID,00000005,I_RED,00000000,INVALID,00000011,2,0014,20,0014,20,00000000,FALSE,00000006,6z,0000003C,60z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000036,54
00000081,129,ECE9159B-24A7-45EC-BF78-5320DDA783CF,Devil's Blight,80422B7D-6559-46FF-9263-D7FCF0AEA27D,"A very rare fungus that pulses with
extreme heat. Add to a barrel bomb
for a dramatically stronger blast.",00000032,50,00000000,EXPENDABLE,00000000,INVALID,00000005,TYPE_04,00000006,ITEM_0005,,00000000,INVALID,00000003,I_ROSE,00000000,INVALID,00000010,3,000A,10,000A,10,00000000,FALSE,0000003C,60z,00000258,600z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000057,87
00000082,130,1E347EA7-F616-4624-A370-5D50FD76089D,Blastnut,88CF607B-30A1-452B-888B-A7305E009C52,"A nut that explodes its hard
contents on impact. Used to
make Sticky Ammo.",00000053,83,00000000,EXPENDABLE,00000000,INVALID,00000005,TYPE_04,00000020,ITEM_0031,,00000000,INVALID,00000006,I_VERMILION,00000000,INVALID,00000012,1,001E,30,001E,30,00000000,FALSE,00000004,4z,00000028,40z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000059,89
00000083,131,30C975B2-9847-4A8A-8759-84923F866E7E,Slashberry,8F9F3B4D-A1A4-48FB-97C5-88E2D578552C,"A berry that shatters into
razor-like pieces. Used
to make Slicing Ammo.",00000055,85,00000000,EXPENDABLE,00000000,INVALID,00000005,TYPE_04,00000020,ITEM_0031,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,00000012,1,001E,30,001E,30,00000000,FALSE,00000004,4z,00000028,40z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000016B,363
0000008B,139,840AC69A-0114-448C-BC01-3162D21A9B3D,Rey Dau Scale,97D4D63D-938D-456A-A6F3-137D0309756B,"A Rey Dau scale. Its unique
shape allows electricity from
its organs to pass through.",0000048D,1165,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002B,ITEM_0042,,00000000,INVALID,0000000A,I_YELLOW,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,0000026C,620z,00001838,"6,200z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,0000016C,364
0000008C,140,42AFEDB7-A417-44AD-A89C-30826B39B449,Rey Dau Shell,80037403-FFF1-4DC7-B6BB-1858A0314F7E,"The shell from a Rey Dau.
Highly conductive and capable of
producing large electrical currents.",0000048E,1166,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002E,ITEM_0045,,00000000,INVALID,0000000A,I_YELLOW,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,000003A2,930z,00002454,"9,300z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,0000016D,365
0000008D,141,55968324-AA00-45C6-B913-485619FD5BE5,Rey Dau Thunderhorn,319D7E6F-D235-4F1D-91B8-9BE41DCA449E,"An electrically charged Rey Dau
horn. The thick, flexible muscle
at its base lets it move freely.",0000048F,1167,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002D,ITEM_0044,,00000000,INVALID,0000000A,I_YELLOW,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,00000554,"1,364z",00003548,"13,640z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,0000016E,366
0000008E,142,EFEC7FF4-9C5A-4AB3-8C88-0342C96A6A42,Rey Dau Wingtalon,6096FBBC-4FF2-449E-80AA-8D8D6F9100B1,"The claw-shaped energy conduit of
a Rey Dau. Coated in sharp fulgurite
blades formed by electric discharges.",00000490,1168,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002D,ITEM_0044,,00000000,INVALID,00000011,I_BLUE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,0000045C,"1,116z",00002B98,"11,160z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,0000016F,367
0000008F,143,38B6A7B7-E526-441A-A118-95AA6C0145CE,Rey Dau Tail,5AEBB7DE-BC2C-4DA5-A9BC-48412A064BFC,"A Rey Dau tail. Its fulgurite-
covered spines rub together to
produce a threatening melody.",00000491,1169,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002F,ITEM_0046,,00000000,INVALID,0000000A,I_YELLOW,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,000004D8,"1,240z",00003070,"12,400z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,00000170,368
00000090,144,5568FB20-4180-4B73-AE87-1121E84F223A,Rey Dau Plate,3C5AA25B-8B64-46C5-B6AC-6A992B1353FF,"A Rey Dau plate. The backward-
facing scale accumulates
a massive amount of energy.",00000492,1170,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,00000032,ITEM_0049,,00000000,INVALID,0000000A,I_YELLOW,00000000,INVALID,0000000E,5,0063,99,0063,99,00000000,FALSE,00000E88,"3,720z",00009150,"37,200z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000002,00000002,RARE,RARE,00000056,86
00000091,145,B286EEE1-8ABD-4DB2-9F02-9AD4B4743D29,Tranq Blade,A19542FA-BF98-4EF3-85AC-0B1ADEF98856,"A knife coated with a tranquilizer
that can be shot from your Slinger
to put trapped monsters to sleep.",00000052,82,00000000,EXPENDABLE,00000000,INVALID,00000002,TYPE_01,0000001A,ITEM_0025,,00000000,INVALID,00000004,I_PINK,00000000,INVALID,00000010,3,0008,8,0008,8,00000001,TRUE,00000004,4z,0000002D,45z,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000003D,61
00000092,146,38058311-9721-4648-80AF-99BF96EB0A8F,Poison Knife,2B50538E-1005-4AB9-BE0E-82A9E8F6CF98,"A knife fired with the Slinger,
inflicting poison on a target.
Returned after quest completion.",00000205,517,00000000,EXPENDABLE,00000000,INVALID,00000003,TYPE_02,0000001A,ITEM_0025,,00000000,INVALID,00000014,I_PURPLE,00000000,INVALID,00000011,2,0005,5,0005,5,00000001,TRUE,00000000,0z,00000000,0z,00,FALSE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000025,37
00000093,147,42DDC11D-4C73-4744-AF0E-0D4BAFE21975,Paralysis Knife,86FC84AD-990A-42F4-AC17-0E82F7D5667B,"A knife fired with the Slinger,
inflicting paralysis on a target.
Returned after quest completion.",00000206,518,00000000,EXPENDABLE,00000000,INVALID,00000003,TYPE_02,0000001A,ITEM_0025,,00000000,INVALID,0000000B,I_LEMON,00000000,INVALID,00000011,2,0005,5,0005,5,00000001,TRUE,00000000,0z,00000000,0z,00,FALSE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000026,38
00000094,148,9778C6D9-8C69-46C1-AEA1-D6BB02607420,Sleep Knife,B94746B2-8183-4C75-9539-4A3C91DDC11A,"A knife fired with the Slinger,
inflicting sleep on a target.
Returned after quest completion.",00000207,519,00000000,EXPENDABLE,00000000,INVALID,00000003,TYPE_02,0000001A,ITEM_0025,,00000000,INVALID,00000010,I_SKY,00000000,INVALID,00000011,2,0005,5,0005,5,00000001,TRUE,00000000,0z,00000000,0z,00,FALSE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000007B,123
00000097,151,26985952-4B6C-445A-B868-4A408F915AA0,Smoke Bomb,245C1157-F9D2-4AC8-9679-658927122B1E,"Creates a large cloud of smoke when
thrown against the ground that can
hide you from a monster's sight.",00000039,57,00000000,EXPENDABLE,00000000,INVALID,00000001,TYPE_00,00000015,ITEM_0020,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,00000011,2,0003,3,0003,3,00000001,TRUE,0000002C,44z,00000064,100z,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,000000B4,180
00000098,152,F41CC95B-2F42-42DD-B9A0-D99100A76960,Powercharm,B8483B96-A974-4DBC-A743-DD9BA3534579,"An amulet that strengthens
attacks. Just carrying this
gives you demonic strength.",00000021,33,00000000,EXPENDABLE,00000000,INVALID,00000008,TYPE_07,0000000B,ITEM_0010,,00000000,INVALID,00000005,I_RED,00000000,INVALID,0000000E,5,0001,1,0001,1,00000000,FALSE,00000000,0z,00000000,0z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000023C,572
00000099,153,14916668-091F-4813-AF1B-05F7DD57B3F9,Armorcharm,5E2A3FC2-2056-4F2A-84A5-960295D7AFD5,"An amulet that increases
defense. Just carrying this
makes your skin stone hard.",00000022,34,00000000,EXPENDABLE,00000000,INVALID,00000008,TYPE_07,0000000B,ITEM_0010,,00000000,INVALID,00000007,I_ORANGE,00000000,INVALID,0000000E,5,0001,1,0001,1,00000000,FALSE,00000000,0z,00000000,0z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000023D,573
0000009A,154,3D6E9DDB-54BB-4A43-9E4B-9AE974E727A6,Wyvern Ammo,7E890DD8-F1F9-4045-82A2-ACF27753871B,"Ammo created through years
of research into Wyvern's Fire.
Short ranged, but destructive.",00000077,119,00000003,SHELL,00000000,INVALID,00000007,TYPE_06,00000046,ITEM_0069,,00000000,INVALID,00000008,I_BROWN,00000000,INVALID,00000010,3,0005,5,0005,5,00000001,TRUE,00000006,6z,0000003E,62z,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,00000002,00000000,00000000,NONE,NONE,0000023E,574
0000009B,155,113A886C-B2FD-486E-9C9D-52A3718BE698,Grounding Pod,58E7D197-2210-4C0F-8CC0-C1FB2CA066D2,"Slinger ammo that can dissipate
electricity from the area it lands.",000002D5,725,00000000,EXPENDABLE,00000000,INVALID,00000002,TYPE_01,0000003E,ITEM_0061,,00000000,INVALID,0000000A,I_YELLOW,00000000,INVALID,00000012,1,0005,5,0005,5,00000001,TRUE,00000000,0z,00000000,0z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000023F,575
0000009C,156,48C90E12-C934-42EE-AC32-C50AEECA0C66,Mystery Orb - Armor,D5478F3E-E7A8-4506-BEFB-143EEEA682E4,"A sphere with faint power that
is revealed through appraisal.
Becomes a defensive decoration.",00000BBC,3004,00000006,GEM,00000000,INVALID,0000000D,TYPE_12,00000038,ITEM_0055,,00000000,INVALID,00000001,I_WHITE,00000028,FOR_DEFENSE,0000000F,4,000A,10,000A,10,00000000,FALSE,00000000,0z,0000005A,90z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000240,576
0000009D,157,B2D2A923-31C3-4D91-B871-1D66893E4709,Glowing Orb - Armor,CE6158A2-01DC-4705-B13A-31B541FC390A,"A sphere with hidden power that
is revealed through appraisal.
Becomes a defensive decoration.",00000BBD,3005,00000006,GEM,00000000,INVALID,0000000D,TYPE_12,00000038,ITEM_0055,,00000000,INVALID,00000011,I_BLUE,00000028,FOR_DEFENSE,0000000E,5,000A,10,000A,10,00000000,FALSE,00000000,0z,0000005A,90z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,000000A3,163
0000009E,158,0BDBF440-D337-4DC3-97C9-D2ADBDA7C526,Ancient Orb - Armor,ADCF98C6-28DD-4B7A-ADB9-5FE5BDE9B78E,"A sphere with incredible power that
is revealed through appraisal.
Becomes a defensive decoration.",00000BBE,3006,00000006,GEM,00000000,INVALID,0000000D,TYPE_12,00000038,ITEM_0055,,00000000,INVALID,00000010,I_SKY,00000028,FOR_DEFENSE,0000000D,6,000A,10,000A,10,00000000,FALSE,00000000,0z,0000005A,90z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000098,152
0000009F,159,BA4A6B65-D114-4D4B-9202-A0C80A1C2AF9,Damaged Weapon Shard,4E4DEE8A-636F-4FED-991B-FF7CE0AA47BB,"An old, damaged weapon part.
Needs to be appraised.",00000BBF,3007,00000006,GEM,00000000,INVALID,0000000D,TYPE_12,00000000,INVALID,,00000032,EQUIP_0049,00000001,I_WHITE,00000000,INVALID,0000000E,5,000A,10,000A,10,00000000,FALSE,00000000,0z,0000005A,90z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000000F,15
000000A0,160,9260F1A6-AD66-45FA-9226-0E298333CEF2,Rusted Weapon Shard,E34121F4-39F8-4946-B02F-21E751F06D5E,"An old, rusted weapon part.
Needs to be appraised.",00000BC0,3008,00000006,GEM,00000000,INVALID,0000000D,TYPE_12,00000000,INVALID,,00000032,EQUIP_0049,00000004,I_PINK,00000000,INVALID,0000000D,6,000A,10,000A,10,00000000,FALSE,00000000,0z,0000005A,90z,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000016,22
000000A1,161,663743F4-0C3F-4E7C-BFA3-2EFE70EC9045,Ghillie Mantle,5B931838-6CBB-491A-8564-893E462C58CC,"Temporarily conceal yourself
from view. The effect ends if you
perform an attack or take damage.",0000270F,9999,00000001,TOOL,00000000,INVALID,00000004,TYPE_03,0000004A,ITEM_0073,,00000000,INVALID,0000000E,I_GREEN,00000000,INVALID,0000000F,4,0001,1,0001,1,00000001,TRUE,00000000,0z,00000000,0z,01,TRUE,00,FALSE,00,FALSE,01,TRUE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000014,20
000000A2,162,E7BC11B2-9C68-47CF-B3A1-2FB1410D39D8,Fishing Rod,93BC1270-B7DF-4C1A-AFB8-0DEFE5E3BEFB,"A tool for fishing. Cast the
lure into bodies of water and
use the reel to wind in the line.",000002BE,702,00000001,TOOL,00000000,INVALID,00000004,TYPE_03,00000016,ITEM_0021,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0001,1,0001,1,00000000,FALSE,00000000,0z,00000000,0z,01,TRUE,00,FALSE,00,FALSE,01,TRUE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000012,18
000000A3,163,94ECFF47-BAB2-4066-B9A2-A004AB1D3CEF,Energy Drink,4FB11358-DE6B-4E89-BFAD-6D625E80F81C,"A Guild-approved beverage
that boosts your stamina.
Helps shake off sleep, too!",0000000B,11,00000000,EXPENDABLE,00000000,INVALID,00000001,TYPE_00,00000047,ITEM_0070,,00000000,INVALID,0000000B,I_LEMON,00000000,INVALID,00000011,2,000A,10,000A,10,00000001,TRUE,00000006,6z,0000003C,60z,00,FALSE,00,FALSE,01,TRUE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000013,19
000000A4,164,540566EA-1C4C-45DB-BF54-3E53E2A9F431,Dash Juice,2DAC392F-D555-483A-92EB-4AEFA652BF92,"Recovers stamina and also temporarily
reduces stamina depletion when
performing actions.",00000012,18,00000000,EXPENDABLE,00000000,INVALID,00000001,TYPE_00,00000048,ITEM_0071,,00000000,INVALID,0000000A,I_YELLOW,00000000,INVALID,0000000F,4,0005,5,0005,5,00000001,TRUE,0000001D,29z,00000125,293z,00,FALSE,00,FALSE,01,TRUE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000018,24
