Index Raw,Index,Type Raw,Model ID Raw,Model ID,Custom Model ID Raw,DB ID Raw,LS ID Raw,Hammer ID Raw,HH ID Raw,Lance ID Raw,GL ID Raw,SA ID Raw,CA ID Raw,IG ID Raw,Bow ID Raw,HBG ID Raw,LBG ID Raw,ID,Name Raw,Name,Description Raw,Sort ID Raw,Sort ID,Price Raw,Price,Rarity Raw,Rarity,Attack Raw,Attack,Defense Raw,Defense,Affinity Raw,Affinity,Element 1 Raw,Attribute,Element 1 Value Raw,Attribute Value,Element 2 Raw,Element 2 Value Raw,Slot 1 Raw,Slot 2 Raw,Slot 3 Raw,Slots,Sharpness 0 Raw,Sharpness 1 Raw,Sharpness 2 Raw,Sharpness 3 Raw,Sharpness 4 Raw,Sharpness 5 Raw,Sharpness 6 Raw,Sharpness 7 Raw,Red Sharpness,Orange Sharpness,Yellow Sharpness,Green Sharpness,Blue Sharpness,White Sharpness,Purple Sharpness,Handicraft 0 Raw,Handicraft 0 Lv,Handicraft 1 Raw,Handicraft 1 Lv,Handicraft 2 Raw,Handicraft 2 Lv,Handicraft 3 Raw,Handicraft 3 Lv,Red Sharpness +1,Orange Sharpness +1,Yellow Sharpness +1,Green Sharpness +1,Blue Sharpness +1,White Sharpness +1,Purple Sharpness +1,Sharpness Bar,Sharpness Bar (Handicraft),Wp07 Shell Type Raw,Gunlance Shell Type,Wp07 Shell Lv Raw,Gunlance Shell Level,Skill 0 Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 0 Lv Raw,Skill 1 Lv Raw,Skill 2 Lv Raw,Skill 3 Lv Raw,Skill 1,Skill 1 Lv,Skill 2,Skill 2 Lv
00000023,35,00000007,0000000A,10,00000000,00000000,00000000,00000000,00000000,00000000,00000023,00000000,00000000,00000000,00000000,00000000,00000000,35,8BC82408-51C3-4AA2-91F7-CF533CD6C661,Ajara-Kalika,DE6D350B-8828-4FF2-A1BB-4E8F5507C7C7,00000011,17,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000A,10%,00000009,BLAST,00000019,25,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,003C,0032,005A,0028,003C,0000,0000,50,60,50,90,40,60,0,0032,6,0000,7,0000,8,0000,9,50,60,50,90,40,60,0,,,98B83600,WIDE,C4C4D080,2,2FD89D00,F53436B0,00000000,00000000,0002,0001,0000,0000,Load Shells,2,Offensive Guard,1
00000024,36,00000007,000186A0,100000,00000000,00000000,00000000,00000000,00000000,00000000,00000024,00000000,00000000,00000000,00000000,00000000,00000000,36,8C3BCCE4-4537-41E5-8322-8877636037B3,Albirath Rook I,F36F5F52-F53F-40FD-AA4F-3A2942E7B3FC,00000006,6,00000A28,"2,600z",0000000F,4,00A0,160,0000,0,000F,15%,00000001,FIRE,00000015,21,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",0032,005A,003C,0032,0000,0000,0000,0000,50,90,60,50,0,0,0,0032,4,0000,5,0000,6,0000,7,50,90,60,50,0,0,0,,,98B83600,WIDE,D395C240,3,52D79300,12B121E0,00000000,00000000,0001,0001,0000,0000,Master's Touch,1,Critical Element,1
00000025,37,00000007,000186A0,100000,00000000,00000000,00000000,00000000,00000000,00000000,00000025,00000000,00000000,00000000,00000000,00000000,00000000,37,BE9EBE8E-0AEC-4DA5-B8EE-7FDD867A7820,Albirath Rook II,FEE5DAD3-7F3F-465D-AB5C-9192372C8CD4,00000007,7,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000F,15%,00000001,FIRE,0000001A,26,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,0064,0032,0032,0032,0000,0000,0000,50,100,50,50,50,0,0,0014,5,001E,6,0000,7,0000,8,50,100,50,50,50,0,0,,,98B83600,WIDE,D395C240,3,52D79300,12B121E0,00000000,00000000,0001,0001,0000,0000,Master's Touch,1,Critical Element,1
00000026,38,00000007,000186A0,100000,00000000,00000000,00000000,00000000,00000000,00000000,00000026,00000000,00000000,00000000,00000000,00000000,00000000,38,6B920DC4-06D3-4737-A526-3C998DB0B4A3,Shining Rook,4F344EFD-7504-4398-A828-35640B0D759E,00000008,8,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000F,15%,00000001,FIRE,0000001E,30,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0082,0032,0032,0028,001E,0000,0000,50,130,50,50,40,30,0,0032,6,0000,7,0000,8,0000,9,50,130,50,50,40,30,0,,,98B83600,WIDE,D395C240,3,52D79300,12B121E0,00000000,00000000,0001,0001,0000,0000,Master's Touch,1,Critical Element,1
00000027,39,00000007,00000014,20,00000000,00000000,00000000,00000000,00000000,00000000,00000027,00000000,00000000,00000000,00000000,00000000,00000000,39,E151649B-246C-4EE8-93FA-DEC7FDE97032,Jin Dhatop I,EF861BDA-40D8-4148-8738-D190107DDACF,0000000D,13,000036B0,"14,000z",0000000C,7,00BE,190,0000,0,0000,0%,00000003,ICE,0000002F,47,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0028,0028,001E,0064,006E,001E,0000,0000,40,40,30,100,110,30,0,0032,6,0000,7,0000,8,0000,9,40,40,30,100,110,30,0,,,98B83600,WIDE,D395C240,3,EDA9B920,00000000,00000000,00000000,0003,0000,0000,0000,Guard,3,,
00000028,40,00000007,00000014,20,00000000,00000000,00000000,00000000,00000000,00000000,00000028,00000000,00000000,00000000,00000000,00000000,00000000,40,FDA7023F-39FC-49C7-ADA6-936B2856F4C3,Precipice Lohamata,9ED010B5-A958-43DB-9BEF-4E4E8A89B348,0000000E,14,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,0000,0%,00000003,ICE,00000032,50,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,0028,0014,0050,0078,0032,0000,0000,40,40,20,80,120,50,0,0032,6,0000,7,0000,8,0000,9,40,40,20,80,120,50,0,,,98B83600,WIDE,D395C240,3,EDA9B920,00000000,00000000,00000000,0003,0000,0000,0000,Guard,3,,
00000029,41,00000007,00000012,18,00000000,00000000,00000000,00000000,00000000,00000000,00000029,00000000,00000000,00000000,00000000,00000000,00000000,41,9315CF99-0227-4429-B9B3-D77CF940A48B,G. Veldian Hasta I,7CB4F421-A7E4-49A9-8548-485DB04E065B,0000002E,46,00000A28,"2,600z",0000000F,4,00AA,170,0000,0,FFF6,-10%,00000005,DRAGON,00000010,16,00000000,00000000,00000001,00000001,00000000,"1, 1, 0",0064,001E,0050,0028,0000,0000,0000,0000,100,30,80,40,0,0,0,0032,4,0000,5,0000,6,0000,7,100,30,80,40,0,0,0,,,98B83600,WIDE,D395C240,3,EDA9B920,00000000,00000000,00000000,0002,0000,0000,0000,Guard,2,,
0000002A,42,00000007,00000012,18,00000000,00000000,00000000,00000000,00000000,00000000,0000002A,00000000,00000000,00000000,00000000,00000000,00000000,42,C9DACCA5-EA96-42FF-9C92-F1730DE46066,G. Veldian Hasta II,1E947B13-C059-448B-A19E-6CCB81E5A906,0000002F,47,00002710,"10,000z",0000000D,6,00D2,210,0000,0,FFF6,-10%,00000005,DRAGON,00000015,21,00000000,00000000,00000002,00000002,00000000,"2, 2, 0",0064,003C,0050,003C,0000,0000,0000,0000,100,60,80,60,0,0,0,000A,4,0028,5,0000,6,0000,7,100,60,80,60,0,0,0,,,98B83600,WIDE,D395C240,3,EDA9B920,00000000,00000000,00000000,0002,0000,0000,0000,Guard,2,,
0000002B,43,00000007,00000012,18,00000000,00000000,00000000,00000000,00000000,00000000,0000002B,00000000,00000000,00000000,00000000,00000000,00000000,43,7BB27664-D4C2-48F7-9EC6-9839CDC09E7A,G. Lawful Bors,D3B5D31C-E808-4316-A963-8F6E5325B051,00000030,48,00004E20,"20,000z",0000000B,8,00F0,240,0000,0,FFF6,-10%,00000005,DRAGON,00000019,25,00000000,00000000,00000003,00000003,00000001,"3, 3, 1",0064,0046,0032,0046,003C,0000,0000,0000,100,70,50,70,60,0,0,000A,5,0028,6,0000,7,0000,8,100,70,50,70,60,0,0,,,98B83600,WIDE,D395C240,3,EDA9B920,00000000,00000000,00000000,0002,0000,0000,0000,Guard,2,,
0000002C,44,00000007,0000000D,13,00000000,00000000,00000000,00000000,00000000,00000000,0000002C,00000000,00000000,00000000,00000000,00000000,00000000,44,1148B9CB-57D4-4D17-B4AB-027F3F397FF5,Hard Hitter I,FB7FC5E6-257C-4D34-B8B0-38D772846443,00000033,51,00000FA0,"4,000z",0000000E,5,00B4,180,0000,0,0000,0%,00000006,POISON,0000001F,31,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",005A,0032,005A,0046,0000,0000,0000,0000,90,50,90,70,0,0,0,0032,4,0000,5,0000,6,0000,7,90,50,90,70,0,0,0,,,0C1DB680,LONG,D395C240,3,8BFD1E80,28EBAB40,00000000,00000000,0002,0001,0000,0000,Punishing Draw,2,Critical Draw,1
0000002D,45,00000007,0000000D,13,00000000,00000000,00000000,00000000,00000000,00000000,0000002D,00000000,00000000,00000000,00000000,00000000,00000000,45,A648C470-4C12-4931-A89C-1B3A1786E903,Hard Hitter II,3AA57E94-C707-444B-A983-2FC9264222AB,00000034,52,00002710,"10,000z",0000000D,6,00C8,200,0000,0,0000,0%,00000006,POISON,00000022,34,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",005A,0032,003C,003C,0028,0000,0000,0000,90,50,60,60,40,0,0,0032,5,0000,6,0000,7,0000,8,90,50,60,60,40,0,0,,,0C1DB680,LONG,D395C240,3,8BFD1E80,28EBAB40,00000000,00000000,0002,0002,0000,0000,Punishing Draw,2,Critical Draw,2
0000002E,46,00000007,0000000D,13,00000000,00000000,00000000,00000000,00000000,00000000,0000002E,00000000,00000000,00000000,00000000,00000000,00000000,46,497022B8-8FBB-43FC-8D62-4CBE064C9284,Big Slugger,B8EBE852-8955-48AE-BB6C-60FDC3E88B9A,00000035,53,00004E20,"20,000z",0000000B,8,00E6,230,0000,0,0000,0%,00000006,POISON,00000028,40,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",005A,0032,005A,003C,003C,0000,0000,0000,90,50,90,60,60,0,0,0032,5,0000,6,0000,7,0000,8,90,50,90,60,60,0,0,,,0C1DB680,LONG,D395C240,3,8BFD1E80,28EBAB40,00000000,00000000,0003,0002,0000,0000,Punishing Draw,3,Critical Draw,2
0000002F,47,00000007,00000006,6,00000000,00000000,00000000,00000000,00000000,00000000,0000002F,00000000,00000000,00000000,00000000,00000000,00000000,47,23481257-A01D-4C20-84E8-5AEB2F48FFF5,Princess Panoply I,417C30EB-F863-43AD-942D-AABD9FA935A9,00000038,56,00001388,"5,000z",0000000E,5,00A0,160,0000,0,000F,15%,00000006,POISON,00000013,19,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,0046,0028,005A,0032,0000,0000,0000,50,70,40,90,50,0,0,0032,5,0000,6,0000,7,0000,8,50,70,40,90,50,0,0,,,ECA9F3C0,NORMAL,C4C4D080,2,F5EE7100,9EDDD500,00000000,00000000,0002,0001,0000,0000,Critical Status,2,Poison Duration Up,1
00000030,48,00000007,00000006,6,00000000,00000000,00000000,00000000,00000000,00000000,00000030,00000000,00000000,00000000,00000000,00000000,00000000,48,4E10486A-F025-4C77-8831-9BA7B7B8D50F,Princess Panoply II,71307DBE-6865-421B-B6F2-8DC6410E787C,00000039,57,000036B0,"14,000z",0000000C,7,00BE,190,0000,0,000F,15%,00000006,POISON,00000016,22,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0028,0050,0028,006E,001E,0032,0000,0000,40,80,40,110,30,50,0,0032,6,0000,7,0000,8,0000,9,40,80,40,110,30,50,0,,,ECA9F3C0,NORMAL,C4C4D080,2,F5EE7100,9EDDD500,00000000,00000000,0003,0001,0000,0000,Critical Status,3,Poison Duration Up,1
00000031,49,00000007,00000006,6,00000000,00000000,00000000,00000000,00000000,00000000,00000031,00000000,00000000,00000000,00000000,00000000,00000000,49,BECB8822-0D30-4948-A17C-05D4AE470AE0,Ortlinde,00C8A1F5-E95B-4FC1-A9EC-AB8AF9A0E9F3,0000003A,58,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000F,15%,00000006,POISON,00000019,25,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,0050,001E,0064,001E,0046,0000,0000,40,80,30,100,30,70,0,0032,6,0000,7,0000,8,0000,9,40,80,30,100,30,70,0,,,ECA9F3C0,NORMAL,C4C4D080,2,F5EE7100,9EDDD500,00000000,00000000,0003,0001,0000,0000,Critical Status,3,Poison Duration Up,1
00000032,50,00000007,000186A2,100002,00000000,00000000,00000000,00000000,00000000,00000000,00000032,00000000,00000000,00000000,00000000,00000000,00000000,50,DA769D7D-E94C-43CF-A8FB-F09FC51EBD55,Warring Fulgur I,E75F26B6-F243-47A2-8425-0084D7F041D1,00000036,54,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000F,15%,00000004,THUNDER,00000022,34,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0028,0064,0064,003C,0000,0000,0000,0000,40,100,100,60,0,0,0,000A,4,0028,5,0000,6,0000,7,40,100,100,60,0,0,0,,,98B83600,WIDE,D395C240,3,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
00000033,51,00000007,000186A2,100002,00000000,00000000,00000000,00000000,00000000,00000000,00000033,00000000,00000000,00000000,00000000,00000000,00000000,51,09A1AD3D-2B80-4D6C-BE25-9BBE78DE9525,Fulgurcannon Guardiana,A1F87A21-B018-4509-93FC-A3ACEBEA9142,00000037,55,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000F,15%,00000004,THUNDER,00000028,40,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,005A,0078,0028,003C,0000,0000,0000,40,90,120,40,60,0,0,0000,5,0032,6,0000,7,0000,8,40,90,120,40,60,0,0,,,98B83600,WIDE,D395C240,3,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
00000034,52,00000007,00000010,16,00000000,00000000,00000000,00000000,00000000,00000000,00000034,00000000,00000000,00000000,00000000,00000000,00000000,52,9A71AE70-9C0B-48D5-9919-5F12F3232536,White Gunlance I,7715CFF2-C3B4-4883-AC63-413F856B1036,0000003F,63,00002710,"10,000z",0000000D,6,00DC,220,001E,30,FFF1,-15%,00000009,BLAST,00000022,34,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",005A,0046,0050,003C,0000,0000,0000,0000,90,70,80,60,0,0,0,001E,4,0014,5,0000,6,0000,7,90,70,80,60,0,0,0,,,0C1DB680,LONG,D395C240,3,9C370B80,00000000,00000000,00000000,0003,0000,0000,0000,Guard Up,3,,
00000035,53,00000007,00000010,16,00000000,00000000,00000000,00000000,00000000,00000000,00000035,00000000,00000000,00000000,00000000,00000000,00000000,53,48851C8D-E23C-4D0A-BD72-BD08884CD198,White Cannon,D13AC73E-FE64-402E-8035-D92E3E2D9D9B,00000040,64,00004E20,"20,000z",0000000B,8,00F0,240,001E,30,FFF1,-15%,00000009,BLAST,00000028,40,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0050,0046,0046,0046,003C,0000,0000,0000,80,70,70,70,60,0,0,0032,5,0000,6,0000,7,0000,8,80,70,70,70,60,0,0,,,0C1DB680,LONG,D395C240,3,9C370B80,00000000,00000000,00000000,0003,0000,0000,0000,Guard Up,3,,
00000036,54,00000007,00000007,7,00000000,00000000,00000000,00000000,00000000,00000000,00000038,00000000,00000000,00000000,00000000,00000000,00000000,56,6DA133D6-AB41-4426-8E60-2CC38E44736B,Red Rook I,C8FAEE22-030D-4F1E-84A9-6D88C3828F72,0000003B,59,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000A,10%,00000001,FIRE,00000022,34,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0064,0046,0028,001E,003C,0000,0000,0000,100,70,40,30,60,0,0,0032,5,0000,6,0000,7,0000,8,100,70,40,30,60,0,0,,,0C1DB680,LONG,C4C4D080,2,A02B7A00,00000000,00000000,00000000,0003,0000,0000,0000,Critical Boost,3,,
00000037,55,00000007,00000007,7,00000000,00000000,00000000,00000000,00000000,00000000,00000039,00000000,00000000,00000000,00000000,00000000,00000000,57,CB922DE0-0DEE-4D16-9F56-ABE7D08BDAD8,Crimson Rook,F0817FE4-55A4-490B-87DF-A3169F8250CD,0000003C,60,00004E20,"20,000z",0000000B,8,00C8,200,0000,0,000A,10%,00000001,FIRE,00000028,40,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0064,0046,0032,0028,0028,0032,0000,0000,100,70,50,40,40,50,0,0032,6,0000,7,0000,8,0000,9,100,70,50,40,40,50,0,,,0C1DB680,LONG,C4C4D080,2,A02B7A00,00000000,00000000,00000000,0003,0000,0000,0000,Critical Boost,3,,
00000038,56,00000007,00000008,8,00000000,00000000,00000000,00000000,00000000,00000000,0000003A,00000000,00000000,00000000,00000000,00000000,00000000,58,7D5A9183-C875-4D4A-9FB8-B59714EA4ED4,Tyrannenarm I,1001B1F0-31AB-46CB-AB2E-CF7E4407510E,0000003D,61,000036B0,"14,000z",0000000C,7,00B4,180,0000,0,0014,20%,00000005,DRAGON,0000001B,27,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0032,0050,0050,003C,001E,0032,0000,0000,50,80,80,60,30,50,0,0032,6,0000,7,0000,8,0000,9,50,80,80,60,30,50,0,,,ECA9F3C0,NORMAL,C4C4D080,2,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
00000039,57,00000007,00000008,8,00000000,00000000,00000000,00000000,00000000,00000000,0000003B,00000000,00000000,00000000,00000000,00000000,00000000,59,200EFC08-252E-4D98-AD8A-03D9DA695208,Verräterarm,5632F1EC-D8BC-41A9-B3FB-0EDE9C11B293,0000003E,62,00004E20,"20,000z",0000000B,8,00C8,200,0000,0,0014,20%,00000005,DRAGON,0000001E,30,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,005A,0032,001E,0050,0000,0000,50,50,90,50,30,80,0,0032,6,0000,7,0000,8,0000,9,50,50,90,50,30,80,0,,,ECA9F3C0,NORMAL,C4C4D080,2,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
0000003A,58,00000007,00000018,24,00000000,00000000,00000000,00000000,00000000,00000000,0000003C,00000000,00000000,00000000,00000000,00000000,00000000,60,B9690761-F113-4125-988C-7CE3F3DE0C0B,Veldian Hasta I,E51449B9-52E2-46B5-8D6A-2213755B3FEF,00000031,49,000036B0,"14,000z",0000000C,7,00C8,200,0000,0,0000,0%,00000005,DRAGON,00000025,37,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0032,0032,0032,0050,0050,0028,0000,0000,50,50,50,80,80,40,0,0032,6,0000,7,0000,8,0000,9,50,50,50,80,80,40,0,,,0C1DB680,LONG,C4C4D080,2,EDA9B920,00000000,00000000,00000000,0003,0000,0000,0000,Guard,3,,
0000003C,60,00000007,00000017,23,00000000,00000000,00000000,00000000,00000000,00000000,0000003D,00000000,00000000,00000000,00000000,00000000,00000000,61,DB6951C9-133B-4B68-A2A2-7B3188B9A75A,Paretic Gunlance I,7C28366F-41AC-45B6-AC50-F1437056848C,00000017,23,000001F4,500z,00000012,1,0064,100,0000,0,0000,0%,00000007,PARALYSIS,0000000F,15,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0028,0032,006E,0000,0000,0000,0000,0000,40,50,110,0,0,0,0,000A,3,0028,4,0000,5,0000,6,40,50,110,0,0,0,0,,,ECA9F3C0,NORMAL,49215280,1,F53436B0,00000000,00000000,00000000,0001,0000,0000,0000,Offensive Guard,1,,
0000003D,61,00000007,00000017,23,00000000,00000000,00000000,00000000,00000000,00000000,0000003E,00000000,00000000,00000000,00000000,00000000,00000000,62,4D058C98-0AD4-4246-A095-B32D2DCD3978,Paretic Gunlance II,323E6755-E332-47B8-BF96-00A98A672309,00000018,24,000005DC,"1,500z",00000010,3,0082,130,0000,0,0000,0%,00000007,PARALYSIS,00000015,21,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,0050,0050,0028,0000,0000,0000,0000,50,80,80,40,0,0,0,0032,4,0000,5,0000,6,0000,7,50,80,80,40,0,0,0,,,ECA9F3C0,NORMAL,49215280,1,F53436B0,00000000,00000000,00000000,0002,0000,0000,0000,Offensive Guard,2,,
0000003E,62,00000007,00000017,23,00000000,00000000,00000000,00000000,00000000,00000000,0000003F,00000000,00000000,00000000,00000000,00000000,00000000,63,EEB3BD0F-BD40-4098-A4D7-AB5B67018827,Paretic Gunlance III,010FBE8C-7E25-4E2A-9170-9E0BEF450CE7,00000019,25,00000FA0,"4,000z",0000000E,5,00A0,160,0000,0,0000,0%,00000007,PARALYSIS,0000001F,31,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,0046,0046,006E,0000,0000,0000,0000,50,70,70,110,0,0,0,0032,4,0000,5,0000,6,0000,7,50,70,70,110,0,0,0,,,ECA9F3C0,NORMAL,49215280,1,F53436B0,00000000,00000000,00000000,0002,0000,0000,0000,Offensive Guard,2,,
0000003F,63,00000007,00000017,23,00000000,00000000,00000000,00000000,00000000,00000000,00000040,00000000,00000000,00000000,00000000,00000000,00000000,64,EC55111B-CC51-441D-AED0-90A4D36EF26C,Paretic Gunlance IV,6027B9FB-3888-47A8-AA38-1EAE98683B2E,0000001A,26,000036B0,"14,000z",0000000C,7,00BE,190,0000,0,0000,0%,00000007,PARALYSIS,00000025,37,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0032,0046,0046,005A,0046,0000,0000,0000,50,70,70,90,70,0,0,001E,5,0014,6,0000,7,0000,8,50,70,70,90,70,0,0,,,ECA9F3C0,NORMAL,49215280,1,F53436B0,00000000,00000000,00000000,0003,0000,0000,0000,Offensive Guard,3,,
00000040,64,00000007,00000017,23,00000000,00000000,00000000,00000000,00000000,00000000,00000041,00000000,00000000,00000000,00000000,00000000,00000000,65,A1CC5ECB-A2C7-455E-A4A6-B766CC23F7BE,Debilitating Torpor,CD0AC511-427C-46A5-B393-960649F1C485,0000001B,27,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,0000,0%,00000007,PARALYSIS,00000028,40,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,003C,0050,006E,0000,0000,0000,50,50,60,80,110,0,0,0000,5,0032,6,0000,7,0000,8,50,50,60,80,110,0,0,,,ECA9F3C0,NORMAL,49215280,1,F53436B0,00000000,00000000,00000000,0003,0000,0000,0000,Offensive Guard,3,,
00000041,65,00000007,000186A1,100001,00000000,00000000,00000000,00000000,00000000,00000000,00000042,00000000,00000000,00000000,00000000,00000000,00000000,66,F3372ED2-0ADB-4A1E-8FD6-0297996EED22,Artian Cannon I,24E35A5C-68E0-455A-9F2B-E9F94A358475,00000064,100,00000028,40z,0000000D,6,00AA,170,0000,0,0005,5%,00000000,-,0000001B,27,00000000,00000000,00000002,00000002,00000002,"2, 2, 2",0050,0028,003C,0050,0028,0000,0000,0000,80,40,60,80,40,0,0,0014,5,001E,6,0000,7,0000,8,80,40,60,80,40,0,0,,,ECA9F3C0,NORMAL,C4C4D080,2,00000000,00000000,00000000,00000000,0000,0000,0000,0000,,,,
00000042,66,00000007,000186A1,100001,00000000,00000000,00000000,00000000,00000000,00000000,00000043,00000000,00000000,00000000,00000000,00000000,00000000,67,EFB5A2C9-D8E8-4AE2-AB71-B6E370FACA6C,Artian Cannon II,E521C66E-023C-4C00-B064-B8AEB5E98184,00000065,101,00000064,100z,0000000C,7,00B4,180,0000,0,0005,5%,00000000,-,0000001B,27,00000000,00000000,00000002,00000002,00000002,"2, 2, 2",0050,0028,003C,0050,0046,0014,0000,0000,80,40,60,80,70,20,0,0032,6,0000,7,0000,8,0000,9,80,40,60,80,70,20,0,,,ECA9F3C0,NORMAL,C4C4D080,2,00000000,00000000,00000000,00000000,0000,0000,0000,0000,,,,
00000043,67,00000007,000186A1,100001,00000000,00000000,00000000,00000000,00000000,00000000,00000044,00000000,00000000,00000000,00000000,00000000,00000000,68,BC4623C0-DADB-4D72-842F-86E3D66B4AB6,Argenesis,2C8B0A68-14A5-49E0-9DEB-991506118FFB,00000066,102,000000C8,200z,0000000B,8,00BE,190,0000,0,0005,5%,00000000,-,00000020,32,00000000,00000000,00000003,00000003,00000003,"3, 3, 3",0050,0028,003C,0050,0046,0014,0000,0000,80,40,60,80,70,20,0,0032,6,0000,7,0000,8,0000,9,80,40,60,80,70,20,0,,,ECA9F3C0,NORMAL,C4C4D080,2,00000000,00000000,00000000,00000000,0000,0000,0000,0000,,,,
00000005,5,00000007,00000000,0,00000000,00000000,00000000,00000000,00000000,00000000,00000045,00000000,00000000,00000000,00000000,00000000,00000000,69,1E0145C4-83FD-41F0-A5BB-9EF6AD9A385D,Esperanza Gunlance,068F57E0-E2A3-4229-B4B5-A2D0E32596E6,00000005,5,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,003C,0032,003C,0028,005A,0000,0000,50,60,50,60,40,90,0,0032,6,0000,7,0000,8,0000,9,50,60,50,60,40,90,0,,,ECA9F3C0,NORMAL,C4C4D080,2,561FF780,830A1C00,00000000,00000000,0002,0002,0000,0000,Speed Sharpening,2,Critical Eye,2
0000003B,59,00000007,00000018,24,00000000,00000000,00000000,00000000,00000000,00000000,00000046,00000000,00000000,00000000,00000000,00000000,00000000,70,378B1B94-9257-4FAD-9410-4347BC8A0662,Lawful Bors,15074F1F-E5AA-4F3A-ABB9-DE5FFD9266F6,00000032,50,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000005,DRAGON,00000028,40,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,0032,0046,0046,003C,0000,0000,50,50,50,70,70,60,0,0032,6,0000,7,0000,8,0000,9,50,50,50,70,70,60,0,,,0C1DB680,LONG,C4C4D080,2,EDA9B920,00000000,00000000,00000000,0003,0000,0000,0000,Guard,3,,
