Index Raw,Index,Type Raw,Model ID Raw,Model ID,Custom Model ID Raw,DB ID Raw,LS ID Raw,Hammer ID Raw,HH ID Raw,Lance ID Raw,GL ID Raw,SA ID Raw,CA ID Raw,IG ID Raw,Bow ID Raw,HBG ID Raw,LBG ID Raw,ID,Name Raw,Name,Description Raw,Sort ID Raw,Sort ID,Price Raw,Price,Rarity Raw,Rarity,Attack Raw,Attack,Defense Raw,Defense,Affinity Raw,Affinity,Element 1 Raw,Attribute,Element 1 Value Raw,Attribute Value,Element 2 Raw,Element 2 Value Raw,Slot 1 Raw,Slot 2 Raw,Slot 3 Raw,Slots,Sharpness 0 Raw,Sharpness 1 Raw,Sharpness 2 Raw,Sharpness 3 Raw,Sharpness 4 Raw,Sharpness 5 Raw,Sharpness 6 Raw,Sharpness 7 Raw,Red Sharpness,Orange Sharpness,Yellow Sharpness,Green Sharpness,Blue Sharpness,White Sharpness,Purple Sharpness,Handicraft 0 Raw,Handicraft 0 Lv,Handicraft 1 Raw,Handicraft 1 Lv,Handicraft 2 Raw,Handicraft 2 Lv,Handicraft 3 Raw,Handicraft 3 Lv,Red Sharpness +1,Orange Sharpness +1,Yellow Sharpness +1,Green Sharpness +1,Blue Sharpness +1,White Sharpness +1,Purple Sharpness +1,Sharpness Bar,Sharpness Bar (Handicraft),Skill 0 Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 0 Lv Raw,Skill 1 Lv Raw,Skill 2 Lv Raw,Skill 3 Lv Raw,Skill 1,Skill 1 Lv,Skill 2,Skill 2 Lv
00000026,38,0000000A,000186A0,100000,00000000,00000000,00000000,00000025,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37,754C273A-082A-4187-B0DC-5D008478B9C0,Gibil Hammer,5C5FB6EC-2231-47B9-8C3A-0095F6C2011A,00000008,8,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000F,15%,00000001,FIRE,0000001E,30,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0096,0032,0028,0028,0014,0000,0000,50,150,50,40,40,20,0,0032,6,0000,7,0000,8,0000,9,50,150,50,40,40,20,0,,,52D79300,12B121E0,00000000,00000000,0001,0001,0000,0000,Master's Touch,1,Critical Element,1
00000027,39,0000000A,00000015,21,00000000,00000000,00000000,00000026,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,38,141ADA47-7C6A-48BA-97FE-A8B4BD691826,Jin Dhauda I,B4D6A86D-E3F9-429F-909E-52601585E081,0000000D,13,000036B0,"14,000z",0000000C,7,00BE,190,0000,0,0000,0%,00000003,ICE,0000002F,47,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0028,0028,0032,0064,006E,000A,0000,0000,40,40,50,100,110,10,0,0032,6,0000,7,0000,8,0000,9,40,40,50,100,110,10,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000028,40,0000000A,00000015,21,00000000,00000000,00000000,00000027,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,39,D9A2DCB3-4D79-485C-9FF8-28B9CB8DB458,Precipice Logamtu,40A2B572-1C6C-4ECA-A0A2-2C3364B0B348,0000000E,14,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,0000,0%,00000003,ICE,00000032,50,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,0028,0028,0050,0078,001E,0000,0000,40,40,40,80,120,30,0,0032,6,0000,7,0000,8,0000,9,40,40,40,80,120,30,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000029,41,0000000A,00000016,22,00000000,00000000,00000000,00000028,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40,EA53F525-7555-4C14-8191-B845C38797AD,Nihil Hammer I,A9B5270D-8F6E-4781-AF7D-FBE403D20441,0000002E,46,00000A28,"2,600z",0000000F,4,00A0,160,0000,0,0000,0%,00000002,WATER,00000010,16,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",0014,006E,003C,003C,0000,0000,0000,0000,20,110,60,60,0,0,0,0032,4,0000,5,0000,6,0000,7,20,110,60,60,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
0000002A,42,0000000A,00000016,22,00000000,00000000,00000000,00000029,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,41,DED6F27B-C036-453F-8951-A4F626F5BE6C,Nihil Hammer II,3FA4C760-C0EA-4868-9D06-D8BC02473331,0000002F,47,00002710,"10,000z",0000000D,6,00BE,190,0000,0,0000,0%,00000002,WATER,00000015,21,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0014,006E,0046,003C,0028,0000,0000,0000,20,110,70,60,40,0,0,0032,5,0000,6,0000,7,0000,8,20,110,70,60,40,0,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
0000002B,43,0000000A,00000016,22,00000000,00000000,00000000,0000002A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,42,5BC4E835-9762-453F-AE81-771621829DE8,Zaccio's Execution,EC5D2037-1B68-4EBD-8398-6B907ABDC0AD,00000030,48,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000002,WATER,00000019,25,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0014,006E,0032,0032,003C,003C,0000,0000,20,110,50,50,60,60,0,0032,6,0000,7,0000,8,0000,9,20,110,50,50,60,60,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
0000002C,44,0000000A,00000013,19,00000000,00000000,00000000,0000002B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43,1C1A62E3-85BB-46BD-8FE3-FDEFAF55AEA1,G. Veldian Malleus I,446EE4E4-7DF3-403A-B778-E501A1C895CD,0000001D,29,00000A28,"2,600z",0000000F,4,00AA,170,0000,0,FFF6,-10%,00000005,DRAGON,00000010,16,00000000,00000000,00000001,00000001,00000000,"1, 1, 0",0064,0028,005A,0014,0000,0000,0000,0000,100,40,90,20,0,0,0,0032,4,0000,5,0000,6,0000,7,100,40,90,20,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
0000002D,45,0000000A,00000013,19,00000000,00000000,00000000,0000002C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,44,5992B80A-59B9-4726-AF96-68B7FB1599A0,G. Veldian Malleus II,70A14040-A3DA-4F16-B64C-6E1238E390CB,0000001E,30,00002710,"10,000z",0000000D,6,00D2,210,0000,0,FFF6,-10%,00000005,DRAGON,00000015,21,00000000,00000000,00000002,00000002,00000000,"2, 2, 0",0064,0046,005A,0028,0000,0000,0000,0000,100,70,90,40,0,0,0,000A,4,0028,5,0000,6,0000,7,100,70,90,40,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
0000002E,46,0000000A,00000013,19,00000000,00000000,00000000,0000002D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,45,BBEE9EFB-6961-42E2-860D-A5A57B1855A4,G. Exultant Bedivere,3B7BC0E9-4343-4129-82D1-9E4FE0C56EA5,0000001F,31,00004E20,"20,000z",0000000B,8,00F0,240,0000,0,FFF6,-10%,00000005,DRAGON,00000019,25,00000000,00000000,00000003,00000003,00000001,"3, 3, 1",0064,0050,0032,0050,0028,0000,0000,0000,100,80,50,80,40,0,0,000A,5,0028,6,0000,7,0000,8,100,80,50,80,40,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
0000002F,47,0000000A,0000000D,13,00000000,00000000,00000000,0000002E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,46,CA22D02E-EBB8-48B0-9048-2A6E3EE240BA,Kut-Ku Pick I,038E6D28-C843-429B-B01B-B222428C6CCA,00000036,54,00000FA0,"4,000z",0000000E,5,00B4,180,0000,0,0000,0%,00000001,FIRE,00000029,41,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0064,0064,003C,0028,0000,0000,0000,0000,100,100,60,40,0,0,0,0014,4,001E,5,0000,6,0000,7,100,100,60,40,0,0,0,,,A8133D80,00000000,00000000,00000000,0002,0000,0000,0000,Charge Master,2,,
00000030,48,0000000A,0000000D,13,00000000,00000000,00000000,0000002F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,47,B3856E33-47A4-4B44-968E-D10403556CF9,Kut-Ku Pick II,C2D1E14E-403F-46DF-BB55-FC2496EEF938,00000037,55,000036B0,"14,000z",0000000C,7,00D2,210,0000,0,0000,0%,00000001,FIRE,0000002F,47,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0064,0078,0028,0046,0014,0000,0000,0000,100,120,40,70,20,0,0,0014,5,001E,6,0000,7,0000,8,100,120,40,70,20,0,0,,,A8133D80,00000000,00000000,00000000,0003,0000,0000,0000,Charge Master,3,,
00000031,49,0000000A,0000000D,13,00000000,00000000,00000000,00000030,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,48,C5AF5F97-C7D0-4CF4-A129-A241436BD413,Kut-Ku Thwap,70D852D5-ED9D-4417-9387-A4460D288F0B,00000038,56,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000001,FIRE,00000032,50,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",006E,0078,001E,003C,001E,0000,0000,0000,110,120,30,60,30,0,0,000A,5,0028,6,0000,7,0000,8,110,120,30,60,30,0,0,,,A8133D80,00000000,00000000,00000000,0003,0000,0000,0000,Charge Master,3,,
00000032,50,0000000A,0000000E,14,00000000,00000000,00000000,00000031,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,49,7F3A2A7C-4B1B-4370-94A1-07A90A6FDB5D,Venom Monster I,CE387793-FC1A-4E6D-83AF-93B4A123CB0A,0000003D,61,00000FA0,"4,000z",0000000E,5,00B4,180,0000,0,0000,0%,00000006,POISON,0000001F,31,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",005A,0032,006E,0032,0000,0000,0000,0000,90,50,110,50,0,0,0,0032,4,0000,5,0000,6,0000,7,90,50,110,50,0,0,0,,,28EBAB40,150C1B20,00000000,00000000,0001,0001,0000,0000,Critical Draw,1,Charge Up,1
00000033,51,0000000A,0000000E,14,00000000,00000000,00000000,00000032,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,50,4C6FE665-28ED-4149-A591-F9938C8F3E40,Venom Monster II,60BBB1FA-B675-420E-867E-6323BBBEDDCA,0000003E,62,00002710,"10,000z",0000000D,6,00C8,200,0000,0,0000,0%,00000006,POISON,00000022,34,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",005A,0032,0050,003C,0014,0000,0000,0000,90,50,80,60,20,0,0,0032,5,0000,6,0000,7,0000,8,90,50,80,60,20,0,0,,,28EBAB40,150C1B20,00000000,00000000,0002,0001,0000,0000,Critical Draw,2,Charge Up,1
00000034,52,0000000A,0000000E,14,00000000,00000000,00000000,00000033,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,51,9258ABDF-DAB1-445D-A675-97D36488AC2F,Death Venom Hammer,C1FBA610-9C17-49E0-8D80-4ECC12BA442A,0000003F,63,00004E20,"20,000z",0000000B,8,00E6,230,0000,0,0000,0%,00000006,POISON,00000028,40,00000000,00000000,00000003,00000003,00000001,"3, 3, 1",005A,0032,006E,003C,0028,0000,0000,0000,90,50,110,60,40,0,0,0032,5,0000,6,0000,7,0000,8,90,50,110,60,40,0,0,,,28EBAB40,150C1B20,00000000,00000000,0003,0001,0000,0000,Critical Draw,3,Charge Up,1
00000035,53,0000000A,000186A1,100001,00000000,00000000,00000000,00000034,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,52,2F67A0BE-2478-4F3B-A709-35E23FB0DE2B,Crashing Fulgur I,CFFD3857-070F-4B9E-A706-BBC3FB38A63D,00000040,64,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000F,15%,00000004,THUNDER,00000027,39,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0028,0064,0078,0028,0000,0000,0000,0000,40,100,120,40,0,0,0,000A,4,0028,5,0000,6,0000,7,40,100,120,40,0,0,0,,,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
00000036,54,0000000A,000186A1,100001,00000000,00000000,00000000,00000035,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,53,67D543DB-00CB-4056-AA5C-07DBF04185ED,Fulgurhammer Guardiana,D2E5F9E0-5E85-4E29-9427-16197ED93812,00000041,65,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000F,15%,00000004,THUNDER,0000002D,45,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,005A,0078,003C,0028,0000,0000,0000,40,90,120,60,40,0,0,0000,5,0032,6,0000,7,0000,8,40,90,120,60,40,0,0,,,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
00000037,55,0000000A,00000011,17,00000000,00000000,00000000,00000036,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,54,B2436BC4-D0C5-407D-AB5C-C4FF38CA56AA,Blan Gada I,48305434-8500-4A20-AE1D-667EEB779393,00000042,66,00002710,"10,000z",0000000D,6,00C8,200,0000,0,FFF6,-10%,00000003,ICE,00000015,21,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,001E,006E,0050,001E,0000,0000,0000,50,30,110,80,30,0,0,0032,5,0000,6,0000,7,0000,8,50,30,110,80,30,0,0,,,CABFAFC0,00000000,00000000,00000000,0003,0000,0000,0000,Slugger,3,,
00000038,56,0000000A,00000011,17,00000000,00000000,00000000,00000037,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,55,23DB30D5-C3B7-4F8A-9B11-B518C5C62777,Singha Gada,0D33C35C-1413-4828-B248-6029324A85BE,00000043,67,00004E20,"20,000z",0000000B,8,00E6,230,0000,0,FFF6,-10%,00000003,ICE,00000019,25,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,001E,006E,0050,0032,001E,0000,0000,50,30,110,80,50,30,0,0032,6,0000,7,0000,8,0000,9,50,30,110,80,50,30,0,,,CABFAFC0,00000000,00000000,00000000,0003,0000,0000,0000,Slugger,3,,
00000039,57,0000000A,00000010,16,00000000,00000000,00000000,00000038,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,56,565B9D32-4382-44AF-A709-77D6480F4087,Shell Hammer I,7BC80BF3-832F-4D5A-8477-4E0462C5277F,00000044,68,00002710,"10,000z",0000000D,6,00D2,210,001E,30,FFEC,-20%,00000009,BLAST,00000022,34,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",006E,0046,0050,0028,0000,0000,0000,0000,110,70,80,40,0,0,0,001E,4,0014,5,0000,6,0000,7,110,70,80,40,0,0,0,,,A8133D80,00000000,00000000,00000000,0003,0000,0000,0000,Charge Master,3,,
0000003A,58,0000000A,0000001A,26,00000000,00000000,00000000,00000039,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,57,9F235263-00A0-45C8-984F-ED917EF916C1,Graviton Hammer,9F02CC35-6621-4FEE-965F-9679B77E0086,00000045,69,00004E20,"20,000z",0000000B,8,00FA,250,001E,30,FFEC,-20%,00000009,BLAST,00000028,40,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0064,0046,0046,0046,0028,0000,0000,0000,100,70,70,70,40,0,0,0032,5,0000,6,0000,7,0000,8,100,70,70,70,40,0,0,,,A8133D80,00000000,00000000,00000000,0003,0000,0000,0000,Charge Master,3,,
0000003B,59,0000000A,00000008,8,00000000,00000000,00000000,0000003C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,60,46FA02BB-A8DB-417C-B263-682979758A6A,Red Bludgeon I,14F453C8-F734-4B52-A9C3-0D413ED148EE,00000039,57,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000A,10%,00000001,FIRE,00000022,34,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0064,0046,0032,0028,0028,0000,0000,0000,100,70,50,40,40,0,0,0032,5,0000,6,0000,7,0000,8,100,70,50,40,40,0,0,,,A02B7A00,00000000,00000000,00000000,0003,0000,0000,0000,Critical Boost,3,,
0000003C,60,0000000A,00000008,8,00000000,00000000,00000000,0000003D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,61,1167C01E-DACA-4B3F-875D-E0896B02C620,Huracan Hammer,54CC4964-959C-4719-A322-2F7C41486F0D,0000003A,58,00004E20,"20,000z",0000000B,8,00C8,200,0000,0,000A,10%,00000001,FIRE,00000028,40,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0064,0046,0032,0028,003C,001E,0000,0000,100,70,50,40,60,30,0,0032,6,0000,7,0000,8,0000,9,100,70,50,40,60,30,0,,,A02B7A00,00000000,00000000,00000000,0003,0000,0000,0000,Critical Boost,3,,
0000003D,61,0000000A,00000009,9,00000000,00000000,00000000,0000003E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,62,CC936E64-47C0-4163-8AFD-075E4F4C2798,Wuchtblick I,174D6800-EE91-4D39-9512-8D8EC3E39374,0000003B,59,000036B0,"14,000z",0000000C,7,00B4,180,0000,0,0014,20%,00000005,DRAGON,0000001B,27,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0032,0046,0050,0046,0032,001E,0000,0000,50,70,80,70,50,30,0,0032,6,0000,7,0000,8,0000,9,50,70,80,70,50,30,0,,,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
0000003E,62,0000000A,00000009,9,00000000,00000000,00000000,0000003F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,63,2F08BDA1-6B2F-4161-A898-754759BE079C,Grimmblick,264A225D-E481-48C4-B795-E14F307D19DB,0000003C,60,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,0014,20%,00000005,DRAGON,0000001E,30,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,0050,003C,0032,003C,0000,0000,50,50,80,60,50,60,0,0032,6,0000,7,0000,8,0000,9,50,50,80,60,50,60,0,,,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
0000003F,63,0000000A,00000019,25,00000000,00000000,00000000,00000040,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,64,D6AF918A-8E05-467C-B7CD-1C5D65B993DB,Veldian Malleus I,D9792010-6F5C-4080-9B36-9CC06B0CCAFB,00000020,32,000036B0,"14,000z",0000000C,7,00C8,200,0000,0,0000,0%,00000005,DRAGON,00000020,32,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0032,0032,0032,0050,0064,0014,0000,0000,50,50,50,80,100,20,0,0032,6,0000,7,0000,8,0000,9,50,50,50,80,100,20,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000041,65,0000000A,00000004,4,00000000,00000000,00000000,00000041,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,65,C268FBD1-E4E4-4494-8622-C16CEDB31B9A,Jail Hammer I,2C149DFB-BDDC-4BB9-811D-AE8D13DA8829,00000013,19,000001F4,500z,00000012,1,0064,100,0000,0,0000,0%,00000007,PARALYSIS,0000000F,15,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",003C,003C,0032,001E,0000,0000,0000,0000,60,60,50,30,0,0,0,0032,4,0000,5,0000,6,0000,7,60,60,50,30,0,0,0,,,68D30B80,00000000,00000000,00000000,0001,0000,0000,0000,Stamina Thief,1,,
00000042,66,0000000A,00000004,4,00000000,00000000,00000000,00000042,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,66,0EC7A5EC-41ED-4184-9575-C82951CD4556,Jail Hammer II,395E159E-FCF9-4576-914B-784D673237AB,00000014,20,000005DC,"1,500z",00000010,3,008C,140,0000,0,0000,0%,00000007,PARALYSIS,00000011,17,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0046,003C,003C,003C,0000,0000,0000,0000,70,60,60,60,0,0,0,0032,4,0000,5,0000,6,0000,7,70,60,60,60,0,0,0,,,68D30B80,00000000,00000000,00000000,0002,0000,0000,0000,Stamina Thief,2,,
00000043,67,0000000A,00000004,4,00000000,00000000,00000000,00000043,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,67,97DBA991-31BF-4345-9256-CE29223B8F0F,Jail Hammer III,4A40184C-1A21-4044-87D8-D67BD7789FEE,00000015,21,00000FA0,"4,000z",0000000E,5,00AA,170,0000,0,0000,0%,00000007,PARALYSIS,00000014,20,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0046,0046,0046,003C,001E,0000,0000,0000,70,70,70,60,30,0,0,0032,5,0000,6,0000,7,0000,8,70,70,70,60,30,0,0,,,68D30B80,00000000,00000000,00000000,0002,0000,0000,0000,Stamina Thief,2,,
00000044,68,0000000A,00000004,4,00000000,00000000,00000000,00000044,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,68,C6FAB002-0E82-4888-97B5-29B0F53890B9,Jail Hammer IV,B90E2532-0C49-4272-B6C5-A69488413D3F,00000016,22,000036B0,"14,000z",0000000C,7,00C8,200,0000,0,0000,0%,00000007,PARALYSIS,00000016,22,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0046,0046,003C,003C,003C,001E,0000,0000,70,70,60,60,60,30,0,0032,6,0000,7,0000,8,0000,9,70,70,60,60,60,30,0,,,68D30B80,00000000,00000000,00000000,0003,0000,0000,0000,Stamina Thief,3,,
00000045,69,0000000A,00000004,4,00000000,00000000,00000000,00000045,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,69,9FC1C097-3D95-417E-B773-D0B1C8A91E80,Binder Mace,D75E6884-7ED6-4279-9834-7B0841B1495B,00000017,23,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000007,PARALYSIS,00000019,25,00000000,00000000,00000003,00000003,00000001,"3, 3, 1",003C,003C,003C,003C,003C,0032,0000,0000,60,60,60,60,60,50,0,0032,6,0000,7,0000,8,0000,9,60,60,60,60,60,50,0,,,68D30B80,00000000,00000000,00000000,0003,0000,0000,0000,Stamina Thief,3,,
00000046,70,0000000A,000186A2,100002,00000000,00000000,00000000,00000046,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,70,85FCC7B6-B47D-444B-9179-A7D2CE98D591,Artian Hammer I,41A4C08F-A192-43FB-BF0D-A2F239288ADC,00000064,100,00000028,40z,0000000D,6,00AA,170,0000,0,0005,5%,00000000,-,0000001B,27,00000000,00000000,00000002,00000002,00000002,"2, 2, 2",0050,0028,003C,0050,0028,0000,0000,0000,80,40,60,80,40,0,0,0014,5,001E,6,0000,7,0000,8,80,40,60,80,40,0,0,,,00000000,00000000,00000000,00000000,0000,0000,0000,0000,,,,
00000047,71,0000000A,000186A2,100002,00000000,00000000,00000000,00000047,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,71,FFE012D6-686E-4083-A34D-D3B1B995EF9B,Artian Hammer II,A4273646-2032-4266-976C-24FA5422A19C,00000065,101,00000064,100z,0000000C,7,00B4,180,0000,0,0005,5%,00000000,-,0000001B,27,00000000,00000000,00000002,00000002,00000002,"2, 2, 2",0050,0028,003C,0050,0046,0014,0000,0000,80,40,60,80,70,20,0,0032,6,0000,7,0000,8,0000,9,80,40,60,80,70,20,0,,,00000000,00000000,00000000,00000000,0000,0000,0000,0000,,,,
00000048,72,0000000A,000186A2,100002,00000000,00000000,00000000,00000048,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,72,0B259BD3-6E20-4DE4-BCA6-D83B7148D825,Moteurvankel,9BD2A5A9-D5D1-4522-B02C-A124C5A89191,00000066,102,000000C8,200z,0000000B,8,00BE,190,0000,0,0005,5%,00000000,-,00000020,32,00000000,00000000,00000003,00000003,00000003,"3, 3, 3",0050,0028,003C,0050,0046,0014,0000,0000,80,40,60,80,70,20,0,0032,6,0000,7,0000,8,0000,9,80,40,60,80,70,20,0,,,00000000,00000000,00000000,00000000,0000,0000,0000,0000,,,,
00000005,5,0000000A,00000002,2,00000000,00000000,00000000,00000049,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,73,590B8EA6-19D3-4BA0-A6A0-F4D852D4AFD7,Esperanza Hammer,0C96D0B3-6505-4BBC-B657-5A8530180363,00000005,5,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,003C,0046,003C,0028,0046,0000,0000,50,60,70,60,40,70,0,0032,6,0000,7,0000,8,0000,9,50,60,70,60,40,70,0,,,561FF780,830A1C00,00000000,00000000,0002,0002,0000,0000,Speed Sharpening,2,Critical Eye,2
00000013,19,0000000A,00000001,1,00000000,00000000,00000000,0000004A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,74,F3FE4513-4E28-46AE-B1B7-F20E230B9ECA,Shrouded Aghaturi,759BCE83-A69D-4B0F-9A70-1555C9091C45,0000001C,28,00004E20,"20,000z",0000000B,8,00E6,230,000F,15,0000,0%,00000000,-,00000000,0,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",003C,001E,0064,005A,0046,0000,0000,0000,60,30,100,90,70,0,0,000A,5,0028,6,0000,7,0000,8,60,30,100,90,70,0,0,,,150C1B20,68D30B80,00000000,00000000,0001,0003,0000,0000,Charge Up,1,Stamina Thief,3
00000040,64,0000000A,00000019,25,00000000,00000000,00000000,0000004B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,75,4EE2009F-C251-430A-A330-F2F367D52294,Exultant Bedivere,933D23D8-FF6B-4225-930E-8B49D91C83BD,00000021,33,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000005,DRAGON,00000023,35,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,0032,0046,005A,0028,0000,0000,50,50,50,70,90,40,0,0032,6,0000,7,0000,8,0000,9,50,50,50,70,90,40,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
