Index Raw,Index,Type Raw,Model ID Raw,Model ID,Custom Model ID Raw,DB ID Raw,LS ID Raw,Hammer ID Raw,HH ID Raw,Lance ID Raw,GL ID Raw,SA ID Raw,CA ID Raw,IG ID Raw,Bow ID Raw,HBG ID Raw,LBG ID Raw,ID,Name Raw,Name,Description Raw,Sort ID Raw,Sort ID,Price Raw,Price,Rarity Raw,Rarity,Attack Raw,Attack,Defense Raw,Defense,Affinity Raw,Affinity,Element 1 Raw,Attribute,Element 1 Value Raw,Attribute Value,Element 2 Raw,Element 2 Value Raw,Slot 1 Raw,Slot 2 Raw,Slot 3 Raw,Slots,Sharpness 0 Raw,Sharpness 1 Raw,Sharpness 2 Raw,Sharpness 3 Raw,Sharpness 4 Raw,Sharpness 5 Raw,Sharpness 6 Raw,Sharpness 7 Raw,Red Sharpness,Orange Sharpness,Yellow Sharpness,Green Sharpness,Blue Sharpness,White Sharpness,Purple Sharpness,Handicraft 0 Raw,Handicraft 0 Lv,Handicraft 1 Raw,Handicraft 1 Lv,Handicraft 2 Raw,Handicraft 2 Lv,Handicraft 3 Raw,Handicraft 3 Lv,Red Sharpness +1,Orange Sharpness +1,Yellow Sharpness +1,Green Sharpness +1,Blue Sharpness +1,White Sharpness +1,Purple Sharpness +1,Sharpness Bar,Sharpness Bar (Handicraft),Skill 0 Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 0 Lv Raw,Skill 1 Lv Raw,Skill 2 Lv Raw,Skill 3 Lv Raw,Skill 1,Skill 1 Lv,Skill 2,Skill 2 Lv
00000026,38,0000000C,0000000D,13,00000000,00000025,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37,C2C47335-FDAB-4D08-B7F4-8CE6C5153672,Ajara-Panthaka,32246575-CD95-4709-9E10-7B9ED33F795B,00000028,40,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000A,10%,00000009,BLAST,0000000F,15,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,0032,005A,0028,0046,0000,0000,50,50,50,90,40,70,0,0032,6,0000,7,0000,8,0000,9,50,50,50,90,40,70,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
00000027,39,0000000C,000186A2,100002,00000000,00000026,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,38,0D8C235D-6DAD-4D60-94A3-ECC78A624806,Dosha Guardflayers I,731DCD3E-0F25-4796-88A6-75313D1747F9,00000032,50,00000A28,"2,600z",0000000F,4,00B4,180,0000,0,FFF1,-15%,00000000,-,00000000,0,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",000A,0046,0078,0032,0000,0000,0000,0000,10,70,120,50,0,0,0,0032,4,0000,5,0000,6,0000,7,10,70,120,50,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
00000028,40,0000000C,000186A2,100002,00000000,00000027,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,39,50521DD5-5E83-4CB9-AA56-47BC1D2169BA,Dosha Guardflayers II,7728DD13-4E22-4889-8AAF-6E0952DD9013,00000033,51,00002710,"10,000z",0000000D,6,00DC,220,0000,0,FFF1,-15%,00000000,-,00000000,0,00000000,00000000,00000002,00000002,00000000,"2, 2, 0",0028,0050,006E,0046,0000,0000,0000,0000,40,80,110,70,0,0,0,0032,4,0000,5,0000,6,0000,7,40,80,110,70,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
00000029,41,0000000C,000186A2,100002,00000000,00000028,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40,C5E7CE85-E28B-4C58-9D55-CB98E8EE16B2,Guardflayers Urbastra,4F984B9A-7E1B-4E3C-BE3D-885D5B6620F0,00000034,52,00004E20,"20,000z",0000000B,8,00FA,250,0000,0,FFF1,-15%,00000000,-,00000000,0,00000000,00000000,00000003,00000003,00000001,"3, 3, 1",001E,003C,0064,005A,0046,0000,0000,0000,30,60,100,90,70,0,0,000A,5,0028,6,0000,7,0000,8,30,60,100,90,70,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
0000002A,42,0000000C,000186A0,100000,00000000,00000029,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,41,E7A19831-968F-4908-BD46-A4204DF147CF,Twin Albiraths I,47550A64-E5C8-4934-B211-2033A714EDB2,00000006,6,00000A28,"2,600z",0000000F,4,00A0,160,0000,0,000F,15%,00000001,FIRE,00000009,9,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",0032,005A,0032,003C,0000,0000,0000,0000,50,90,50,60,0,0,0,0032,4,0000,5,0000,6,0000,7,50,90,50,60,0,0,0,,,52D79300,12B121E0,00000000,00000000,0001,0001,0000,0000,Master's Touch,1,Critical Element,1
0000002B,43,0000000C,000186A0,100000,00000000,0000002A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,42,3B39771B-E631-4618-9E23-52AA28991564,Twin Albiraths II,DD418F4B-AE93-4133-B2EB-09E1E3F832BE,00000007,7,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000F,15%,00000001,FIRE,0000000C,12,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,0064,0032,0028,003C,0000,0000,0000,50,100,50,40,60,0,0,0014,5,001E,6,0000,7,0000,8,50,100,50,40,60,0,0,,,52D79300,12B121E0,00000000,00000000,0001,0001,0000,0000,Master's Touch,1,Critical Element,1
0000002C,44,0000000C,000186A0,100000,00000000,0000002B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43,EE2902A2-C4D2-47B4-9BF6-1858BFC2887B,Wyvern Sentinels,F10C1BF7-5375-453F-B308-CCB748B23D88,00000008,8,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000F,15%,00000001,FIRE,0000000F,15,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0082,0032,0032,0028,001E,0000,0000,50,130,50,50,40,30,0,0032,6,0000,7,0000,8,0000,9,50,130,50,50,40,30,0,,,52D79300,12B121E0,00000000,00000000,0001,0001,0000,0000,Master's Touch,1,Critical Element,1
0000002D,45,0000000C,00000017,23,00000000,0000002C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,44,20D387EE-1894-4DDB-89A9-B82C05A1E2A0,Jin Dhakoo I,179818BA-46B4-4D71-9BFA-EA640190CECA,00000010,16,000036B0,"14,000z",0000000C,7,00BE,190,0000,0,0000,0%,00000003,ICE,0000001B,27,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0028,0028,0014,0064,006E,0028,0000,0000,40,40,20,100,110,40,0,0032,6,0000,7,0000,8,0000,9,40,40,20,100,110,40,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
0000002E,46,0000000C,00000017,23,00000000,0000002D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,45,1C8056DD-0C5D-4625-9EC5-7C5F234E743F,Precipice Ulokiem,CFB32CAC-D633-4A80-B98B-A4696B848C1C,00000011,17,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,0000,0%,00000003,ICE,0000001E,30,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,0028,000A,0050,0078,003C,0000,0000,40,40,10,80,120,60,0,0032,6,0000,7,0000,8,0000,9,40,40,10,80,120,60,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
0000002F,47,0000000C,000186A1,100001,00000000,0000002E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,46,95E642E3-88E1-4082-9CD7-AD5A74616962,Chthonian Kusarigamas I,03F55AB4-A763-4FFE-84D3-592C1EC055F1,00000012,18,00000A28,"2,600z",0000000F,4,008C,140,0000,0,000A,10%,00000005,DRAGON,0000000E,14,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",0032,0032,003C,005A,0000,0000,0000,0000,50,50,60,90,0,0,0,0032,4,0000,5,0000,6,0000,7,50,50,60,90,0,0,0,,,2932DD00,00000000,00000000,00000000,0002,0000,0000,0000,Power Prolonger,2,,
00000030,48,0000000C,000186A1,100001,00000000,0000002F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,47,6C926DAF-7765-422B-A060-1CD88BCBB6C7,Chthonian Kusarigamas II,6784D9C9-0838-422A-AA9F-DFB209C43D2E,00000013,19,00002710,"10,000z",0000000D,6,00AA,170,0000,0,000A,10%,00000005,DRAGON,00000011,17,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,0032,0032,0050,0046,0000,0000,0000,50,50,50,80,70,0,0,0032,5,0000,6,0000,7,0000,8,50,50,50,80,70,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
00000031,49,0000000C,000186A1,100001,00000000,00000030,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,48,98EDC475-416F-4000-A5E1-F21ECA3F051E,Bequeathed Oblivion,55D20582-CC77-4596-9C4C-A6804B0B9213,00000014,20,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000A,10%,00000005,DRAGON,00000014,20,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,003C,0050,0064,003C,0000,0000,50,50,60,80,100,60,0,0000,6,0000,7,0000,8,0000,9,50,50,60,80,100,60,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
00000032,50,0000000C,00000015,21,00000000,00000031,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,49,C24859EA-27EC-417A-8149-DBC3A4AEC115,G. Veldian Harpes I,48973266-3EC6-4CA4-9AF6-785F6492A299,0000002D,45,00000A28,"2,600z",0000000F,4,00AA,170,0000,0,FFF6,-10%,00000005,DRAGON,00000009,9,00000000,00000000,00000001,00000001,00000000,"1, 1, 0",0064,000A,005A,0032,0000,0000,0000,0000,100,10,90,50,0,0,0,0032,4,0000,5,0000,6,0000,7,100,10,90,50,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
00000033,51,0000000C,00000015,21,00000000,00000032,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,50,F962D278-80D6-415D-B2D1-BB05C75B4F74,G. Veldian Harpes II,34AE8DD2-511D-4B22-B014-EA7738E36C9D,0000002E,46,00002710,"10,000z",0000000D,6,00D2,210,0000,0,FFF6,-10%,00000005,DRAGON,0000000C,12,00000000,00000000,00000002,00000002,00000000,"2, 2, 0",0064,0028,005A,0046,0000,0000,0000,0000,100,40,90,70,0,0,0,000A,4,0028,5,0000,6,0000,7,100,40,90,70,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
00000034,52,0000000C,00000015,21,00000000,00000033,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,51,C9B311A1-B2CE-4DA5-BB6A-D26DB6A88F97,G. Inspired Ywain,87365E54-9EAF-49A4-A549-74B2D722E8A5,0000002F,47,00004E20,"20,000z",0000000B,8,00F0,240,0000,0,FFF6,-10%,00000005,DRAGON,0000000F,15,00000000,00000000,00000003,00000003,00000001,"3, 3, 1",0064,0032,0032,0050,0046,0000,0000,0000,100,50,50,80,70,0,0,000A,5,0028,6,0000,7,0000,8,100,50,50,80,70,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
00000035,53,0000000C,0000000F,15,00000000,00000034,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,52,6DD4AA24-7965-4518-BA1E-082E68E31C15,Kut-Ku Pair I,A5E3D222-30A8-40E7-B5F5-75B63E874A3C,0000003A,58,00000FA0,"4,000z",0000000E,5,00B4,180,0000,0,0000,0%,00000001,FIRE,00000012,18,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",005A,005A,0032,0046,0000,0000,0000,0000,90,90,50,70,0,0,0,0014,4,001E,5,0000,6,0000,7,90,90,50,70,0,0,0,,,2932DD00,00000000,00000000,00000000,0002,0000,0000,0000,Power Prolonger,2,,
00000036,54,0000000C,0000000F,15,00000000,00000035,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,53,0E122E1B-544F-4842-AAED-98172D178246,Kut-Ku Pair II,81784EDF-D025-4426-A63D-8DE3372D19D1,0000003B,59,000036B0,"14,000z",0000000C,7,00D2,210,0000,0,0000,0%,00000001,FIRE,00000016,22,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0064,0064,001E,0046,0032,0000,0000,0000,100,100,30,70,50,0,0,0014,5,001E,6,0000,7,0000,8,100,100,30,70,50,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
00000037,55,0000000C,0000000F,15,00000000,00000036,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,54,BD65077D-7722-4BFE-B1DA-31F37970FA0B,Dual Kut-Ku,B4D27BDE-4E7D-4BB0-9095-579426BB4A6F,0000003C,60,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000001,FIRE,00000019,25,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0064,006E,0014,003C,003C,0000,0000,0000,100,110,20,60,60,0,0,000A,5,0028,6,0000,7,0000,8,100,110,20,60,60,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
00000038,56,0000000C,00000010,16,00000000,00000037,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,55,D173600C-399F-4E1B-AC61-F33A60080867,Dual Battleaxes I,C2511BF1-9B2C-4F3F-B476-ACBFC6A0A067,00000041,65,00000FA0,"4,000z",0000000E,5,00B4,180,0000,0,0000,0%,00000006,POISON,0000000E,14,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",005A,0028,005A,0050,0000,0000,0000,0000,90,40,90,80,0,0,0,0032,4,0000,5,0000,6,0000,7,90,40,90,80,0,0,0,,,2932DD00,00000000,00000000,00000000,0002,0000,0000,0000,Power Prolonger,2,,
00000039,57,0000000C,00000010,16,00000000,00000038,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,56,A6673D5D-64D8-4588-AFCC-8A5A616C0527,Dual Battleaxes II,0127FF83-43FD-4822-B2DB-310C85CA2568,00000042,66,00002710,"10,000z",0000000D,6,00C8,200,0000,0,0000,0%,00000006,POISON,00000011,17,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",005A,0032,003C,0032,0032,0000,0000,0000,90,50,60,50,50,0,0,0032,5,0000,6,0000,7,0000,8,90,50,60,50,50,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
0000003A,58,0000000C,00000010,16,00000000,00000039,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,57,C2052911-6F9B-4272-A09E-77854D568C19,Final Battleaxes,87A7160F-CC64-49A4-8D51-83FDF123E932,00000043,67,00004E20,"20,000z",0000000B,8,00E6,230,0000,0,0000,0%,00000006,POISON,00000014,20,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",005A,0032,005A,0032,0046,0000,0000,0000,90,50,90,50,70,0,0,0032,5,0000,6,0000,7,0000,8,90,50,90,50,70,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
0000003B,59,0000000C,000186A3,100003,00000000,0000003A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,58,9326060B-B725-42E9-888A-579A696F590D,Whirling Fulgur I,0C15707B-C7F2-442A-97DF-850D516B5054,00000044,68,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000F,15%,00000004,THUNDER,00000010,16,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0028,0064,005A,0046,0000,0000,0000,0000,40,100,90,70,0,0,0,000A,4,0028,5,0000,6,0000,7,40,100,90,70,0,0,0,,,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
0000003C,60,0000000C,000186A3,100003,00000000,0000003B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,59,B5B852D9-749C-4E6B-ADBE-7450C36EAA51,Fulgurtwins Guardiana,52A2C9D9-7CCC-45D8-958F-5A06B7A4FFC6,00000045,69,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000F,15%,00000004,THUNDER,00000014,20,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,005A,0078,001E,0046,0000,0000,0000,40,90,120,30,70,0,0,0000,5,0032,6,0000,7,0000,8,40,90,120,30,70,0,0,,,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
0000003D,61,0000000C,00000013,19,00000000,0000003C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,60,0FCE12AF-50AD-4421-8377-17696603EEF2,Blango Sai I,8F482D2B-D772-4C89-9253-52195937792A,00000046,70,00002710,"10,000z",0000000D,6,00C8,200,0000,0,FFF6,-10%,00000003,ICE,0000000B,11,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,001E,0050,0050,003C,0000,0000,0000,50,30,80,80,60,0,0,0032,5,0000,6,0000,7,0000,8,50,30,80,80,60,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
0000003E,62,0000000C,00000013,19,00000000,0000003D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,61,47CB1BF0-87C9-43B0-9B21-89D7C8A53B00,Blango Trishula,D5889C05-CC63-4234-8688-70648B3A55C1,00000047,71,00004E20,"20,000z",0000000B,8,00E6,230,0000,0,FFF6,-10%,00000003,ICE,0000000F,15,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,001E,0050,0050,0032,003C,0000,0000,50,30,80,80,50,60,0,0032,6,0000,7,0000,8,0000,9,50,30,80,80,50,60,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
0000003F,63,0000000C,00000012,18,00000000,0000003E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,62,383E08A1-EA95-42F1-9675-170F3F712752,Gravios Warmakers I,3E9EF445-371A-4A2C-8051-A55462D45170,00000048,72,00002710,"10,000z",0000000D,6,00D2,210,001E,30,FFF1,-15%,00000009,BLAST,00000011,17,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0050,0046,0050,0046,0000,0000,0000,0000,80,70,80,70,0,0,0,001E,4,0014,5,0000,6,0000,7,80,70,80,70,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000040,64,0000000C,00000012,18,00000000,0000003F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,63,5ACB80B0-33FE-4D9C-8618-09847C8A2154,Gravios Conquerors,CAD00F7B-55CA-4722-9857-07B59D1B9DAA,00000049,73,00004E20,"20,000z",0000000B,8,00F0,240,001E,30,FFF1,-15%,00000009,BLAST,00000014,20,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0046,0046,0046,0046,0046,0000,0000,0000,70,70,70,70,70,0,0,0032,5,0000,6,0000,7,0000,8,70,70,70,70,70,0,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000041,65,0000000C,0000000B,11,00000000,00000042,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,66,F5FA3559-8F00-45C8-9079-7A230BF12B1C,Twin Flames I,02199346-B090-454F-8A7E-0BA90D864E6A,0000003D,61,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000A,10%,00000001,FIRE,00000010,16,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0064,0046,001E,001E,0046,0000,0000,0000,100,70,30,30,70,0,0,0032,5,0000,6,0000,7,0000,8,100,70,30,30,70,0,0,,,A02B7A00,00000000,00000000,00000000,0003,0000,0000,0000,Critical Boost,3,,
00000042,66,0000000C,0000000B,11,00000000,00000043,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,67,4AF92E3F-186D-4FBB-A830-26C5745FAEB0,Wyvern Lovers,6E8EC035-506B-44D6-9AF5-10910D89332F,0000003E,62,00004E20,"20,000z",0000000B,8,00C8,200,0000,0,000A,10%,00000001,FIRE,00000014,20,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0064,0046,0032,0028,001E,003C,0000,0000,100,70,50,40,30,60,0,0032,6,0000,7,0000,8,0000,9,100,70,50,40,30,60,0,,,A02B7A00,00000000,00000000,00000000,0003,0000,0000,0000,Critical Boost,3,,
00000043,67,0000000C,0000000C,12,00000000,00000044,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,68,D1E045D5-477F-49DE-A3D0-7D64EEFD62A0,Fledderklauen I,E529BA3F-2571-4003-BE0A-F3A6644F8A7D,0000003F,63,000036B0,"14,000z",0000000C,7,00B4,180,0000,0,0014,20%,00000005,DRAGON,0000000C,12,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0032,0046,0050,0032,0028,003C,0000,0000,50,70,80,50,40,60,0,0032,6,0000,7,0000,8,0000,9,50,70,80,50,40,60,0,,,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
00000044,68,0000000C,0000000C,12,00000000,00000045,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,69,D40227D1-C367-4D76-A8B0-8FCB6CA13BC5,Hungerklauen,535ADCBE-9BAA-4A26-8508-7C6ABF462A6B,00000040,64,00004E20,"20,000z",0000000B,8,00C8,200,0000,0,0014,20%,00000005,DRAGON,0000000F,15,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,0050,0028,0028,005A,0000,0000,50,50,80,40,40,90,0,0032,6,0000,7,0000,8,0000,9,50,50,80,40,40,90,0,,,12B121E0,00000000,00000000,00000000,0003,0000,0000,0000,Critical Element,3,,
00000045,69,0000000C,0000001A,26,00000000,00000046,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,70,F161B3BA-27F7-4FB1-9EFD-682C122AD394,Veldian Harpes I,FF29120C-ECCA-4C0F-BCAC-901422AA5375,00000030,48,000036B0,"14,000z",0000000C,7,00C8,200,0000,0,0000,0%,00000005,DRAGON,00000010,16,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0032,0032,0032,0050,0046,0032,0000,0000,50,50,50,80,70,50,0,0032,6,0000,7,0000,8,0000,9,50,50,50,80,70,50,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000047,71,0000000C,00000002,2,00000000,00000047,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,71,4848C0AB-1F33-4604-9E9B-843BEE3794A1,Guild Knight Sabers I,EC39A7B6-DA59-400B-BDA5-AE5C83029F30,00000009,9,00000A28,"2,600z",0000000F,4,0082,130,0000,0,000A,10%,00000002,WATER,0000000E,14,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",0032,0032,0032,0046,001E,0000,0000,0000,50,50,50,70,30,0,0,0032,5,0000,6,0000,7,0000,8,50,50,50,70,30,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
00000048,72,0000000C,00000002,2,00000000,00000048,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,72,F7CD7C2D-1404-4B84-A03A-13FDCE235E99,Guild Knight Sabers II,E9D60DF7-BB35-4552-8E12-FAF9C730C419,0000000A,10,00002710,"10,000z",0000000D,6,00A0,160,0000,0,000A,10%,00000002,WATER,00000011,17,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0032,0032,0032,003C,005A,0000,0000,0000,50,50,50,60,90,0,0,0032,5,0000,6,0000,7,0000,8,50,50,50,60,90,0,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000049,73,0000000C,00000002,2,00000000,00000049,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,73,465863AB-5748-4F50-B382-346E463FFF12,Master Sabers,E0AB7E55-BB53-409C-900F-6E2747EFA651,0000000B,11,00004E20,"20,000z",0000000B,8,00C8,200,0000,0,000A,10%,00000002,WATER,00000014,20,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,0032,0050,0032,0046,0000,0000,50,50,50,80,50,70,0,0032,6,0000,7,0000,8,0000,9,50,50,50,80,50,70,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000005,5,0000000C,0000001C,28,00000000,0000004A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,74,A23C4F79-D440-4514-917E-3A97A1616444,Esperanza Daggers,66B89441-158E-4DD1-84A9-0CA0EA43B709,00000005,5,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,003C,0028,003C,0028,0064,0000,0000,50,60,40,60,40,100,0,0032,6,0000,7,0000,8,0000,9,50,60,40,60,40,100,0,,,561FF780,830A1C00,00000000,00000000,0002,0002,0000,0000,Speed Sharpening,2,Critical Eye,2
0000004A,74,0000000C,000186A4,100004,00000000,0000004B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,75,78D2B715-10DF-4375-B57F-D8B5A89D9A99,Artian Edges I,69FD63EB-2AEA-4F6B-96D8-0EB671394CCB,00000064,100,00000028,40z,0000000D,6,00AA,170,0000,0,0005,5%,00000000,-,00000016,22,00000000,00000000,00000002,00000002,00000002,"2, 2, 2",0050,0028,003C,0050,0028,0000,0000,0000,80,40,60,80,40,0,0,0014,5,001E,6,0000,7,0000,8,80,40,60,80,40,0,0,,,00000000,00000000,00000000,00000000,0000,0000,0000,0000,,,,
0000004B,75,0000000C,000186A4,100004,00000000,0000004C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,76,61838E5C-6D44-4DC3-A036-750E4BBF476A,Artian Edges II,2E3313B5-46B0-45E8-B3E7-81158C44A0F4,00000065,101,00000064,100z,0000000C,7,00B4,180,0000,0,0005,5%,00000000,-,00000016,22,00000000,00000000,00000002,00000002,00000002,"2, 2, 2",0050,0028,003C,0050,0046,0014,0000,0000,80,40,60,80,70,20,0,0032,6,0000,7,0000,8,0000,9,80,40,60,80,70,20,0,,,00000000,00000000,00000000,00000000,0000,0000,0000,0000,,,,
0000004C,76,0000000C,000186A4,100004,00000000,0000004D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,77,FA6F1C54-F7E5-47E6-A3E9-6B4B08A6F3AD,Tiltkreise,FD258F41-4AEE-4073-A1F7-8E790376B4FD,00000066,102,000000C8,200z,0000000B,8,00BE,190,0000,0,0005,5%,00000000,-,00000019,25,00000000,00000000,00000003,00000003,00000003,"3, 3, 3",0050,0028,003C,0050,0046,0014,0000,0000,80,40,60,80,70,20,0,0032,6,0000,7,0000,8,0000,9,80,40,60,80,70,20,0,,,00000000,00000000,00000000,00000000,0000,0000,0000,0000,,,,
