Index Raw,Index,Data Value Raw,Data Value,Series Raw,Series,Type Raw,Type,Name Raw,Name,Description Raw,Description,Defense Raw,Defense,Fire Res Raw,Fire Res,Water Res Raw,Water Res,Thunder Res Raw,Thunder Res,Ice Res Raw,Ice Res,Dragon Res Raw,Dragon Res,Slot 1 Raw,Slot 1,Slot 2 Raw,Slot 2,Slot 3 Raw,Slot 3,Series Skill Raw,Group Skill Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 4 Raw,Skill 5 Raw,Series Skill Level Raw,Group Skill Level Raw,Skill Level 1 Raw,Skill Level 2 Raw,Skill Level 3 Raw,Skill Level 4 Raw,Skill Level 5 Raw,Series Skill,Group Skill,Skill 1,Skill Level 1,Skill 2,Skill Level 2,Skill 3,Skill Level 3
000000A9,169,000000AE,174,2C605A40,Vespoid β,00000001,BODY,3B23BA03-338C-41D4-846B-365C9957DC68,Vespoid Mail β,59132716-6559-423A-9819-ADF0E8055033,"Vespoid chest armor. Its arcane
build provides formidable
resistance to physical attacks.",00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000001,1,00000001,1,00000001,1,00000000,6479B580,DCA774C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Camouflage,Survival Expert,1,,,,
000000AA,170,000000AF,175,2C605A40,Vespoid β,00000002,ARM,EB673CEF-4259-4B45-8A63-2B576F2FA25A,Vespoid Vambraces β,C976CE47-D1DA-421C-943D-E94FFC7C1712,"Vespoid armguards. They are as
heavy as they look, but they
afford significant defense.",00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000002,2,00000000,0,00000000,0,00000000,6479B580,1F217EC0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Camouflage,Paralysis Resistance,1,,,,
000000AB,171,000000B0,176,2C605A40,Vespoid β,00000003,WAIST,F6034589-9745-46E8-AB6B-EB33595ECFD5,Vespoid Coil β,62255234-FA79-4795-AC56-BD555B871E9D,"Vespoid waistgear. The design
arose from the study of highly
defensive exoskeletons.",00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000001,1,00000001,1,00000001,1,00000000,6479B580,1F217EC0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Camouflage,Paralysis Resistance,1,,,,
000000AC,172,000000B1,177,2C605A40,Vespoid β,00000004,LEG,DDF88193-A26F-41D7-AFDD-C32ED499C6E0,Vespoid Greaves β,BC61D02A-CED0-4EEC-B64D-800782A87C4F,"Leg armor made from Vespoid
parts. Ingenious artisanship has
further reinforced the carapace.",00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000002,2,00000001,1,00000000,0,00000000,6479B580,DCA774C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Camouflage,Survival Expert,1,,,,
000000AD,173,000000B2,178,B375B980,Kranodath α,00000001,BODY,173E187B-AD56-4799-AB6F-3507011EA741,Kranodath Mail α,5DFBB54D-21AF-4402-BEF7-7707E743EC86,"Kranodath chest armor. What
armor enthusiast could resist
such ornate plating?",00000020,32,00000004,4,FFFFFFFE,-2,00000000,0,FFFFFFFE,-2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,58AAF300,2C44A0C0,57AD1280,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Scaling Prowess,Flinch Free,2,Partbreaker,1,,
000000AE,174,000000B3,179,506C7D00,Kranodath β,00000001,BODY,38E1A6EB-17CD-4868-B67C-AF83ABE7C073,Kranodath Mail β,0AD3B229-0495-4DB7-80D4-FCF3A39E03D8,"Kranodath chest armor. What
armor enthusiast could resist
such ornate plating?",00000020,32,00000004,4,FFFFFFFE,-2,00000000,0,FFFFFFFE,-2,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9CC70680,2C44A0C0,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Scale Layering,Flinch Free,2,,,,
000000AF,175,000000B4,180,7A1A8B80,Comaqchi α,00000000,HELM,49312C78-4444-4233-8156-BF2B0EAC1974,Comaqchi Accessory α,AA5E68F9-7321-4FFE-8DA3-A89689E1132A,"A Comaqchi head accessory.
The thin, sleek plating
emanates an eldritch gleam.",00000020,32,FFFFFFFB,-5,00000000,0,00000000,0,00000003,3,00000003,3,00000000,0,00000000,0,00000000,0,00000000,75586A00,F47E9280,01A66F88,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Neopteron Alert,Sleep Resistance,2,Foray,1,,
000000B0,176,000000B5,181,A2703680,Comaqchi β,00000000,HELM,05D4D3EC-CAFF-42AB-A99F-87238B2A7BBB,Comaqchi Accessory β,8A2160FB-8551-4964-A6DA-71D37B477E3F,"A Comaqchi head accessory.
The thin, sleek plating
emanates an eldritch gleam.",00000020,32,FFFFFFFB,-5,00000000,0,00000000,0,00000003,3,00000003,3,00000002,2,00000001,1,00000000,0,00000000,6479B580,F47E9280,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Neopteron Camouflage,Sleep Resistance,2,,,,
000000B1,177,000000B6,182,DA0C3B00,Kut-Ku α,00000000,HELM,3D4D585A-BF07-4CED-816B-CE76E54D16ED,Kut-Ku Helm α,AEE09296-D493-43E3-9EE9-6F99E5CE9DC6,"Head armor made from superior
Yian Kut-Ku parts. Its expert
crafting brings to mind the
bird-like beast.",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000001,1,00000000,0,00000000,0,00000000,58AAF300,9B4DED80,54FB4F80,00000000,00000000,00000000,00000000,00000001,00000002,00000002,00000000,00000000,00000000,,Scaling Prowess,Constitution,2,Fire Resistance,2,,
000000B2,178,000000B7,183,DA0C3B00,Kut-Ku α,00000001,BODY,3225AC9F-603B-4F20-9A55-3C885BB35F57,Kut-Ku Mail α,BD4580A4-B992-42C2-8A5E-EBB4AB785F9E,"Chest armor made from Yian
Kut-Ku materials. Its unique
color evokes thoughts of a
foreign land.",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000001,1,00000000,0,00000000,0,00000000,58AAF300,6F378580,54FB4F80,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Scaling Prowess,Agitator,1,Fire Resistance,1,,
000000B3,179,000000B8,184,DA0C3B00,Kut-Ku α,00000002,ARM,31F561A7-3805-4968-85CB-7CEEE643F2FD,Kut-Ku Vambraces α,F86483F7-884C-4AE3-9DF2-86F60EA951E5,"Armguards made from Yian
Kut-Ku materials. The
otherworldly pink plating
repels even wyvern fangs.",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000001,1,00000000,0,00000000,0,00000000,58AAF300,9B4DED80,6F378580,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Scaling Prowess,Constitution,1,Agitator,1,,
000000B4,180,000000B9,185,DA0C3B00,Kut-Ku α,00000003,WAIST,F209D257-5648-4D8E-832B-E2180D856F2A,Kut-Ku Coil α,E05A5FCF-29B0-44AE-BC1B-EF6BC3353015,"Waistgear crafted from Yian
Kut-Ku parts. Beware of its
sharp, spine-covered exterior!",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000000,0,00000000,0,00000000,0,00000000,58AAF300,6F378580,B6595880,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,,Scaling Prowess,Agitator,1,Recovery Up,2,,
000000B5,181,000000BA,186,DA0C3B00,Kut-Ku α,00000004,LEG,52830102-DCFD-476E-9D0C-67630AD8886E,Kut-Ku Greaves α,A211B089-6EF7-40E6-BE02-37F5357D3D11,"Leg armor made from Yian Kut-Ku
spoils. The exceptional design
prioritizes ease of movement.",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000000,0,00000000,0,00000000,58AAF300,9B4DED80,B6595880,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Scaling Prowess,Constitution,2,Recovery Up,1,,
000000B6,182,000000BB,187,1B6A4C00,Kut-Ku β,00000000,HELM,FE04277B-076C-4AE4-A1FA-497BCC70E830,Kut-Ku Helm β,8072A236-4DA5-48CD-A964-CC9A69A1E5F8,"Head armor made from superior
Yian Kut-Ku parts. Its expert
crafting brings to mind the
bird-like beast.",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000001,1,00000000,0,00000000,9CC70680,9B4DED80,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Scale Layering,Constitution,2,,,,
000000B7,183,000000BC,188,1B6A4C00,Kut-Ku β,00000001,BODY,A5CC96F4-1567-48C2-9C0A-64FB5C5772CD,Kut-Ku Mail β,335C0318-830B-4074-ACCC-A74377DBD087,"Chest armor made from Yian
Kut-Ku materials. Its unique
color evokes thoughts of a
foreign land.",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9CC70680,6F378580,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scale Layering,Agitator,1,,,,
000000B8,184,000000BD,189,1B6A4C00,Kut-Ku β,00000002,ARM,86A2D5B1-B473-4B13-8338-45EDEC44AE4A,Kut-Ku Vambraces β,900A3848-A886-4BF4-9B61-0243B3572449,"Armguards made from Yian
Kut-Ku materials. The
otherworldly pink plating
repels even wyvern fangs.",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000001,1,00000001,1,00000000,9CC70680,9B4DED80,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scale Layering,Constitution,1,,,,
000000B9,185,000000BE,190,1B6A4C00,Kut-Ku β,00000003,WAIST,48DADA85-A772-4A91-8A06-CF2985A91204,Kut-Ku Coil β,8EB3EAAB-5F4B-4FC9-8787-F48A56EDFDDA,"Waistgear crafted from Yian
Kut-Ku parts. Beware of its
sharp, spine-covered exterior!",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000001,1,00000000,0,00000000,0,00000000,9CC70680,6F378580,B6595880,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Scale Layering,Agitator,1,Recovery Up,1,,
000000BA,186,000000BF,191,1B6A4C00,Kut-Ku β,00000004,LEG,49D657E4-8E59-4538-A5A8-F078CFC605BC,Kut-Ku Greaves β,2CBDC8B7-462B-43B0-A07A-E65BB4BCE33A,"Leg armor made from Yian Kut-Ku
spoils. The exceptional design
prioritizes ease of movement.",00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000001,1,00000000,0,00000000,9CC70680,9B4DED80,B6595880,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Scale Layering,Constitution,1,Recovery Up,1,,
000000BB,187,000000C0,192,92220100,Chatacabra α,00000000,HELM,574DF6E9-005A-4272-81B6-E3A1EB4FA6CD,Chatacabra Helm α,BF56A242-1FB3-46F5-8E71-27FAEC01CC92,"Chatacabra head armor.
The design is specially tailored
for desert hunting.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,9DBAE680,25CB1D80,355173C0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Speed Eating,1,Wide-Range,1,,
000000BC,188,000000C1,193,92220100,Chatacabra α,00000001,BODY,76CD3063-46CD-438A-A024-B7EDE80DA704,Chatacabra Mail α,783A898E-7F60-4A8F-B9A6-FBCB484DC9BB,"Chatacabra chest armor.
Equipped with generous elastic
cushioning in the collar.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,25CB1D80,E84D8E60,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Speed Eating,1,Weakness Exploit,1,,
000000BD,189,000000C2,194,92220100,Chatacabra α,00000002,ARM,067F6231-F20F-436E-8E86-721B4AFA818D,Chatacabra Vambraces α,0ED49AB1-0571-4A2E-97D6-6DA7598BE42B,"Chatacabra armguards. They
protect the wrists without
hampering weapon handling.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,9DBAE680,9B96D580,355173C0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Item Prolonger,1,Wide-Range,1,,
000000BE,190,000000C3,195,92220100,Chatacabra α,00000003,WAIST,299E71FD-D4AB-415D-BCFA-172BF89D4CC1,Chatacabra Coil α,6CCD7FC3-F321-4EEC-888E-4F4085C9D0C3,"Chatacabra waistgear. The
charming, heart-shaped pouch
is made from its ample tongue.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,9DBAE680,25CB1D80,9B96D580,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Speed Eating,1,Item Prolonger,1,,
000000BF,191,000000C4,196,92220100,Chatacabra α,00000004,LEG,EBB3A4D7-4E89-418C-AE3E-5FF362D48F3F,Chatacabra Greaves α,2F6E0D08-8AF1-4C71-9550-02C64D378662,"Leg armor made from
Chatacabra spoils. A loose
fit for maximum mobility.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,9B96D580,E84D8E60,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Item Prolonger,1,Weakness Exploit,1,,
000000C0,192,000000C5,197,11C1C360,Chatacabra β,00000000,HELM,BC935477-CC3E-45AD-9C7B-C04C725BA8A2,Chatacabra Helm β,3B9C8BE8-A938-4BF0-A51F-065BB359B3A2,"Chatacabra head armor.
The design is specially tailored
for desert hunting.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,1AE8EE00,25CB1D80,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Speed Eating,1,,,,
000000C1,193,000000C6,198,11C1C360,Chatacabra β,00000001,BODY,A80D6EFA-9F60-4EF2-8EE7-6250717029C8,Chatacabra Mail β,C071DAB1-09BB-4014-9100-71FF1C838E33,"Chatacabra chest armor.
Equipped with generous elastic
cushioning in the collar.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000001,1,00000001,1,00000000,1AE8EE00,25CB1D80,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Speed Eating,1,,,,
000000C2,194,000000C7,199,11C1C360,Chatacabra β,00000002,ARM,9F9AD589-EF74-4CE5-88A6-9DA47307FA26,Chatacabra Vambraces β,EDC7C722-113E-481B-BDBA-DC21D0DB7BBD,"Chatacabra armguards. They
protect the wrists without
hampering weapon handling.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,1AE8EE00,9B96D580,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Item Prolonger,1,,,,
000000C3,195,000000C8,200,11C1C360,Chatacabra β,00000003,WAIST,3F514D12-C487-4DE0-82EE-ABEA12B77751,Chatacabra Coil β,E2394BC3-AC3D-4216-B082-F5D6755EE789,"Chatacabra waistgear. The
charming, heart-shaped pouch
is made from its ample tongue.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000001,1,00000000,0,00000000,1AE8EE00,25CB1D80,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Speed Eating,1,,,,
000000C4,196,000000C9,201,11C1C360,Chatacabra β,00000004,LEG,9E855407-0601-4AFF-8FA6-ABF868923833,Chatacabra Greaves β,5E111B59-F024-4547-86D8-B584522849CA,"Leg armor made from
Chatacabra spoils. A loose
fit for maximum mobility.",00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,1AE8EE00,E84D8E60,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Weakness Exploit,1,,,,
000000C5,197,000000CA,202,AC87AB80,Gypceros α,00000000,HELM,028420E6-8A66-4A73-92E6-DB0754950BDC,Gypceros Helm α,14FD3A06-67E0-4E05-9984-F8F80F5EF473,"Head armor made from
Gypceros spoils. Its elasticity
makes physical attacks bounce
right off!",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,9DBAE680,ED31F720,F0A3E800,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Stamina Surge,1,Blindsider,1,,
000000C6,198,000000CB,203,AC87AB80,Gypceros α,00000001,BODY,8C57D7FF-A91D-47EE-ACE4-5B8EA2248AA8,Gypceros Mail α,AC1315B4-2EA8-4758-8673-A2CE5686E362,"Chest armor made from Gypceros
materials. Its elastic qualities
provide reliable impact resistance.",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,9DBAE680,ED31F720,56FF6980,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Stamina Surge,1,Poison Resistance,1,,
000000C7,199,000000CC,204,AC87AB80,Gypceros α,00000002,ARM,9B1585BB-E0FD-40F1-8C31-34FF958AC3DA,Gypceros Vambraces α,541CC8CD-D25A-41C4-B92C-8E2C593BE832,"Armguards made from Gypceros
spoils. The springy nature of
the material renders lesser
attacks meaningless.",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,510D3C80,56FF6980,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Resentment,2,Poison Resistance,1,,
000000C8,200,000000CD,205,AC87AB80,Gypceros α,00000003,WAIST,72C70B74-66C0-435E-BB73-FE2611992E22,Gypceros Coil α,95462377-E977-4490-A207-735266B4A749,"Waistgear made from Gypceros
materials. The thick, meaty
skin provides ample protection.",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,9DBAE680,ED31F720,510D3C80,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Stamina Surge,1,Resentment,1,,
000000C9,201,000000CE,206,AC87AB80,Gypceros α,00000004,LEG,D933A3C1-52A5-48E9-AA2F-43C331169150,Gypceros Greaves α,2E3C4036-7EC2-4AE6-AE59-7B5D42EE707E,"Leg armor made from Gypceros
spoils. The springy material is
undeniably more comfortable
than metal.",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,510D3C80,D7508FC0,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,,Flexible Leathercraft,Resentment,1,Marathon Runner,2,,
000000CA,202,000000CF,207,D00281C0,Gypceros β,00000000,HELM,C2EE9C6B-D929-4422-AF2A-7AB18C149B04,Gypceros Helm β,62666D98-DEA6-47F1-AF99-0C73793A034D,"Head armor made from
Gypceros spoils. Its elasticity
makes physical attacks bounce
right off!",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000001,1,00000000,0,00000000,1AE8EE00,ED31F720,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Stamina Surge,1,,,,
000000CB,203,000000D0,208,D00281C0,Gypceros β,00000001,BODY,E3CC809B-DA7C-47B5-8337-2031FFDF8225,Gypceros Mail β,CE78457E-9E6F-4ADD-B095-32B6ABB527D5,"Chest armor made from Gypceros
materials. Its elastic qualities
provide reliable impact resistance.",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,1AE8EE00,ED31F720,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Stamina Surge,1,,,,
000000CC,204,000000D1,209,D00281C0,Gypceros β,00000002,ARM,5EDDBF5C-2D18-4097-B615-B5929DC4B5B4,Gypceros Vambraces β,558D8DF4-0279-47CB-9431-A91181EB1930,"Armguards made from Gypceros
spoils. The springy nature of
the material renders lesser
attacks meaningless.",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,1AE8EE00,510D3C80,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Resentment,2,,,,
000000CD,205,000000D2,210,D00281C0,Gypceros β,00000003,WAIST,3D796AB3-FB15-42A0-B8F5-4BFE7895919F,Gypceros Coil β,49F3FF66-F23F-4BD2-A9FC-4C1BA5AA6F2E,"Waistgear made from Gypceros
materials. The thick, meaty
skin provides ample protection.",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000002,2,00000001,1,00000000,0,00000000,1AE8EE00,ED31F720,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Stamina Surge,1,,,,
000000CE,206,000000D3,211,D00281C0,Gypceros β,00000004,LEG,DD7F1514-9DA5-44AC-8A89-6732378FC85A,Gypceros Greaves β,EA5B28CB-302B-4615-9142-9DCD805365A7,"Leg armor made from Gypceros
spoils. The springy material is
undeniably more comfortable
than metal.",00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,1AE8EE00,510D3C80,D7508FC0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Buttery Leathercraft,Resentment,1,Marathon Runner,1,,
00000093,147,000000D4,212,92DD4E00,Bone α,00000000,HELM,13115F26-4CFF-4204-B8EB-666D2ABB3782,Bone Helm α,DE53FC15-D00E-4770-9046-FEFF54B3C912,"Traditional head armor crafted
from monster bones. Believe it
or not, it offers pretty good
insulation.",00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000000,0,00000000,0,00000000,00000000,2A0A4AC0,25CB1D80,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,,,Stun Resistance,1,Speed Eating,1,,
00000094,148,000000D5,213,92DD4E00,Bone α,00000001,BODY,52085139-65D2-4C7D-BFD4-CED9BF8F4177,Bone Mail α,F12C3CA7-D03E-4FC2-A07E-0AE9037D3F89,"Traditional chest armor with a
unique plating of intricately
pieced together monster bones.",00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000000,0,00000000,0,00000000,00000000,D7508FC0,2A0A4AC0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,,,Marathon Runner,1,Stun Resistance,1,,
00000095,149,000000D6,214,92DD4E00,Bone α,00000002,ARM,8DF5711D-7D10-4FED-BA6F-08456F8908B7,Bone Vambraces α,B2BB68A7-B74F-4B4E-AC98-59507B58E12C,"Traditional armguards made
from monster bones. It's a
wonder these mismatched
shapes fit together.",00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000000,0,00000000,0,00000000,00000000,D7508FC0,25CB1D80,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,,,Marathon Runner,1,Speed Eating,1,,
00000096,150,000000D7,215,92DD4E00,Bone α,00000003,WAIST,44A33B2C-902E-46BC-BE7E-411F6DAB2180,Bone Coil α,98A18E5F-A82C-4249-BEAB-49828A8CB85B,"Traditional waistgear bound
with monster bones. Looks
crude, but it does the job.",00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000001,1,00000000,0,00000000,00000000,D7508FC0,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,,,Marathon Runner,1,,,,
00000097,151,000000D8,216,92DD4E00,Bone α,00000004,LEG,F74C4A95-D440-4C1B-A598-8990573B496D,Bone Greaves α,41BE8B0A-1C6B-4F9B-9D87-2FE3AF95D16A,"Traditional leg armor crafted
from monster bones so light it's
like wearing nothing at all.",00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000001,1,00000000,0,00000000,00000000,2A0A4AC0,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,,,Stun Resistance,1,,,,
00000098,152,000000DE,222,90FC6E00,Alloy α,00000000,HELM,6815459B-A252-4591-A4E5-BD716C9459F3,Alloy Helm α,6E039FA3-FD67-42C6-99C6-9D437E54B79B,"A helmet crafted from quality
ore. While it doesn't look like
much, this is highly functional
armor.",00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000000,0,00000000,00000000,C0053240,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,,,Quick Sheathe,1,,,,
00000099,153,000000DF,223,90FC6E00,Alloy α,00000001,BODY,CA277B3E-0891-4631-889F-BEC909B1CECE,Alloy Mail α,BEDD352D-6FCC-4CAF-BA72-886442F8F778,"Chest armor crafted from
quality ore. Made with a
logical, no-frills construction
that puts mobility first.",00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000000,0,00000000,0,00000000,00000000,2C44A0C0,00000000,00000000,00000000,00000000,00000000,00000000,00000002,00000000,00000000,00000000,00000000,,,Flinch Free,2,,,,
0000009A,154,000000E0,224,90FC6E00,Alloy α,00000002,ARM,1AE6D674-F444-4CD0-933D-202444C63812,Alloy Vambraces α,D7FC62CE-64B0-42B7-8AEB-A00E273D3D31,"Armguards crafted from quality
ore. Every element is streamlined
for maximum utility.",00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000000,0,00000000,00000000,DBAB9E00,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,,,Tremor Resistance,1,,,,
