Index Raw,Index,Name Raw,Name,Type Raw,Type,Series Raw,Series,Defense Raw,Defense,Fire Res Raw,Fire Res,Water Res Raw,Water Res,Thunder Res Raw,Thunder Res,Ice Res Raw,Ice Res,Dragon Res Raw,Dragon Res,Slot 1 Raw,Slot 1,Slot 2 Raw,Slot 2,Slot 3 Raw,Slot 3,Series Skill Raw,Series Skill,Group Skill Raw,Group Skill,Skill 1 Raw,Skill 1,Skill Level 1 Raw,Skill Level 1,Skill 2 Raw,Skill 2,Skill Level 2 Raw,Skill Level 2,Skill 3 Raw,Skill 3,Skill Level 3 Raw,Skill Level 3
0000004A,74,21BC3633-1C33-4E9C-B855-F594E209B8A3,Kranodath Mail,00000001,BODY,B5493880,Kranodath,00000010,16,00000004,4,FFFFFFFE,-2,00000000,0,FFFFFFFE,-2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,2C44A0C0,Flinch Free,00000002,2,00000000,,00000000,,00000000,,00000000,
0000004B,75,7E5186C2-6ED2-4741-B773-F25BE499A05A,Rompopolo Helm,00000000,HELM,79E77780,Rompopolo,00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,355173C0,Wide-Range,00000001,1,00000000,,00000000,,00000000,,00000000,
0000004C,76,23F68014-A6BF-4E31-AA6F-0C747179255A,Rompopolo Mail,00000001,BODY,79E77780,Rompopolo,00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,355173C0,Wide-Range,00000001,1,00000000,,00000000,,00000000,,00000000,
0000004D,77,62C27CF3-7D63-408A-8FA9-D501B5BFF8AF,Rompopolo Vambraces,00000002,ARM,79E77780,Rompopolo,00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,355173C0,Wide-Range,00000001,1,56FF6980,Poison Resistance,00000001,1,00000000,,00000000,
0000004E,78,AC182DDF-355F-4975-87CD-1765FCC42DC2,Rompopolo Coil,00000003,WAIST,79E77780,Rompopolo,00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,355173C0,Wide-Range,00000001,1,56FF6980,Poison Resistance,00000001,1,00000000,,00000000,
0000004F,79,63F3FEDA-CD18-4864-98A0-610A27FF9A42,Rompopolo Greaves,00000004,LEG,79E77780,Rompopolo,00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,355173C0,Wide-Range,00000001,1,00000000,,00000000,,00000000,,00000000,
00000050,80,EF893E57-AB16-4AB9-A71B-E9961314BD73,Rey Sandhelm,00000000,HELM,C6072440,Rey Dau,0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000000,0,00000000,0,202B46C0,Rey Dau's Voltage,9686CF00,Lord's Favor,69182900,Latent Power,00000001,1,00000000,,00000000,,00000000,,00000000,
00000051,81,16F42659-9145-41E0-8EC3-F25096233F0D,Rey Sandmail,00000001,BODY,C6072440,Rey Dau,0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000000,0,00000000,0,202B46C0,Rey Dau's Voltage,9686CF00,Lord's Favor,9B4DED80,Constitution,00000001,1,00000000,,00000000,,00000000,,00000000,
00000052,82,00540958-1155-4A2C-A32B-397E248F161A,Rey Sandbraces,00000002,ARM,C6072440,Rey Dau,0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000001,1,00000000,0,00000000,0,202B46C0,Rey Dau's Voltage,9686CF00,Lord's Favor,69182900,Latent Power,00000001,1,00000000,,00000000,,00000000,,00000000,
00000053,83,9688283B-CC33-40A9-A925-F3BB4D9F41A2,Rey Sandcoil,00000003,WAIST,C6072440,Rey Dau,0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000001,1,00000000,0,00000000,0,202B46C0,Rey Dau's Voltage,9686CF00,Lord's Favor,9B4DED80,Constitution,00000001,1,00000000,,00000000,,00000000,,00000000,
00000054,84,65757B12-45FB-4C41-89C8-9E14819CE348,Rey Sandgreaves,00000004,LEG,C6072440,Rey Dau,0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000000,0,00000000,0,202B46C0,Rey Dau's Voltage,9686CF00,Lord's Favor,69182900,Latent Power,00000001,1,9B4DED80,Constitution,00000001,1,00000000,,00000000,
00000055,85,599E52DF-1FBF-415B-BE26-E3985F0122B3,Comaqchi Accessory,00000000,HELM,18DBBF40,Comaqchi,00000010,16,FFFFFFFB,-5,00000000,0,00000000,0,00000003,3,00000003,3,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,F47E9280,Sleep Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
00000056,86,570C67F0-5833-4BCF-BBB4-A79B557468C4,Nerscylla Helm,00000000,HELM,292E8940,Nerscylla,00000014,20,FFFFFFFE,-2,00000002,2,FFFFFFFE,-2,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,F5C29690,Ambush,00000001,1,00000000,,00000000,,00000000,,00000000,
00000057,87,8D433554-0C9A-4B07-9E8D-4FE62509E4B0,Nerscylla Mail,00000001,BODY,292E8940,Nerscylla,00000014,20,FFFFFFFE,-2,00000002,2,FFFFFFFE,-2,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,75316800,Bind Resistance,00000001,1,56FF6980,Poison Resistance,00000001,1,00000000,,00000000,
00000058,88,6AC58535-5B77-40AF-AE09-F90B128E871C,Nerscylla Vambraces,00000002,ARM,292E8940,Nerscylla,00000014,20,FFFFFFFE,-2,00000002,2,FFFFFFFE,-2,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,F5C29690,Ambush,00000001,1,00000000,,00000000,,00000000,,00000000,
00000059,89,BF558489-433B-4614-89FD-70E1F3D32CED,Nerscylla Coil,00000003,WAIST,292E8940,Nerscylla,00000014,20,FFFFFFFE,-2,00000002,2,FFFFFFFE,-2,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,75316800,Bind Resistance,00000001,1,F47E9280,Sleep Resistance,00000001,1,00000000,,00000000,
0000005A,90,BAD0B47E-F642-430C-BC2D-5F31E7B8E2D3,Nerscylla Greaves,00000004,LEG,292E8940,Nerscylla,00000014,20,FFFFFFFE,-2,00000002,2,FFFFFFFE,-2,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,F5C29690,Ambush,00000001,1,00000000,,00000000,,00000000,,00000000,
0000005B,91,4E0A5F37-BEBC-4B8B-8C32-9CA67594851A,Hirabami Headdress,00000000,HELM,8DC63100,Hirabami,00000016,22,FFFFFFFD,-3,00000002,2,FFFFFFFE,-2,00000003,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,089F5840,Evade Window,00000001,1,BD27BF80,Recovery Speed,00000001,1,00000000,,00000000,
0000005C,92,1333D635-4B53-4954-B8C3-0C95D85F4C6E,Hirabami Mail,00000001,BODY,8DC63100,Hirabami,00000016,22,FFFFFFFD,-3,00000002,2,FFFFFFFE,-2,00000003,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,089F5840,Evade Window,00000001,1,BD27BF80,Recovery Speed,00000001,1,00000000,,00000000,
0000005D,93,4FE40ECF-3D2E-419E-BC7F-94710BF6A2DA,Hirabami Vambraces,00000002,ARM,8DC63100,Hirabami,00000016,22,FFFFFFFD,-3,00000002,2,FFFFFFFE,-2,00000003,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,089F5840,Evade Window,00000001,1,26DF31C0,Ice Resistance,00000001,1,00000000,,00000000,
0000005E,94,569897FD-9CA4-43AF-A2FF-55A1F4214792,Hirabami Coil,00000003,WAIST,8DC63100,Hirabami,00000016,22,FFFFFFFD,-3,00000002,2,FFFFFFFE,-2,00000003,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,089F5840,Evade Window,00000001,1,26DF31C0,Ice Resistance,00000001,1,00000000,,00000000,
0000005F,95,9D7B02BB-E834-4711-ACB3-0B6C023EF05F,Hirabami Greaves,00000004,LEG,8DC63100,Hirabami,00000016,22,FFFFFFFD,-3,00000002,2,FFFFFFFE,-2,00000003,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,089F5840,Evade Window,00000001,1,26DF31C0,Ice Resistance,00000001,1,00000000,,00000000,
00000060,96,7299B9C0-C3D2-454B-8CF9-9E4D5C74709E,Ajarakan Helm,00000000,HELM,4AC4A800,Ajarakan,00000018,24,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,77181200,Fortifying Pelt,57AD1280,Partbreaker,00000001,1,CCE2EBC0,Bombardier,00000001,1,00000000,,00000000,
00000061,97,05AAF026-E9A7-44B1-89DB-BBAAD1F70EA0,Ajarakan Mail,00000001,BODY,4AC4A800,Ajarakan,00000018,24,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,77181200,Fortifying Pelt,57AD1280,Partbreaker,00000001,1,00000000,,00000000,,00000000,,00000000,
00000062,98,1E1278A9-F2FE-49D5-8C62-5135713E8D6F,Ajarakan Vambraces,00000002,ARM,4AC4A800,Ajarakan,00000018,24,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,77181200,Fortifying Pelt,CCE2EBC0,Bombardier,00000001,1,D6B73580,Cliffhanger,00000001,1,00000000,,00000000,
00000063,99,EA55F34C-8DFE-443E-9399-8395A91CD2D5,Ajarakan Coil,00000003,WAIST,4AC4A800,Ajarakan,00000018,24,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,77181200,Fortifying Pelt,CCE2EBC0,Bombardier,00000001,1,30E61800,Blast Resistance,00000001,1,00000000,,00000000,
00000064,100,8017CF2C-9380-4F0E-B79B-B3A4268B57B0,Ajarakan Greaves,00000004,LEG,4AC4A800,Ajarakan,00000018,24,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,77181200,Fortifying Pelt,57AD1280,Partbreaker,00000001,1,30E61800,Blast Resistance,00000001,1,00000000,,00000000,
00000065,101,742D3B30-7129-42C0-B7E5-5F477E78A114,Udra Mirehelm,00000000,HELM,3E3B4500,Nu Udra,0000001A,26,00000005,5,FFFFFFFC,-4,00000000,0,00000001,1,00000000,0,00000001,1,00000000,0,00000000,0,760A9180,Nu Udra's Mutiny,9686CF00,Lord's Favor,510D3C80,Resentment,00000001,1,00000000,,00000000,,00000000,,00000000,
00000066,102,5751E689-6C5F-4211-B938-135E186DC9B4,Udra Miremail,00000001,BODY,3E3B4500,Nu Udra,0000001A,26,00000005,5,FFFFFFFC,-4,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,0,760A9180,Nu Udra's Mutiny,9686CF00,Lord's Favor,510D3C80,Resentment,00000001,1,25CB1D80,Speed Eating,00000001,1,00000000,,00000000,
00000067,103,1051A9C9-21DA-41DF-A0E0-B71B8EB9D79A,Udra Mirebraces,00000002,ARM,3E3B4500,Nu Udra,0000001A,26,00000005,5,FFFFFFFC,-4,00000000,0,00000001,1,00000000,0,00000001,1,00000000,0,00000000,0,760A9180,Nu Udra's Mutiny,9686CF00,Lord's Favor,25CB1D80,Speed Eating,00000001,1,00000000,,00000000,,00000000,,00000000,
00000068,104,2AFF8983-3E9F-4349-AA26-D08410AE23DB,Udra Mirecoil,00000003,WAIST,3E3B4500,Nu Udra,0000001A,26,00000005,5,FFFFFFFC,-4,00000000,0,00000001,1,00000000,0,00000001,1,00000000,0,00000000,0,760A9180,Nu Udra's Mutiny,9686CF00,Lord's Favor,510D3C80,Resentment,00000001,1,00000000,,00000000,,00000000,,00000000,
00000069,105,74F407F2-9378-4C52-A7F5-9122E21F3C4D,Udra Miregreaves,00000004,LEG,3E3B4500,Nu Udra,0000001A,26,00000005,5,FFFFFFFC,-4,00000000,0,00000001,1,00000000,0,00000001,1,00000000,0,00000000,0,760A9180,Nu Udra's Mutiny,9686CF00,Lord's Favor,25CB1D80,Speed Eating,00000001,1,00000000,,00000000,,00000000,,00000000,
0000006A,106,F440F2A6-43DD-453D-9974-8A973225AE93,G. Seikret Coil,00000003,WAIST,A2B9D700,Guardian Seikret,00000016,22,00000000,0,00000000,0,00000004,4,00000000,0,FFFFFFFD,-3,00000001,1,00000000,0,00000000,0,00000000,,B22A8380,Guardian's Pulse,04A95D28,Jump Master,00000001,1,00000000,,00000000,,00000000,,00000000,
0000006B,107,24C7A84C-7503-4B5E-BF2A-1BB82C5E4C18,G. Doshaguma Helm,00000000,HELM,BAF45980,Guardian Doshaguma,0000001A,26,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000001,1,00000000,0,00000000,0,FC4A29B0,Doshaguma's Might,B22A8380,Guardian's Pulse,19316180,Heroics,00000001,1,00000000,,00000000,,00000000,,00000000,
0000006C,108,D37158E5-9814-4893-9927-8BB2F3FC85A6,G. Doshaguma Mail,00000001,BODY,BAF45980,Guardian Doshaguma,0000001A,26,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000000,0,00000000,0,00000000,0,FC4A29B0,Doshaguma's Might,B22A8380,Guardian's Pulse,19316180,Heroics,00000001,1,5ABFCA00,Iron Skin,00000001,1,00000000,,00000000,
0000006D,109,DA9C3840-3501-41FE-8A9C-80D176DB2A78,G. Doshaguma Braces,00000002,ARM,BAF45980,Guardian Doshaguma,0000001A,26,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000001,1,00000000,0,00000000,0,FC4A29B0,Doshaguma's Might,B22A8380,Guardian's Pulse,D7508FC0,Marathon Runner,00000001,1,00000000,,00000000,,00000000,,00000000,
0000006E,110,5EC90062-C540-4213-A7B7-C608500F26E9,G. Doshaguma Coil,00000003,WAIST,BAF45980,Guardian Doshaguma,0000001A,26,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000000,0,00000000,0,00000000,0,FC4A29B0,Doshaguma's Might,B22A8380,Guardian's Pulse,19316180,Heroics,00000001,1,D7508FC0,Marathon Runner,00000001,1,00000000,,00000000,
0000006F,111,EBB0A120-D3E5-4F3A-99AA-A61B17AD6602,G. Doshaguma Greaves,00000004,LEG,BAF45980,Guardian Doshaguma,0000001A,26,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000000,0,00000000,0,00000000,0,FC4A29B0,Doshaguma's Might,B22A8380,Guardian's Pulse,D7508FC0,Marathon Runner,00000001,1,5ABFCA00,Iron Skin,00000001,1,00000000,,00000000,
00000070,112,0EF8CAD4-DEFB-49EA-AF69-99C159E23F91,G. Rathalos Helm,00000000,HELM,ED8DC160,Guardian Rathalos,0000001A,26,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000000,0,00000000,0,00000000,0,FFC80F48,Rathalos's Flare,B22A8380,Guardian's Pulse,E84D8E60,Weakness Exploit,00000001,1,57C69780,Intimidator,00000001,1,00000000,,00000000,
00000071,113,067E65D3-AA5F-4BAC-AD80-4C18C53399A1,G. Rathalos Mail,00000001,BODY,ED8DC160,Guardian Rathalos,0000001A,26,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000001,1,00000000,0,00000000,0,FFC80F48,Rathalos's Flare,B22A8380,Guardian's Pulse,57C69780,Intimidator,00000001,1,00000000,,00000000,,00000000,,00000000,
00000072,114,B7C79AC1-5C9C-4FD1-8175-17327FEABB65,G. Rathalos Vambraces,00000002,ARM,ED8DC160,Guardian Rathalos,0000001A,26,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000001,1,00000000,0,00000000,0,FFC80F48,Rathalos's Flare,B22A8380,Guardian's Pulse,E84D8E60,Weakness Exploit,00000001,1,00000000,,00000000,,00000000,,00000000,
00000073,115,D52E79CA-BCDA-4C85-BDD0-BB527208DBE2,G. Rathalos Coil,00000003,WAIST,ED8DC160,Guardian Rathalos,0000001A,26,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000001,1,00000000,0,00000000,0,FFC80F48,Rathalos's Flare,B22A8380,Guardian's Pulse,57C69780,Intimidator,00000001,1,00000000,,00000000,,00000000,,00000000,
00000074,116,0AE8ABC8-C51B-4203-BCBE-AB2D8D7DE1CD,G. Rathalos Greaves,00000004,LEG,ED8DC160,Guardian Rathalos,0000001A,26,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000001,1,00000000,0,00000000,0,FFC80F48,Rathalos's Flare,B22A8380,Guardian's Pulse,E84D8E60,Weakness Exploit,00000001,1,00000000,,00000000,,00000000,,00000000,
00000075,117,3257D282-7358-499E-93C7-6F14A2987745,G. Ebony Helm,00000000,HELM,24494500,Guardian Ebony,0000001A,26,FFFFFFFE,-2,FFFFFFFD,-3,FFFFFFFE,-2,FFFFFFFE,-2,00000004,4,00000001,1,00000000,0,00000000,0,36BA1640,Ebony Odogaron's Power,B22A8380,Guardian's Pulse,21BA7280,Burst,00000001,1,00000000,,00000000,,00000000,,00000000,
00000076,118,FE86282A-011C-4D60-9E63-1E0BBBBAA2F2,G. Ebony Mail,00000001,BODY,24494500,Guardian Ebony,0000001A,26,FFFFFFFE,-2,FFFFFFFD,-3,FFFFFFFE,-2,FFFFFFFE,-2,00000004,4,00000001,1,00000000,0,00000000,0,36BA1640,Ebony Odogaron's Power,B22A8380,Guardian's Pulse,73AE9380,Bleeding Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
00000077,119,3AFA4A49-BB57-4379-8857-25BE2C99F46C,G. Ebony Braces,00000002,ARM,24494500,Guardian Ebony,0000001A,26,FFFFFFFE,-2,FFFFFFFD,-3,FFFFFFFE,-2,FFFFFFFE,-2,00000004,4,00000001,1,00000000,0,00000000,0,36BA1640,Ebony Odogaron's Power,B22A8380,Guardian's Pulse,21BA7280,Burst,00000001,1,00000000,,00000000,,00000000,,00000000,
00000078,120,36F2232E-8FB1-48C8-8794-97618E9561FD,G. Ebony Coil,00000003,WAIST,24494500,Guardian Ebony,0000001A,26,FFFFFFFE,-2,FFFFFFFD,-3,FFFFFFFE,-2,FFFFFFFE,-2,00000004,4,00000000,0,00000000,0,00000000,0,36BA1640,Ebony Odogaron's Power,B22A8380,Guardian's Pulse,21BA7280,Burst,00000001,1,73AE9380,Bleeding Resistance,00000001,1,00000000,,00000000,
00000079,121,5D5E2E7D-587F-4538-B5CF-459FD9B262C0,G. Ebony Greaves,00000004,LEG,24494500,Guardian Ebony,0000001A,26,FFFFFFFE,-2,FFFFFFFD,-3,FFFFFFFE,-2,FFFFFFFE,-2,00000004,4,00000001,1,00000000,0,00000000,0,36BA1640,Ebony Odogaron's Power,B22A8380,Guardian's Pulse,73AE9380,Bleeding Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
0000007A,122,84FDD37C-A746-477F-ADA0-60CFC37CF86F,Xu Wu Helm,00000000,HELM,E0F62A60,Xu Wu,0000001A,26,00000001,1,00000001,1,00000001,1,FFFFFFFD,-3,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,25AD8000,Maximum Might,00000001,1,00000000,,00000000,,00000000,,00000000,
0000007B,123,5CC617E8-34D1-4EB9-9C01-D20B3AF96E57,Xu Wu Mail,00000001,BODY,E0F62A60,Xu Wu,0000001A,26,00000001,1,00000001,1,00000001,1,FFFFFFFD,-3,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,ED31F720,Stamina Surge,00000001,1,00000000,,00000000,,00000000,,00000000,
0000007C,124,DC604465-6FA2-4AC2-953E-7CC7E116D5E5,Xu Wu Vambraces,00000002,ARM,E0F62A60,Xu Wu,0000001A,26,00000001,1,00000001,1,00000001,1,FFFFFFFD,-3,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,25AD8000,Maximum Might,00000001,1,00000000,,00000000,,00000000,,00000000,
0000007D,125,CA92E8DB-96D9-4284-8646-27E1A11FCD7B,Xu Wu Coil,00000003,WAIST,E0F62A60,Xu Wu,0000001A,26,00000001,1,00000001,1,00000001,1,FFFFFFFD,-3,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,25AD8000,Maximum Might,00000001,1,ED31F720,Stamina Surge,00000001,1,00000000,,00000000,
0000007E,126,8E12C247-255D-4D1F-87E9-27E2915D8526,Xu Wu Greaves,00000004,LEG,E0F62A60,Xu Wu,0000001A,26,00000001,1,00000001,1,00000001,1,FFFFFFFD,-3,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,ED31F720,Stamina Surge,00000001,1,00000000,,00000000,,00000000,,00000000,
0000007F,127,EA01ED26-F24F-47BB-BBEF-9113E609F35F,G. Arkveld Helm,00000000,HELM,AFBCB700,Guardian Arkveld,0000001E,30,00000002,2,00000000,0,FFFFFFFF,-1,00000000,0,FFFFFFFC,-4,00000001,1,00000000,0,00000000,0,AA9AD980,Guardian Arkveld's Vitality,B22A8380,Guardian's Pulse,CCF58D00,Flayer,00000001,1,00000000,,00000000,,00000000,,00000000,
00000080,128,FDA0C678-7595-453E-B71C-3C4216959373,G. Arkveld Mail,00000001,BODY,AFBCB700,Guardian Arkveld,0000001E,30,00000002,2,00000000,0,FFFFFFFF,-1,00000000,0,FFFFFFFC,-4,00000000,0,00000000,0,00000000,0,AA9AD980,Guardian Arkveld's Vitality,B22A8380,Guardian's Pulse,CCF58D00,Flayer,00000001,1,DE183740,Blight Resistance,00000001,1,00000000,,00000000,
00000081,129,9E488629-89DF-4CF1-9B6A-7CA4E9D7ADF6,G. Arkveld Vambraces,00000002,ARM,AFBCB700,Guardian Arkveld,0000001E,30,00000002,2,00000000,0,FFFFFFFF,-1,00000000,0,FFFFFFFC,-4,00000001,1,00000000,0,00000000,0,AA9AD980,Guardian Arkveld's Vitality,B22A8380,Guardian's Pulse,CCF58D00,Flayer,00000001,1,00000000,,00000000,,00000000,,00000000,
00000082,130,39AE91B5-38D3-4725-BE4E-DA964A4C2EEC,G. Arkveld Coil,00000003,WAIST,AFBCB700,Guardian Arkveld,0000001E,30,00000002,2,00000000,0,FFFFFFFF,-1,00000000,0,FFFFFFFC,-4,00000001,1,00000001,1,00000000,0,AA9AD980,Guardian Arkveld's Vitality,B22A8380,Guardian's Pulse,DE183740,Blight Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
00000083,131,C3E4B1F9-0C86-4364-8ED6-94AAEB5C1732,G. Arkveld Greaves,00000004,LEG,AFBCB700,Guardian Arkveld,0000001E,30,00000002,2,00000000,0,FFFFFFFF,-1,00000000,0,FFFFFFFC,-4,00000001,1,00000000,0,00000000,0,AA9AD980,Guardian Arkveld's Vitality,B22A8380,Guardian's Pulse,DE183740,Blight Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
00000084,132,86A2C717-9DF7-4C7A-A8A1-3F707F7B4985,Hope Mask α,00000000,HELM,275F9D40,Hope α,0000001A,26,00000001,1,00000000,0,00000001,1,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,50462980,Divine Blessing,00000002,2,00000000,,00000000,,00000000,,00000000,
00000085,133,B1259A49-8960-44E3-A0BD-5D9FA375F8C1,Hope Mail α,00000001,BODY,275F9D40,Hope α,0000001A,26,00000001,1,00000000,0,00000001,1,00000000,0,00000000,0,00000001,1,00000001,1,00000000,0,00000000,,00000000,,56FF6980,Poison Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
00000086,134,7E2FC81B-1BB4-445C-8081-6AE79F162BFB,Hope Vambraces α,00000002,ARM,275F9D40,Hope α,0000001A,26,00000001,1,00000000,0,00000001,1,00000000,0,00000000,0,00000001,1,00000001,1,00000000,0,00000000,,00000000,,F47E9280,Sleep Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
00000087,135,A7837D30-0D2E-4D3C-A432-404084CF0647,Hope Coil α,00000003,WAIST,275F9D40,Hope α,0000001A,26,00000001,1,00000000,0,00000001,1,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,50462980,Divine Blessing,00000001,1,2A0A4AC0,Stun Resistance,00000001,1,00000000,,00000000,
00000088,136,2F7F994C-09CE-4CB0-A9C7-D1A39B3266F4,Hope Greaves α,00000004,LEG,275F9D40,Hope α,0000001A,26,00000001,1,00000000,0,00000001,1,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,2A0A4AC0,Stun Resistance,00000002,2,00000000,,00000000,,00000000,,00000000,
00000089,137,DDB0ABD4-AAB5-42F9-95D7-D3C5C7D551F2,Leather Headgear α,00000000,HELM,6E05AA00,Leather α,0000001A,26,00000002,2,00000000,0,00000000,0,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,334A7580,Botanist,00000002,2,00000000,,00000000,,00000000,,00000000,
0000008A,138,3F4CDB59-352B-429B-8076-DE1756DAE220,Leather Mail α,00000001,BODY,6E05AA00,Leather α,0000001A,26,00000002,2,00000000,0,00000000,0,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,334A7580,Botanist,00000001,1,9B96D580,Item Prolonger,00000001,1,00000000,,00000000,
0000008B,139,93F18EE9-99DD-48BB-898A-4F7595937922,Leather Gloves α,00000002,ARM,6E05AA00,Leather α,0000001A,26,00000002,2,00000000,0,00000000,0,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,334A7580,Botanist,00000001,1,79E68180,Hunger Resistance,00000001,1,00000000,,00000000,
0000008C,140,5D090C44-4AB2-4EE2-85E4-806296DB4879,Leather Belt α,00000003,WAIST,6E05AA00,Leather α,0000001A,26,00000002,2,00000000,0,00000000,0,00000000,0,00000000,0,00000001,1,00000001,1,00000000,0,00000000,,00000000,,79E68180,Hunger Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
0000008D,141,695C8030-AB3A-4D7A-983F-E3EDF8CB13B3,Leather Pants α,00000004,LEG,6E05AA00,Leather α,0000001A,26,00000002,2,00000000,0,00000000,0,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,79E68180,Hunger Resistance,00000001,1,9B96D580,Item Prolonger,00000001,1,00000000,,00000000,
0000008E,142,742E33DC-A4DF-4074-9DD8-6867FB6485F2,Chainmail Headgear α,00000000,HELM,77FEE700,Chainmail α,0000001A,26,00000000,0,00000002,2,00000000,0,00000000,0,00000000,0,00000001,1,00000001,1,00000000,0,00000000,,00000000,,238443C0,Geologist,00000001,1,00000000,,00000000,,00000000,,00000000,
