Index Raw,Index,Recipe Number Raw,Recipe Number,Series Raw,Series,Armour Type Raw,Type,Key Item Raw,Key Item,Key Enemy Raw,Key Enemy,Key Story,HR Flag Raw,HR Flag,Time Rank Raw,Time Rank,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,ItemNum 1 Raw,ItemNum 2 Raw,ItemNum 3 Raw,ItemNum 4 Raw,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4
00000066,102,3E3B6C10,1044081680,3E3B4500,Nu Udra,00000000,HELM,00000000,,62CFB100,Nu Udra,00000000,00000000,0,00000000,NONE,00000178,00000179,0000017A,00000000,00000002,00000001,00000001,00000000,Nu Udra Hide,2,Nu Udra Spike,1,Nu Udra Horn,1,,0
00000067,103,3E3B9320,1044091680,3E3B4500,Nu Udra,00000001,BODY,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,0000017E,00000178,0000017D,0000025F,00000001,00000002,00000001,00000001,Nu Udra Certificate,1,Nu Udra Hide,2,Nu Udra Cerebrospinal Fluid,1,Guardian Blood,1
00000068,104,3E3BBA30,1044101680,3E3B4500,Nu Udra,00000002,ARM,00000000,,62CFB100,Nu Udra,00000000,00000000,0,00000000,NONE,00000178,0000017C,00000000,00000000,00000002,00000001,00000000,00000000,Nu Udra Hide,2,Nu Udra Oilmucus,1,,0,,0
00000069,105,3E3BE140,1044111680,3E3B4500,Nu Udra,00000003,WAIST,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,0000017C,0000017B,0000017A,000001C6,00000001,00000001,00000001,00000001,Nu Udra Oilmucus,1,Nu Udra Tentacle,1,Nu Udra Horn,1,Guardian Scale,1
0000006A,106,3E3C0850,1044121680,3E3B4500,Nu Udra,00000004,LEG,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000179,0000017B,00000298,0000024A,00000002,00000001,00000001,00000001,Nu Udra Spike,2,Nu Udra Tentacle,1,Guardian Pelt,1,Charred Oilbone,1
0000006B,107,BAF48090,-1158381424,BAF45980,Guardian Doshaguma,00000000,HELM,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000186,00000187,00000189,00000000,00000002,00000002,00000001,00000000,Guardian Doshaguma Fur,2,Guardian Doshaguma Hide,2,Guardian Doshaguma Fang,1,,0
0000006C,108,BAF4A7A0,-1158371424,BAF45980,Guardian Doshaguma,00000001,BODY,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000186,00000188,00000000,00000000,00000002,00000001,00000000,00000000,Guardian Doshaguma Fur,2,Guardian Doshaguma Claw,1,,0,,0
0000006D,109,BAF4CEB0,-1158361424,BAF45980,Guardian Doshaguma,00000002,ARM,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000187,00000189,00000000,00000000,00000002,00000001,00000000,00000000,Guardian Doshaguma Hide,2,Guardian Doshaguma Fang,1,,0,,0
0000006E,110,BAF4F5C0,-1158351424,BAF45980,Guardian Doshaguma,00000003,WAIST,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,0000018A,00000186,00000188,0000025F,00000001,00000002,00000001,00000001,G. Doshaguma Certificate,1,Guardian Doshaguma Fur,2,Guardian Doshaguma Claw,1,Guardian Blood,1
0000006F,111,BAF51CD0,-1158341424,BAF45980,Guardian Doshaguma,00000004,LEG,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000188,00000189,00000298,00000000,00000001,00000001,00000001,00000000,Guardian Doshaguma Claw,1,Guardian Doshaguma Fang,1,Guardian Pelt,1,,0
00000070,112,ED8DE870,-309467024,ED8DC160,Guardian Rathalos,00000000,HELM,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000195,00000190,00000191,000002C2,00000001,00000002,00000001,00000001,G. Rathalos Certificate,1,Guardian Rathalos Scale,2,Guardian Rathalos Shell,1,Guardian Rathalos Plate,1
00000071,113,ED8E0F80,-309457024,ED8DC160,Guardian Rathalos,00000001,BODY,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000191,00000192,00000000,00000000,00000002,00000001,00000000,00000000,Guardian Rathalos Shell,2,Guardian Rathalos Webbing,1,,0,,0
00000072,114,ED8E3690,-309447024,ED8DC160,Guardian Rathalos,00000002,ARM,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000190,00000191,00000193,00000000,00000002,00000002,00000001,00000000,Guardian Rathalos Scale,2,Guardian Rathalos Shell,2,Guardian Rathalos Tail,1,,0
00000073,115,ED8E5DA0,-309437024,ED8DC160,Guardian Rathalos,00000003,WAIST,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000190,00000192,00000000,00000000,00000002,00000001,00000000,00000000,Guardian Rathalos Scale,2,Guardian Rathalos Webbing,1,,0,,0
00000074,116,ED8E84B0,-309427024,ED8DC160,Guardian Rathalos,00000004,LEG,00000000,,00000000,-,D9C1E4C0,00000000,0,00000000,NONE,00000192,00000193,000001C6,00000000,00000001,00000001,00000001,00000000,Guardian Rathalos Webbing,1,Guardian Rathalos Tail,1,Guardian Scale,1,,0
00000075,117,24496C10,608791568,24494500,Guardian Ebony,00000000,HELM,00000000,,632E9000,Guardian Ebony Odogaron,00000000,00000000,0,00000000,NONE,000001AC,000001AD,000001AE,00000000,00000001,00000001,00000001,00000000,Guardian Ebony Claw,1,Guardian Ebony Fang,1,Guardian Ebony Tail,1,,0
00000076,118,24499320,608801568,24494500,Guardian Ebony,00000001,BODY,00000000,,632E9000,Guardian Ebony Odogaron,00000000,00000000,0,00000000,NONE,000001AB,000001AD,00000000,00000000,00000002,00000001,00000000,00000000,Guardian Ebony Sinew,2,Guardian Ebony Fang,1,,0,,0
00000077,119,2449BA30,608811568,24494500,Guardian Ebony,00000002,ARM,00000000,,632E9000,Guardian Ebony Odogaron,00000000,00000000,0,00000000,NONE,000001AA,000001AB,000001AD,00000000,00000002,00000002,00000001,00000000,Guardian Ebony Scale,2,Guardian Ebony Sinew,2,Guardian Ebony Fang,1,,0
00000078,120,2449E140,608821568,24494500,Guardian Ebony,00000003,WAIST,00000000,,632E9000,Guardian Ebony Odogaron,00000000,00000000,0,00000000,NONE,000001B0,000001AE,000001AC,000001AF,00000001,00000001,00000001,00000001,G. Ebony Odogaron Certificate,1,Guardian Ebony Tail,1,Guardian Ebony Claw,1,Guardian Ebony Plate,1
00000079,121,244A0850,608831568,24494500,Guardian Ebony,00000004,LEG,00000000,,632E9000,Guardian Ebony Odogaron,00000000,00000000,0,00000000,NONE,000001AA,000001AC,00000000,00000000,00000002,00000001,00000000,00000000,Guardian Ebony Scale,2,Guardian Ebony Claw,1,,0,,0
0000007A,122,E0F65170,-520728208,E0F62A60,Xu Wu,00000000,HELM,00000000,,538EBC80,Xu Wu,00000000,00000000,0,00000000,NONE,000001B8,000001B9,000001BC,0000024C,00000002,00000002,00000001,00000001,Xu Wu Hide,2,Golden Corneum,2,Xu Wu Fang,1,Tough Guardian Bone,1
0000007B,123,E0F67880,-520718208,E0F62A60,Xu Wu,00000001,BODY,00000000,,538EBC80,Xu Wu,00000000,00000000,0,00000000,NONE,000001B9,000001BA,00000000,00000000,00000002,00000001,00000000,00000000,Golden Corneum,2,Xu Wu Tentacle,1,,0,,0
0000007C,124,E0F69F90,-520708208,E0F62A60,Xu Wu,00000002,ARM,00000000,,538EBC80,Xu Wu,00000000,00000000,0,00000000,NONE,000001B8,000001BB,00000000,00000000,00000002,00000001,00000000,00000000,Xu Wu Hide,2,Xu Wu Claw,1,,0,,0
0000007D,125,E0F6C6A0,-520698208,E0F62A60,Xu Wu,00000003,WAIST,00000000,,538EBC80,Xu Wu,00000000,00000000,0,00000000,NONE,000001BE,000001B8,000001BB,000001BD,00000001,00000002,00000001,00000001,Xu Wu Certificate,1,Xu Wu Hide,2,Xu Wu Claw,1,Xu Wu Cerebrospinal Fluid,1
0000007E,126,E0F6EDB0,-520688208,E0F62A60,Xu Wu,00000004,LEG,00000000,,538EBC80,Xu Wu,00000000,00000000,0,00000000,NONE,000001BB,000001BA,000001BC,00000000,00000001,00000001,00000001,00000000,Xu Wu Claw,1,Xu Wu Tentacle,1,Xu Wu Fang,1,,0
0000007F,127,AFBCDE10,-1346576880,AFBCB700,Guardian Arkveld,00000000,HELM,00000000,,EF17C700,Guardian Arkveld,00000000,00000000,0,00000000,NONE,0000025F,00000192,000001C6,00000000,00000001,00000002,00000001,00000000,Guardian Blood,1,Guardian Rathalos Webbing,2,Guardian Scale,1,,0
00000080,128,AFBD0520,-1346566880,AFBCB700,Guardian Arkveld,00000001,BODY,00000000,,EF17C700,Guardian Arkveld,00000000,00000000,0,00000000,NONE,0000025F,000001AC,0000024C,00000000,00000001,00000002,00000003,00000000,Guardian Blood,1,Guardian Ebony Claw,2,Tough Guardian Bone,3,,0
00000081,129,AFBD2C30,-1346556880,AFBCB700,Guardian Arkveld,00000002,ARM,00000000,,EF17C700,Guardian Arkveld,00000000,00000000,0,00000000,NONE,0000025F,000001C6,000001F6,00000000,00000001,00000002,00000002,00000000,Guardian Blood,1,Guardian Scale,2,Guardian Seikret Feather,2,,0
00000082,130,AFBD5340,-1346546880,AFBCB700,Guardian Arkveld,00000003,WAIST,00000000,,EF17C700,Guardian Arkveld,00000000,00000000,0,00000000,NONE,0000025F,00000188,00000298,00000000,00000001,00000002,00000001,00000000,Guardian Blood,1,Guardian Doshaguma Claw,2,Guardian Pelt,1,,0
00000083,131,AFBD7A50,-1346536880,AFBCB700,Guardian Arkveld,00000004,LEG,00000000,,EF17C700,Guardian Arkveld,00000000,00000000,0,00000000,NONE,0000025F,00000298,00000000,00000000,00000001,00000002,00000000,00000000,Guardian Blood,1,Guardian Pelt,2,,0,,0
00000084,132,275FC450,660587600,275F9D40,Hope α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000003B,00000035,00000000,00000000,00000002,00000001,00000000,00000000,Sturdy Bone,2,Iron Ore,1,,0,,0
00000085,133,275FEB60,660597600,275F9D40,Hope α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000003B,00000039,00000000,00000000,00000001,00000001,00000000,00000000,Sturdy Bone,1,Earth Crystal,1,,0,,0
00000086,134,27601270,660607600,275F9D40,Hope α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000003B,00000039,00000000,00000000,00000002,00000001,00000000,00000000,Sturdy Bone,2,Earth Crystal,1,,0,,0
00000087,135,27603980,660617600,275F9D40,Hope α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000003B,00000035,00000000,00000000,00000001,00000001,00000000,00000000,Sturdy Bone,1,Iron Ore,1,,0,,0
00000088,136,27606090,660627600,275F9D40,Hope α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000003B,00000000,00000000,00000000,00000003,00000000,00000000,00000000,Sturdy Bone,3,,0,,0,,0
00000089,137,6E05D110,1845874960,6E05AA00,Leather α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000298,00000000,00000000,00000000,00000001,00000000,00000000,00000000,Guardian Pelt,1,,0,,0,,0
0000008A,138,6E05F820,1845884960,6E05AA00,Leather α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000298,00000036,00000000,00000000,00000001,00000001,00000000,00000000,Guardian Pelt,1,Machalite Ore,1,,0,,0
0000008B,139,6E061F30,1845894960,6E05AA00,Leather α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000298,00000036,00000000,00000000,00000001,00000001,00000000,00000000,Guardian Pelt,1,Machalite Ore,1,,0,,0
0000008C,140,6E064640,1845904960,6E05AA00,Leather α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000298,00000000,00000000,00000000,00000001,00000000,00000000,00000000,Guardian Pelt,1,,0,,0,,0
0000008D,141,6E066D50,1845914960,6E05AA00,Leather α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000298,00000036,00000000,00000000,00000001,00000001,00000000,00000000,Guardian Pelt,1,Machalite Ore,1,,0,,0
0000008E,142,77FF0E10,2013203984,77FEE700,Chainmail α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001C6,00000247,00000000,00000000,00000001,00000001,00000000,00000000,Guardian Scale,1,Icium,1,,0,,0
0000008F,143,77FF3520,2013213984,77FEE700,Chainmail α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001C6,00000000,00000000,00000000,00000001,00000000,00000000,00000000,Guardian Scale,1,,0,,0,,0
00000090,144,77FF5C30,2013223984,77FEE700,Chainmail α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001C6,00000247,00000000,00000000,00000001,00000001,00000000,00000000,Guardian Scale,1,Icium,1,,0,,0
00000091,145,77FF8340,2013233984,77FEE700,Chainmail α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001C6,00000000,00000000,00000000,00000001,00000000,00000000,00000000,Guardian Scale,1,,0,,0,,0
00000092,146,77FFAA50,2013243984,77FEE700,Chainmail α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001C6,00000247,00000000,00000000,00000001,00000001,00000000,00000000,Guardian Scale,1,Icium,1,,0,,0
00000093,147,92DD7510,-1830980336,92DD4E00,Bone α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000024D,0000024B,00000000,00000000,00000001,00000001,00000000,00000000,Quality Bone,1,Frozen Icebone,1,,0,,0
00000094,148,92DD9C20,-1830970336,92DD4E00,Bone α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000024D,0000024A,00000000,00000000,00000001,00000001,00000000,00000000,Quality Bone,1,Charred Oilbone,1,,0,,0
00000095,149,92DDC330,-1830960336,92DD4E00,Bone α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000024D,0000024B,00000000,00000000,00000001,00000001,00000000,00000000,Quality Bone,1,Frozen Icebone,1,,0,,0
00000096,150,92DDEA40,-1830950336,92DD4E00,Bone α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000024D,0000024C,00000000,00000000,00000001,00000001,00000000,00000000,Quality Bone,1,Tough Guardian Bone,1,,0,,0
00000097,151,92DE1150,-1830940336,92DD4E00,Bone α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000024D,0000024A,00000000,00000000,00000001,00000001,00000000,00000000,Quality Bone,1,Charred Oilbone,1,,0,,0
00000098,152,90FC9510,-1862494960,90FC6E00,Alloy α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000038,00000037,00000000,00000000,00000001,00000003,00000000,00000000,Carbalite Ore,1,Dragonite Ore,3,,0,,0
00000099,153,90FCBC20,-1862484960,90FC6E00,Alloy α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000038,00000037,00000000,00000000,00000001,00000002,00000000,00000000,Carbalite Ore,1,Dragonite Ore,2,,0,,0
0000009A,154,90FCE330,-1862474960,90FC6E00,Alloy α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000038,00000037,00000000,00000000,00000001,00000003,00000000,00000000,Carbalite Ore,1,Dragonite Ore,3,,0,,0
0000009B,155,90FD0A40,-1862464960,90FC6E00,Alloy α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000038,00000037,00000000,00000000,00000001,00000002,00000000,00000000,Carbalite Ore,1,Dragonite Ore,2,,0,,0
0000009C,156,90FD3150,-1862454960,90FC6E00,Alloy α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000038,00000037,00000000,00000000,00000001,00000002,00000000,00000000,Carbalite Ore,1,Dragonite Ore,2,,0,,0
0000009D,157,6684FA10,1719990800,6684D300,Bulaqchi α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001E8,00000000,00000000,00000000,00000005,00000000,00000000,00000000,Bulaqchi Carapace,5,,0,,0,,0
0000009E,158,2F1B9790,790337424,2F1B7080,Bulaqchi β,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001E8,00000000,00000000,00000000,00000005,00000000,00000000,00000000,Bulaqchi Carapace,5,,0,,0,,0
0000009F,159,BCB874B0,-1128762192,BCB7FF80,Talioth α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001EB,00000062,00000000,00000000,00000003,00000002,00000000,00000000,Talioth Scale+,3,Acute Fang,2,,0,,0
000000A0,160,42EA98B0,1122670768,42EA2380,Talioth β,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001EB,00000062,00000000,00000000,00000003,00000002,00000000,00000000,Talioth Scale+,3,Acute Fang,2,,0,,0
000000A1,161,1213BAD0,303282896,1212F780,Piragill α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001EE,00000038,00000000,00000000,00000003,00000002,00000000,00000000,Piragill Fin+,3,Carbalite Ore,2,,0,,0
000000A2,162,08532810,139667472,085264C0,Piragill β,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001EE,00000038,00000000,00000000,00000003,00000002,00000000,00000000,Piragill Fin+,3,Carbalite Ore,2,,0,,0
000000A3,163,865E1B90,-2040652912,865DF480,Vespoid α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,000001EA,00000000,00000000,00000002,00000003,00000000,00000000,Vespoid Carapace,2,Monster Broth,3,,0,,0
000000A4,164,865E42A0,-2040642912,865DF480,Vespoid α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,00000240,00000000,00000000,00000002,00000002,00000000,00000000,Vespoid Carapace,2,Vespoid Innerwing,2,,0,,0
000000A5,165,865E69B0,-2040632912,865DF480,Vespoid α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,00000240,00000000,00000000,00000002,00000003,00000000,00000000,Vespoid Carapace,2,Vespoid Innerwing,3,,0,,0
000000A6,166,865E90C0,-2040622912,865DF480,Vespoid α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,0000024D,00000000,00000000,00000002,00000002,00000000,00000000,Vespoid Carapace,2,Quality Bone,2,,0,,0
000000A7,167,865EB7D0,-2040612912,865DF480,Vespoid α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,0000024D,00000000,00000000,00000002,00000001,00000000,00000000,Vespoid Carapace,2,Quality Bone,1,,0,,0
000000A8,168,2C608150,744522064,2C605A40,Vespoid β,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,000001EA,00000000,00000000,00000002,00000003,00000000,00000000,Vespoid Carapace,2,Monster Broth,3,,0,,0
000000A9,169,2C60A860,744532064,2C605A40,Vespoid β,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,00000240,00000000,00000000,00000002,00000002,00000000,00000000,Vespoid Carapace,2,Vespoid Innerwing,2,,0,,0
000000AA,170,2C60CF70,744542064,2C605A40,Vespoid β,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,00000240,00000000,00000000,00000002,00000003,00000000,00000000,Vespoid Carapace,2,Vespoid Innerwing,3,,0,,0
000000AB,171,2C60F680,744552064,2C605A40,Vespoid β,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,0000024D,00000000,00000000,00000002,00000002,00000000,00000000,Vespoid Carapace,2,Quality Bone,2,,0,,0
000000AC,172,2C611D90,744562064,2C605A40,Vespoid β,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000023E,0000024D,00000000,00000000,00000002,00000001,00000000,00000000,Vespoid Carapace,2,Quality Bone,1,,0,,0
000000AD,173,B37607A0,-1284110432,B375B980,Kranodath α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001F1,00000245,00000000,00000000,00000004,00000002,00000000,00000000,Kranodath Skull+,4,Firecell Stone,2,,0,,0
000000AE,174,506CCB20,1349307168,506C7D00,Kranodath β,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001F1,00000245,00000000,00000000,00000004,00000002,00000000,00000000,Kranodath Skull+,4,Firecell Stone,2,,0,,0
000000AF,175,7A1AB290,2048570000,7A1A8B80,Comaqchi α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001F3,00000000,00000000,00000000,00000005,00000000,00000000,00000000,Comaqchi Carapace,5,,0,,0,,0
000000B0,176,A2705D90,-1569694320,A2703680,Comaqchi β,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001F3,00000000,00000000,00000000,00000005,00000000,00000000,00000000,Comaqchi Carapace,5,,0,,0,,0
000000B1,177,DA0C6210,-636722672,DA0C3B00,Kut-Ku α,00000000,HELM,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020A,0000020E,0000028F,00000000,00000002,00000002,00000001,00000000,Kut-Ku Scale+,2,Kut-Ku Wing,2,Monster Keenbone,1,,0
000000B2,178,DA0C8920,-636712672,DA0C3B00,Kut-Ku α,00000001,BODY,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020F,0000020A,0000020E,00000245,00000001,00000002,00000001,00000001,Yian Kut-Ku Certificate S,1,Kut-Ku Scale+,2,Kut-Ku Wing,1,Firecell Stone,1
000000B3,179,DA0CB030,-636702672,DA0C3B00,Kut-Ku α,00000002,ARM,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020F,0000020B,0000020D,00000000,00000001,00000003,00000001,00000000,Yian Kut-Ku Certificate S,1,Kut-Ku Carapace,3,Giant Beak,1,,0
000000B4,180,DA0CD740,-636692672,DA0C3B00,Kut-Ku α,00000003,WAIST,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020F,0000020D,0000020C,00000252,00000001,00000003,00000001,00000001,Yian Kut-Ku Certificate S,1,Giant Beak,3,Kut-Ku Ear,1,Inferno Sac,1
000000B5,181,DA0CFE50,-636682672,DA0C3B00,Kut-Ku α,00000004,LEG,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020A,0000020B,0000020E,0000020C,00000002,00000002,00000001,00000001,Kut-Ku Scale+,2,Kut-Ku Carapace,2,Kut-Ku Wing,1,Kut-Ku Ear,1
000000B6,182,1B6A7310,459961104,1B6A4C00,Kut-Ku β,00000000,HELM,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020A,0000020E,0000028F,00000000,00000002,00000002,00000001,00000000,Kut-Ku Scale+,2,Kut-Ku Wing,2,Monster Keenbone,1,,0
000000B7,183,1B6A9A20,459971104,1B6A4C00,Kut-Ku β,00000001,BODY,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020F,0000020A,0000020E,00000245,00000001,00000002,00000001,00000001,Yian Kut-Ku Certificate S,1,Kut-Ku Scale+,2,Kut-Ku Wing,1,Firecell Stone,1
000000B8,184,1B6AC130,459981104,1B6A4C00,Kut-Ku β,00000002,ARM,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020F,0000020B,0000020D,00000000,00000001,00000003,00000001,00000000,Yian Kut-Ku Certificate S,1,Kut-Ku Carapace,3,Giant Beak,1,,0
000000B9,185,1B6AE840,459991104,1B6A4C00,Kut-Ku β,00000003,WAIST,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020F,0000020D,0000020C,00000252,00000001,00000003,00000001,00000001,Yian Kut-Ku Certificate S,1,Giant Beak,3,Kut-Ku Ear,1,Inferno Sac,1
000000BA,186,1B6B0F50,460001104,1B6A4C00,Kut-Ku β,00000004,LEG,00000000,,17F6E620,Yian Kut-Ku,00000000,00000000,0,00000000,NONE,0000020A,0000020B,0000020E,0000020C,00000002,00000002,00000001,00000001,Kut-Ku Scale+,2,Kut-Ku Carapace,2,Kut-Ku Wing,1,Kut-Ku Ear,1
000000BB,187,92222810,-1843255280,92220100,Chatacabra α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000125,00000126,00000291,00000000,00000002,00000001,00000001,00000000,Chatacabra Scale+,2,Chatacabra Jaw+,1,Stoutbone,1,,0
000000BC,188,92224F20,-1843245280,92220100,Chatacabra α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000129,00000128,0000024D,00000000,00000001,00000002,00000001,00000000,Chatacabra Certificate S,1,Chatacabra Carapace,2,Quality Bone,1,,0
000000BD,189,92227630,-1843235280,92220100,Chatacabra α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000125,00000127,00000126,00000128,00000002,00000002,00000001,00000001,Chatacabra Scale+,2,Chatacabra Hide+,2,Chatacabra Jaw+,1,Chatacabra Carapace,1
000000BE,190,92229D40,-1843225280,92220100,Chatacabra α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000129,00000127,00000128,00000000,00000001,00000003,00000001,00000000,Chatacabra Certificate S,1,Chatacabra Hide+,3,Chatacabra Carapace,1,,0
000000BF,191,9222C450,-1843215280,92220100,Chatacabra α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000129,00000125,00000126,000001EC,00000001,00000002,00000001,00000001,Chatacabra Certificate S,1,Chatacabra Scale+,2,Chatacabra Jaw+,1,Wingdrake Hide+,1
000000C0,192,11C1EA70,297921136,11C1C360,Chatacabra β,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000125,00000126,00000291,00000000,00000002,00000001,00000001,00000000,Chatacabra Scale+,2,Chatacabra Jaw+,1,Stoutbone,1,,0
000000C1,193,11C21180,297931136,11C1C360,Chatacabra β,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000129,00000128,0000024D,00000000,00000001,00000002,00000001,00000000,Chatacabra Certificate S,1,Chatacabra Carapace,2,Quality Bone,1,,0
000000C2,194,11C23890,297941136,11C1C360,Chatacabra β,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000125,00000127,00000126,00000128,00000002,00000002,00000001,00000001,Chatacabra Scale+,2,Chatacabra Hide+,2,Chatacabra Jaw+,1,Chatacabra Carapace,1
000000C3,195,11C25FA0,297951136,11C1C360,Chatacabra β,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000129,00000127,00000128,00000000,00000001,00000003,00000001,00000000,Chatacabra Certificate S,1,Chatacabra Hide+,3,Chatacabra Carapace,1,,0
000000C4,196,11C286B0,297961136,11C1C360,Chatacabra β,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000129,00000125,00000126,000001EC,00000001,00000002,00000001,00000001,Chatacabra Certificate S,1,Chatacabra Scale+,2,Chatacabra Jaw+,1,Wingdrake Hide+,1
000000C5,197,125A02B0,307888816,1259DBA0,Quematrice α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000131,0000012F,0000012E,0000024D,00000001,00000002,00000002,00000001,Quematrice Certificate S,1,Quematrice Igniter+,2,Quematrice Hide+,2,Quality Bone,1
