Monster ID,Monster,Data ID,Reward Type ID,Reward Type,Parts Index,Rank,Item ID,Item,Number,Probability
EM0009_00_0,Gypceros,104,RW000,Carving,-1,HIGH,534,Bird Wyvern Gem,1,5%
EM0009_00_0,Gypceros,110,RW008,Carving (Rotten Monster Carcass),-1,HIGH,529,Rubbery Hide+,1,40%
EM0009_00_0,Gypceros,111,RW008,Carving (Rotten Monster Carcass),-1,HIGH,535,Dash Extract,1,30%
EM0009_00_0,Gypceros,112,RW008,Carving (Rotten Monster Carcass),-1,HIGH,602,Toxin Sac,1,30%
EM0009_00_0,Gypceros,300,RW005,Broken Part Rewards,0,HIGH,531,Gypceros Head,1,70%
EM0009_00_0,Gypceros,301,RW005,Broken Part Rewards,0,HIGH,579,Novacrystal,1,30%
EM0009_00_0,Gypceros,400,RW006,Wound Destroyed Reward,-1,HIGH,529,Rubbery Hide+,1,45%
EM0009_00_0,Gypceros,401,RW006,Wound Destroyed Reward,-1,HIGH,535,Dash Extract,1,43%
EM0009_00_0,Gypceros,402,RW006,Wound Destroyed Reward,-1,HIGH,579,Novacrystal,1,12%
EM0009_00_0,Gypceros,500,RW004,Target Rewards,-1,HIGH,533,Gypceros Certificate S,1,8%
EM0009_00_0,Gypceros,500,RW004,Target Rewards,-1,HIGH,529,Rubbery Hide+,1,26%
EM0009_00_0,Gypceros,500,RW004,Target Rewards,-1,HIGH,532,Gypceros Tail,1,38%
EM0009_00_0,Gypceros,500,RW004,Target Rewards,-1,HIGH,534,Bird Wyvern Gem,1,100%
EM0009_00_0,Gypceros,501,RW004,Target Rewards,-1,HIGH,529,Rubbery Hide+,1,22%
EM0009_00_0,Gypceros,501,RW004,Target Rewards,-1,HIGH,530,Gypceros Wing,1,26%
EM0009_00_0,Gypceros,501,RW004,Target Rewards,-1,HIGH,531,Gypceros Head,1,30%
EM0009_00_0,Gypceros,502,RW004,Target Rewards,-1,HIGH,530,Gypceros Wing,1,22%
EM0009_00_0,Gypceros,502,RW004,Target Rewards,-1,HIGH,532,Gypceros Tail,1,15%
EM0009_00_0,Gypceros,502,RW004,Target Rewards,-1,HIGH,602,Toxin Sac,2,25%
EM0009_00_0,Gypceros,503,RW004,Target Rewards,-1,HIGH,532,Gypceros Tail,1,15%
EM0009_00_0,Gypceros,503,RW004,Target Rewards,-1,HIGH,531,Gypceros Head,1,10%
EM0009_00_0,Gypceros,503,RW004,Target Rewards,-1,HIGH,534,Bird Wyvern Gem,1,7%
EM0009_00_0,Gypceros,504,RW004,Target Rewards,-1,HIGH,531,Gypceros Head,1,10%
EM0009_00_0,Gypceros,504,RW004,Target Rewards,-1,HIGH,602,Toxin Sac,1,20%
EM0009_00_0,Gypceros,505,RW004,Target Rewards,-1,HIGH,602,Toxin Sac,1,20%
EM0009_00_0,Gypceros,505,RW004,Target Rewards,-1,HIGH,534,Bird Wyvern Gem,1,3%
EM0009_00_0,Gypceros,506,RW004,Target Rewards,-1,HIGH,534,Bird Wyvern Gem,1,3%
EM0009_00_0,Gypceros,600,RW015,Tempered Wound Destroyed Reward,-1,HIGH,699,Wyverian Bloodstone Shard,1,50%
EM0009_00_0,Gypceros,601,RW015,Tempered Wound Destroyed Reward,-1,HIGH,700,Wyverian Bloodstone (S),1,35%
EM0009_00_0,Gypceros,602,RW015,Tempered Wound Destroyed Reward,-1,HIGH,701,Wyverian Bloodstone,1,15%
EM0021_00_0,Congalala,100,RW000,Carving,-1,LOW,504,Congalala Pelt,1,35%
EM0021_00_0,Congalala,101,RW000,Carving,-1,LOW,506,Congalala Fang,1,30%
EM0021_00_0,Congalala,102,RW000,Carving,-1,LOW,505,Congalala Claw,1,20%
EM0021_00_0,Congalala,103,RW000,Carving,-1,LOW,507,Vibrant Pelt,1,15%
EM0021_00_0,Congalala,110,RW008,Carving (Rotten Monster Carcass),-1,LOW,504,Congalala Pelt,1,40%
EM0021_00_0,Congalala,111,RW008,Carving (Rotten Monster Carcass),-1,LOW,506,Congalala Fang,1,30%
EM0021_00_0,Congalala,112,RW008,Carving (Rotten Monster Carcass),-1,LOW,60,Brute Bone,1,30%
EM0021_00_0,Congalala,300,RW005,Broken Part Rewards,0,LOW,507,Vibrant Pelt,1,100%
EM0021_00_0,Congalala,310,RW005,Broken Part Rewards,1,LOW,505,Congalala Claw,1,100%
EM0021_00_0,Congalala,320,RW005,Broken Part Rewards,2,LOW,505,Congalala Claw,1,100%
EM0021_00_0,Congalala,330,RW005,Broken Part Rewards,3,LOW,504,Congalala Pelt,1,100%
EM0021_00_0,Congalala,400,RW006,Wound Destroyed Reward,-1,LOW,504,Congalala Pelt,1,100%
EM0021_00_0,Congalala,500,RW004,Target Rewards,-1,LOW,508,Congalala Certificate,1,8%
EM0021_00_0,Congalala,501,RW004,Target Rewards,-1,LOW,504,Congalala Pelt,1,27%
EM0021_00_0,Congalala,502,RW004,Target Rewards,-1,LOW,506,Congalala Fang,1,27%
EM0021_00_0,Congalala,503,RW004,Target Rewards,-1,LOW,505,Congalala Claw,1,23%
EM0021_00_0,Congalala,504,RW004,Target Rewards,-1,LOW,507,Vibrant Pelt,1,15%
EM0021_00_0,Congalala,100,RW000,Carving,-1,HIGH,509,Congalala Pelt+,1,33%
EM0021_00_0,Congalala,101,RW000,Carving,-1,HIGH,511,Congalala Fang+,1,27%
EM0021_00_0,Congalala,102,RW000,Carving,-1,HIGH,510,Congalala Claw+,1,20%
EM0021_00_0,Congalala,103,RW000,Carving,-1,HIGH,512,Vibrant Pelt+,1,15%
EM0021_00_0,Congalala,104,RW000,Carving,-1,HIGH,37,Beast Gem,1,5%
EM0021_00_0,Congalala,110,RW008,Carving (Rotten Monster Carcass),-1,HIGH,509,Congalala Pelt+,1,40%
EM0021_00_0,Congalala,111,RW008,Carving (Rotten Monster Carcass),-1,HIGH,511,Congalala Fang+,1,30%
EM0021_00_0,Congalala,112,RW008,Carving (Rotten Monster Carcass),-1,HIGH,657,Stoutbone,1,30%
EM0021_00_0,Congalala,300,RW005,Broken Part Rewards,0,HIGH,512,Vibrant Pelt+,1,100%
EM0021_00_0,Congalala,310,RW005,Broken Part Rewards,1,HIGH,510,Congalala Claw+,1,100%
EM0021_00_0,Congalala,320,RW005,Broken Part Rewards,2,HIGH,510,Congalala Claw+,1,100%
EM0021_00_0,Congalala,330,RW005,Broken Part Rewards,3,HIGH,509,Congalala Pelt+,1,100%
EM0021_00_0,Congalala,400,RW006,Wound Destroyed Reward,-1,HIGH,509,Congalala Pelt+,1,100%
EM0021_00_0,Congalala,500,RW004,Target Rewards,-1,HIGH,585,Congalala Certificate S,1,8%
EM0021_00_0,Congalala,500,RW004,Target Rewards,-1,HIGH,509,Congalala Pelt+,1,31%
EM0021_00_0,Congalala,500,RW004,Target Rewards,-1,HIGH,510,Congalala Claw+,1,54%
EM0021_00_0,Congalala,500,RW004,Target Rewards,-1,HIGH,37,Beast Gem,1,100%
EM0021_00_0,Congalala,501,RW004,Target Rewards,-1,HIGH,509,Congalala Pelt+,1,27%
EM0021_00_0,Congalala,501,RW004,Target Rewards,-1,HIGH,511,Congalala Fang+,1,31%
EM0021_00_0,Congalala,501,RW004,Target Rewards,-1,HIGH,512,Vibrant Pelt+,1,39%
EM0021_00_0,Congalala,502,RW004,Target Rewards,-1,HIGH,511,Congalala Fang+,1,27%
EM0021_00_0,Congalala,502,RW004,Target Rewards,-1,HIGH,510,Congalala Claw+,1,20%
EM0021_00_0,Congalala,502,RW004,Target Rewards,-1,HIGH,37,Beast Gem,1,7%
EM0021_00_0,Congalala,503,RW004,Target Rewards,-1,HIGH,510,Congalala Claw+,1,20%
EM0021_00_0,Congalala,503,RW004,Target Rewards,-1,HIGH,512,Vibrant Pelt+,1,15%
EM0021_00_0,Congalala,504,RW004,Target Rewards,-1,HIGH,512,Vibrant Pelt+,1,15%
EM0021_00_0,Congalala,504,RW004,Target Rewards,-1,HIGH,37,Beast Gem,1,3%
EM0021_00_0,Congalala,505,RW004,Target Rewards,-1,HIGH,37,Beast Gem,1,3%
EM0021_00_0,Congalala,600,RW015,Tempered Wound Destroyed Reward,-1,HIGH,699,Wyverian Bloodstone Shard,1,50%
EM0021_00_0,Congalala,601,RW015,Tempered Wound Destroyed Reward,-1,HIGH,700,Wyverian Bloodstone (S),1,35%
EM0021_00_0,Congalala,602,RW015,Tempered Wound Destroyed Reward,-1,HIGH,701,Wyverian Bloodstone,1,15%
EM0022_00_0,Blangonga,100,RW000,Carving,-1,HIGH,537,Blangonga Pelt+,1,33%
EM0022_00_0,Blangonga,101,RW000,Carving,-1,HIGH,539,Blangonga Whisker,1,27%
EM0022_00_0,Blangonga,102,RW000,Carving,-1,HIGH,538,Blangonga Fang+,1,20%
EM0022_00_0,Blangonga,103,RW000,Carving,-1,HIGH,540,Blangonga Tail,1,15%
EM0022_00_0,Blangonga,104,RW000,Carving,-1,HIGH,37,Beast Gem,1,5%
EM0022_00_0,Blangonga,110,RW008,Carving (Rotten Monster Carcass),-1,HIGH,537,Blangonga Pelt+,1,40%
EM0022_00_0,Blangonga,111,RW008,Carving (Rotten Monster Carcass),-1,HIGH,539,Blangonga Whisker,1,30%
EM0022_00_0,Blangonga,112,RW008,Carving (Rotten Monster Carcass),-1,HIGH,658,Great Stoutbone,1,30%
EM0022_00_0,Blangonga,300,RW005,Broken Part Rewards,0,HIGH,538,Blangonga Fang+,1,100%
EM0022_00_0,Blangonga,305,RW005,Broken Part Rewards,1,HIGH,538,Blangonga Fang+,1,100%
EM0022_00_0,Blangonga,310,RW005,Broken Part Rewards,2,HIGH,540,Blangonga Tail,1,100%
EM0022_00_0,Blangonga,400,RW006,Wound Destroyed Reward,-1,HIGH,537,Blangonga Pelt+,1,100%
EM0022_00_0,Blangonga,500,RW004,Target Rewards,-1,HIGH,541,Blangonga Certificate S,1,8%
EM0022_00_0,Blangonga,500,RW004,Target Rewards,-1,HIGH,537,Blangonga Pelt+,1,31%
EM0022_00_0,Blangonga,500,RW004,Target Rewards,-1,HIGH,538,Blangonga Fang+,1,54%
EM0022_00_0,Blangonga,500,RW004,Target Rewards,-1,HIGH,37,Beast Gem,1,100%
EM0022_00_0,Blangonga,501,RW004,Target Rewards,-1,HIGH,537,Blangonga Pelt+,1,27%
EM0022_00_0,Blangonga,501,RW004,Target Rewards,-1,HIGH,539,Blangonga Whisker,1,31%
EM0022_00_0,Blangonga,501,RW004,Target Rewards,-1,HIGH,540,Blangonga Tail,1,39%
EM0022_00_0,Blangonga,502,RW004,Target Rewards,-1,HIGH,539,Blangonga Whisker,1,27%
EM0022_00_0,Blangonga,502,RW004,Target Rewards,-1,HIGH,538,Blangonga Fang+,1,20%
EM0022_00_0,Blangonga,502,RW004,Target Rewards,-1,HIGH,37,Beast Gem,1,7%
EM0022_00_0,Blangonga,503,RW004,Target Rewards,-1,HIGH,538,Blangonga Fang+,1,20%
EM0022_00_0,Blangonga,503,RW004,Target Rewards,-1,HIGH,540,Blangonga Tail,1,15%
EM0022_00_0,Blangonga,504,RW004,Target Rewards,-1,HIGH,540,Blangonga Tail,1,15%
EM0022_00_0,Blangonga,504,RW004,Target Rewards,-1,HIGH,37,Beast Gem,1,3%
EM0022_00_0,Blangonga,505,RW004,Target Rewards,-1,HIGH,37,Beast Gem,1,3%
EM0022_00_0,Blangonga,600,RW015,Tempered Wound Destroyed Reward,-1,HIGH,700,Wyverian Bloodstone (S),1,45%
EM0022_00_0,Blangonga,601,RW015,Tempered Wound Destroyed Reward,-1,HIGH,701,Wyverian Bloodstone,1,35%
EM0022_00_0,Blangonga,602,RW015,Tempered Wound Destroyed Reward,-1,HIGH,702,Wyverian Bloodstone (L),1,20%
EM0070_00_0,Nerscylla,100,RW000,Carving,-1,LOW,513,Nerscylla Shell,1,35%
EM0070_00_0,Nerscylla,101,RW000,Carving,-1,LOW,514,Nerscylla Chelicera,1,30%
EM0070_00_0,Nerscylla,102,RW000,Carving,-1,LOW,515,Nerscylla Claw,1,20%
EM0070_00_0,Nerscylla,103,RW000,Carving,-1,LOW,516,Nerscylla Spike,1,15%
EM0070_00_0,Nerscylla,110,RW008,Carving (Rotten Monster Carcass),-1,LOW,513,Nerscylla Shell,1,40%
EM0070_00_0,Nerscylla,111,RW008,Carving (Rotten Monster Carcass),-1,LOW,514,Nerscylla Chelicera,1,30%
EM0070_00_0,Nerscylla,112,RW008,Carving (Rotten Monster Carcass),-1,LOW,605,Sleep Sac,1,30%
EM0070_00_0,Nerscylla,220,RW005,Broken Part Rewards,1,LOW,516,Nerscylla Spike,1,100%
EM0070_00_0,Nerscylla,230,RW005,Broken Part Rewards,2,LOW,528,Rubbery Hide,1,100%
EM0070_00_0,Nerscylla,240,RW005,Broken Part Rewards,3,LOW,515,Nerscylla Claw,1,100%
EM0070_00_0,Nerscylla,300,RW006,Wound Destroyed Reward,-1,LOW,513,Nerscylla Shell,1,50%
EM0070_00_0,Nerscylla,301,RW006,Wound Destroyed Reward,-1,LOW,528,Rubbery Hide,1,38%
EM0070_00_0,Nerscylla,302,RW006,Wound Destroyed Reward,-1,LOW,516,Nerscylla Spike,1,12%
EM0070_00_0,Nerscylla,500,RW004,Target Rewards,-1,LOW,517,Nerscylla Certificate,1,8%
EM0070_00_0,Nerscylla,501,RW004,Target Rewards,-1,LOW,513,Nerscylla Shell,1,20%
EM0070_00_0,Nerscylla,502,RW004,Target Rewards,-1,LOW,514,Nerscylla Chelicera,1,20%
EM0070_00_0,Nerscylla,503,RW004,Target Rewards,-1,LOW,515,Nerscylla Claw,1,15%
EM0070_00_0,Nerscylla,504,RW004,Target Rewards,-1,LOW,528,Rubbery Hide,1,8%
EM0070_00_0,Nerscylla,505,RW004,Target Rewards,-1,LOW,516,Nerscylla Spike,1,8%
EM0070_00_0,Nerscylla,506,RW004,Target Rewards,-1,LOW,605,Sleep Sac,1,21%
EM0070_00_0,Nerscylla,100,RW000,Carving,-1,HIGH,518,Nerscylla Carapace,1,35%
EM0070_00_0,Nerscylla,101,RW000,Carving,-1,HIGH,480,Nerscylla Shear,1,30%
EM0070_00_0,Nerscylla,102,RW000,Carving,-1,HIGH,519,Nerscylla Claw+,1,20%
EM0070_00_0,Nerscylla,103,RW000,Carving,-1,HIGH,520,Nerscylla Spike+,1,15%
EM0070_00_0,Nerscylla,110,RW008,Carving (Rotten Monster Carcass),-1,HIGH,518,Nerscylla Carapace,1,40%
EM0070_00_0,Nerscylla,111,RW008,Carving (Rotten Monster Carcass),-1,HIGH,480,Nerscylla Shear,1,30%
EM0070_00_0,Nerscylla,112,RW008,Carving (Rotten Monster Carcass),-1,HIGH,606,Coma Sac,1,30%
EM0070_00_0,Nerscylla,220,RW005,Broken Part Rewards,1,HIGH,520,Nerscylla Spike+,1,100%
EM0070_00_0,Nerscylla,230,RW005,Broken Part Rewards,2,HIGH,529,Rubbery Hide+,1,100%
EM0070_00_0,Nerscylla,240,RW005,Broken Part Rewards,3,HIGH,519,Nerscylla Claw+,1,100%
EM0070_00_0,Nerscylla,300,RW006,Wound Destroyed Reward,-1,HIGH,518,Nerscylla Carapace,1,63%
EM0070_00_0,Nerscylla,301,RW006,Wound Destroyed Reward,-1,HIGH,520,Nerscylla Spike+,1,25%
EM0070_00_0,Nerscylla,302,RW006,Wound Destroyed Reward,-1,HIGH,529,Rubbery Hide+,1,12%
EM0070_00_0,Nerscylla,500,RW004,Target Rewards,-1,HIGH,521,Nerscylla Certificate S,1,8%
EM0070_00_0,Nerscylla,500,RW004,Target Rewards,-1,HIGH,518,Nerscylla Carapace,1,23%
EM0070_00_0,Nerscylla,500,RW004,Target Rewards,-1,HIGH,519,Nerscylla Claw+,1,41%
EM0070_00_0,Nerscylla,500,RW004,Target Rewards,-1,HIGH,520,Nerscylla Spike+,3,100%
EM0070_00_0,Nerscylla,501,RW004,Target Rewards,-1,HIGH,518,Nerscylla Carapace,1,20%
EM0070_00_0,Nerscylla,501,RW004,Target Rewards,-1,HIGH,480,Nerscylla Shear,1,23%
EM0070_00_0,Nerscylla,501,RW004,Target Rewards,-1,HIGH,520,Nerscylla Spike+,1,33%
EM0070_00_0,Nerscylla,502,RW004,Target Rewards,-1,HIGH,480,Nerscylla Shear,1,20%
EM0070_00_0,Nerscylla,502,RW004,Target Rewards,-1,HIGH,519,Nerscylla Claw+,1,18%
EM0070_00_0,Nerscylla,502,RW004,Target Rewards,-1,HIGH,606,Coma Sac,2,26%
EM0070_00_0,Nerscylla,503,RW004,Target Rewards,-1,HIGH,519,Nerscylla Claw+,1,15%
EM0070_00_0,Nerscylla,503,RW004,Target Rewards,-1,HIGH,520,Nerscylla Spike+,1,11%
EM0070_00_0,Nerscylla,504,RW004,Target Rewards,-1,HIGH,529,Rubbery Hide+,1,8%
EM0070_00_0,Nerscylla,504,RW004,Target Rewards,-1,HIGH,606,Coma Sac,1,25%
EM0070_00_0,Nerscylla,505,RW004,Target Rewards,-1,HIGH,520,Nerscylla Spike+,1,8%
EM0070_00_0,Nerscylla,506,RW004,Target Rewards,-1,HIGH,606,Coma Sac,1,21%
EM0070_00_0,Nerscylla,600,RW015,Tempered Wound Destroyed Reward,-1,HIGH,700,Wyverian Bloodstone (S),1,65%
EM0070_00_0,Nerscylla,601,RW015,Tempered Wound Destroyed Reward,-1,HIGH,701,Wyverian Bloodstone,1,35%
EM0071_00_0,Gore Magala,100,RW000,Carving,-1,HIGH,562,Gore Magala Scale+,1,24%
EM0071_00_0,Gore Magala,101,RW000,Carving,-1,HIGH,563,Gore Magala Carapace,1,21%
EM0071_00_0,Gore Magala,102,RW000,Carving,-1,HIGH,565,Gore Magala Ripclaw+,1,16%
EM0071_00_0,Gore Magala,103,RW000,Carving,-1,HIGH,564,Gore Magala Wing+,1,13%
EM0071_00_0,Gore Magala,104,RW000,Carving,-1,HIGH,566,Gore Magala Tail,1,11%
EM0071_00_0,Gore Magala,105,RW000,Carving,-1,HIGH,567,Gore Magala Feeler+,1,11%
EM0071_00_0,Gore Magala,106,RW000,Carving,-1,HIGH,568,Gore Magala Nyctgem,1,4%
EM0071_00_0,Gore Magala,110,RW008,Carving (Rotten Monster Carcass),-1,HIGH,562,Gore Magala Scale+,1,40%
EM0071_00_0,Gore Magala,111,RW008,Carving (Rotten Monster Carcass),-1,HIGH,563,Gore Magala Carapace,1,30%
EM0071_00_0,Gore Magala,112,RW008,Carving (Rotten Monster Carcass),-1,HIGH,570,Frenzy Crystal,1,30%
EM0071_00_0,Gore Magala,200,RW001,Carving (Severed Part),-1,HIGH,566,Gore Magala Tail,1,93%
EM0071_00_0,Gore Magala,201,RW001,Carving (Severed Part),-1,HIGH,568,Gore Magala Nyctgem,1,7%
EM0071_00_0,Gore Magala,210,RW012,Carving (Rotten Severed Part),-1,HIGH,562,Gore Magala Scale+,1,60%
EM0071_00_0,Gore Magala,211,RW012,Carving (Rotten Severed Part),-1,HIGH,566,Gore Magala Tail,1,40%
EM0071_00_0,Gore Magala,220,RW005,Broken Part Rewards,1,HIGH,567,Gore Magala Feeler+,1,100%
EM0071_00_0,Gore Magala,230,RW005,Broken Part Rewards,2,HIGH,564,Gore Magala Wing+,1,100%
EM0071_00_0,Gore Magala,240,RW005,Broken Part Rewards,3,HIGH,564,Gore Magala Wing+,1,100%
EM0071_00_0,Gore Magala,300,RW006,Wound Destroyed Reward,-1,HIGH,562,Gore Magala Scale+,1,38%
EM0071_00_0,Gore Magala,301,RW006,Wound Destroyed Reward,-1,HIGH,563,Gore Magala Carapace,1,38%
EM0071_00_0,Gore Magala,302,RW006,Wound Destroyed Reward,-1,HIGH,570,Frenzy Crystal,1,24%
EM0071_00_0,Gore Magala,500,RW004,Target Rewards,-1,HIGH,569,Gore Magala Certificate S,1,8%
EM0071_00_0,Gore Magala,500,RW004,Target Rewards,-1,HIGH,562,Gore Magala Scale+,1,24%
EM0071_00_0,Gore Magala,500,RW004,Target Rewards,-1,HIGH,565,Gore Magala Ripclaw+,1,25%
EM0071_00_0,Gore Magala,500,RW004,Target Rewards,-1,HIGH,568,Gore Magala Nyctgem,1,100%
EM0071_00_0,Gore Magala,501,RW004,Target Rewards,-1,HIGH,562,Gore Magala Scale+,1,22%
EM0071_00_0,Gore Magala,501,RW004,Target Rewards,-1,HIGH,563,Gore Magala Carapace,1,24%
EM0071_00_0,Gore Magala,501,RW004,Target Rewards,-1,HIGH,564,Gore Magala Wing+,1,25%
EM0071_00_0,Gore Magala,502,RW004,Target Rewards,-1,HIGH,563,Gore Magala Carapace,1,22%
EM0071_00_0,Gore Magala,502,RW004,Target Rewards,-1,HIGH,565,Gore Magala Ripclaw+,1,22%
EM0071_00_0,Gore Magala,502,RW004,Target Rewards,-1,HIGH,566,Gore Magala Tail,1,18%
EM0071_00_0,Gore Magala,503,RW004,Target Rewards,-1,HIGH,565,Gore Magala Ripclaw+,1,21%
EM0071_00_0,Gore Magala,503,RW004,Target Rewards,-1,HIGH,564,Gore Magala Wing+,1,16%
EM0071_00_0,Gore Magala,503,RW004,Target Rewards,-1,HIGH,567,Gore Magala Feeler+,1,25%
EM0071_00_0,Gore Magala,504,RW004,Target Rewards,-1,HIGH,564,Gore Magala Wing+,1,13%
EM0071_00_0,Gore Magala,504,RW004,Target Rewards,-1,HIGH,566,Gore Magala Tail,1,11%
EM0071_00_0,Gore Magala,504,RW004,Target Rewards,-1,HIGH,568,Gore Magala Nyctgem,1,7%
EM0071_00_0,Gore Magala,505,RW004,Target Rewards,-1,HIGH,566,Gore Magala Tail,1,11%
EM0071_00_0,Gore Magala,505,RW004,Target Rewards,-1,HIGH,568,Gore Magala Nyctgem,1,3%
EM0071_00_0,Gore Magala,506,RW004,Target Rewards,-1,HIGH,568,Gore Magala Nyctgem,1,3%
EM0071_00_0,Gore Magala,600,RW015,Tempered Wound Destroyed Reward,-1,HIGH,701,Wyverian Bloodstone,1,70%
EM0071_00_0,Gore Magala,601,RW015,Tempered Wound Destroyed Reward,-1,HIGH,702,Wyverian Bloodstone (L),1,23%
EM0071_00_0,Gore Magala,602,RW015,Tempered Wound Destroyed Reward,-1,HIGH,703,Wyverian Bloodstone Chunk,1,7%
EM0100_51_0,Guardian Fulgur Anjanath,100,RW000,Carving,-1,HIGH,481,Guardian Fulgur Scale+,1,30%
EM0100_51_0,Guardian Fulgur Anjanath,101,RW000,Carving,-1,HIGH,482,Guardian Fulgur Pelt+,1,23%
EM0100_51_0,Guardian Fulgur Anjanath,102,RW000,Carving,-1,HIGH,483,Guardian Fulgur Fang+,1,18%
EM0100_51_0,Guardian Fulgur Anjanath,103,RW000,Carving,-1,HIGH,484,Guardian Fulgur Nosebone+,1,13%
EM0100_51_0,Guardian Fulgur Anjanath,104,RW000,Carving,-1,HIGH,485,Guardian Fulgur Tail,1,11%
EM0100_51_0,Guardian Fulgur Anjanath,105,RW000,Carving,-1,HIGH,486,Guardian Fulgur Gem,1,5%
EM0100_51_0,Guardian Fulgur Anjanath,110,RW008,Carving (Rotten Monster Carcass),-1,HIGH,481,Guardian Fulgur Scale+,1,40%
EM0100_51_0,Guardian Fulgur Anjanath,111,RW008,Carving (Rotten Monster Carcass),-1,HIGH,482,Guardian Fulgur Pelt+,1,30%
EM0100_51_0,Guardian Fulgur Anjanath,112,RW008,Carving (Rotten Monster Carcass),-1,HIGH,598,Thunder Sac,1,30%
EM0100_51_0,Guardian Fulgur Anjanath,120,RW016,Carve (Crystalized Carcass),-1,HIGH,591,Cloudy Crystal,1,83%
EM0100_51_0,Guardian Fulgur Anjanath,121,RW016,Carve (Crystalized Carcass),-1,HIGH,592,Coruscating Crystal,1,17%
EM0100_51_0,Guardian Fulgur Anjanath,200,RW001,Carving (Severed Part),-1,HIGH,485,Guardian Fulgur Tail,1,93%
EM0100_51_0,Guardian Fulgur Anjanath,201,RW001,Carving (Severed Part),-1,HIGH,486,Guardian Fulgur Gem,1,7%
EM0100_51_0,Guardian Fulgur Anjanath,210,RW012,Carving (Rotten Severed Part),-1,HIGH,481,Guardian Fulgur Scale+,1,60%
EM0100_51_0,Guardian Fulgur Anjanath,211,RW012,Carving (Rotten Severed Part),-1,HIGH,485,Guardian Fulgur Tail,1,40%
EM0100_51_0,Guardian Fulgur Anjanath,220,RW005,Broken Part Rewards,0,HIGH,483,Guardian Fulgur Fang+,2,30%
EM0100_51_0,Guardian Fulgur Anjanath,221,RW005,Broken Part Rewards,0,HIGH,484,Guardian Fulgur Nosebone+,1,70%
EM0100_51_0,Guardian Fulgur Anjanath,230,RW005,Broken Part Rewards,1,HIGH,481,Guardian Fulgur Scale+,1,100%
EM0100_51_0,Guardian Fulgur Anjanath,240,RW005,Broken Part Rewards,2,HIGH,481,Guardian Fulgur Scale+,1,100%
EM0100_51_0,Guardian Fulgur Anjanath,400,RW006,Wound Destroyed Reward,-1,HIGH,481,Guardian Fulgur Scale+,1,45%
EM0100_51_0,Guardian Fulgur Anjanath,401,RW006,Wound Destroyed Reward,-1,HIGH,482,Guardian Fulgur Pelt+,1,35%
EM0100_51_0,Guardian Fulgur Anjanath,402,RW006,Wound Destroyed Reward,-1,HIGH,665,Guardian Pelt+,1,12%
EM0100_51_0,Guardian Fulgur Anjanath,403,RW006,Wound Destroyed Reward,-1,HIGH,608,Guardian Blood+,1,8%
EM0100_51_0,Guardian Fulgur Anjanath,500,RW004,Target Rewards,-1,HIGH,584,Guardian Fulgur Certificate S,1,8%
EM0100_51_0,Guardian Fulgur Anjanath,500,RW004,Target Rewards,-1,HIGH,481,Guardian Fulgur Scale+,1,23%
EM0100_51_0,Guardian Fulgur Anjanath,500,RW004,Target Rewards,-1,HIGH,483,Guardian Fulgur Fang+,1,33%
EM0100_51_0,Guardian Fulgur Anjanath,500,RW004,Target Rewards,-1,HIGH,486,Guardian Fulgur Gem,1,100%
EM0100_51_0,Guardian Fulgur Anjanath,501,RW004,Target Rewards,-1,HIGH,481,Guardian Fulgur Scale+,1,20%
EM0100_51_0,Guardian Fulgur Anjanath,501,RW004,Target Rewards,-1,HIGH,482,Guardian Fulgur Pelt+,1,23%
EM0100_51_0,Guardian Fulgur Anjanath,501,RW004,Target Rewards,-1,HIGH,484,Guardian Fulgur Nosebone+,1,21%
EM0100_51_0,Guardian Fulgur Anjanath,502,RW004,Target Rewards,-1,HIGH,482,Guardian Fulgur Pelt+,1,20%
EM0100_51_0,Guardian Fulgur Anjanath,502,RW004,Target Rewards,-1,HIGH,483,Guardian Fulgur Fang+,1,16%
EM0100_51_0,Guardian Fulgur Anjanath,502,RW004,Target Rewards,-1,HIGH,485,Guardian Fulgur Tail,1,21%
EM0100_51_0,Guardian Fulgur Anjanath,503,RW004,Target Rewards,-1,HIGH,483,Guardian Fulgur Fang+,1,15%
EM0100_51_0,Guardian Fulgur Anjanath,503,RW004,Target Rewards,-1,HIGH,484,Guardian Fulgur Nosebone+,1,10%
EM0100_51_0,Guardian Fulgur Anjanath,503,RW004,Target Rewards,-1,HIGH,598,Thunder Sac,2,18%
EM0100_51_0,Guardian Fulgur Anjanath,504,RW004,Target Rewards,-1,HIGH,484,Guardian Fulgur Nosebone+,1,8%
EM0100_51_0,Guardian Fulgur Anjanath,504,RW004,Target Rewards,-1,HIGH,485,Guardian Fulgur Tail,1,10%
EM0100_51_0,Guardian Fulgur Anjanath,504,RW004,Target Rewards,-1,HIGH,486,Guardian Fulgur Gem,1,7%
EM0100_51_0,Guardian Fulgur Anjanath,505,RW004,Target Rewards,-1,HIGH,485,Guardian Fulgur Tail,1,8%
EM0100_51_0,Guardian Fulgur Anjanath,505,RW004,Target Rewards,-1,HIGH,598,Thunder Sac,1,15%
EM0100_51_0,Guardian Fulgur Anjanath,506,RW004,Target Rewards,-1,HIGH,598,Thunder Sac,1,18%
EM0100_51_0,Guardian Fulgur Anjanath,506,RW004,Target Rewards,-1,HIGH,486,Guardian Fulgur Gem,1,3%
